Cognate_ID,Diaocao,Mangdi,ProtoLalo,Qingyun,Shuizhuping,Xuzhang,Yangliu,Yijiacun
1072_577_carryinarms,t ei ³³,t ɛ̠ ⁵⁵,t e̠ H/¹,t ɛ̠ ³³,t ɛ ⁴⁴,t ɛi ³³,t i ⁵³,t i̠ ³³
1073_578_carryfromhand,tʰ i ⁵⁵,tɕʰ ɛ ²¹,tʃʰ ɛ ²,tʰ i̤ ²¹,ʈʂʰ ɛ ²¹,ʈʂʰ ɛ˞/ɛ ²¹,tʰ i ²¹,tɕʰ ɛ ²¹
1074_791_accompanysomeone,ʝ i ²⁴,d a ²¹ + m ɨ ⁵⁵,tʃʰ u ¹,ʝ i ⁴⁵,ʈʂʰ u/w ei ²⁴,ʈʂʰ a ⁴⁴ + ʝ i/j ɛ ³³,k a ³³ + l a ²¹,tsʰ ai ²⁴
1075_583_rest,ɕ a ⁵⁵,n o ²¹,n a ²,n a̤ ²¹,n a ²¹,n o ²¹,ɕ a ⁵⁵ + l a ²¹,n o ²¹ + g o ³³
1076_588_dowork,m ɤ̪/ɤ ⁵⁵,m u ⁵⁵,p e ¹,p i ⁵⁵,p ɛ ²⁴,m ɤ̪/ɤ ⁴⁵³,p ai ³³,m ɨ ³³ + dʑ ɛ ²¹
1077_793_drillahole,tʰ ɤ̪/ɤ ⁵⁵,tʰ u ⁵⁵,tʰ u ¹,tʰ ə ⁵⁵,ʈʂ u ²⁴,tʰ ɤ̪/ɤ ⁴⁵³,tɕ y ³³,tʰ v̩ ²⁴
1078_593_plantgrow,,kʰ o ³³,kʰ a ³,kʰ a ³³,kʰ a ³³,,kʰ a ³³,
1079_602_pulluppullout,ts ɿ ³³,tɕ i̠ ⁵⁵,tʃ i̠ H/¹,ʈʂ ʐ̩ ³³,ʈʂ ʅ ⁴⁴,ʈʂ ʅ ³³,,
107_127_insect,b ə ²¹,,b o ²,,,,,
1080_602_pulluppullout,,,p ɨ̠ H/¹,,,,p u ⁵³,p ɨ ³³
1081_605_leadalong,ɕ i ³³,tɕ i ³³ + x ɛ ³³,s i ³,s ɿ ³³,s ɿ ³³,s ɿ ³³,g u ³³,x i̠ ʔ ³³
1082_846_bad,,,d u ¹,,,,d u ³³,
1083_610_teachtrain,m ɔ ²¹,,ts a ŋ ³,,ts u ³³,,ɣ ɨ ⁵⁵ + t u ⁵³,
1084_885_intelligentclever,l i ⁵⁵,l a ⁵⁵ + m ɨ ⁵⁵,ˀl u ¹,ŋ̩ ²¹ + ŋ ə̠ ²¹ + ˀl ə̠ ³³,l v̩ ²⁴,k a ²¹ + ʂ ʅ ²¹,m i/j ao ⁵³,n a ²¹ + s ɿ ³³
1085_629_takeoff,l i ⁴²,l ɨ ²¹,ˀl i̠ ᶫ/³,ˀʐ ʐ̩ ²¹,l i ⁵³,l a ³³,l i ⁵³,l ɨ̠ ʔ ²¹
1086_633_dye,z ei ³³,x u ³³,,ʐ a ŋ ²¹,s ɛ ²¹,tɕ i/j a ŋ ³³,z ei ³³,f v̩ ³³
1087_635_mendpatch,n ɛ ⁴²,n a̠ ²¹,ˀn ɛ̠ ᶫ/³,ˀn a̠ ²¹,n ɛ ʔ ⁵³,n ɛ˞/ɛ ³³,n ɛ˞/ɛ ⁵³,n a̠ ʔ ²¹
1088_637_plaitbraid,pʰ ei ²¹,,pʰ e ²,pʰ i̥ ²¹,pʰ ɛ ²¹,pʰ ɛi ²¹,pʰ ai ²¹,
1089_638_makethebed,kʰ a ²¹,kʰ ɑ ²¹,kʰ a ŋ ²,kʰ o ²¹,kʰ o ²¹,kʰ a ²¹,t ou ²¹,kʰ a̠ ʔ ²¹
108_127_insect,,b i ²¹ + d i ⁵⁵,b i ² + d i ¹,b ʉ̤ ²¹ + d i ⁵⁵,dz ɿ ²¹ + d i ²⁴,dz ɿ ²¹ + d y ²⁴,b i ²¹ + b i ³³,p ɨ ³³ + tɕ ɛ ³³ + l ɛ ³³
1090_642_shut,,,tsʰ ɨ̠ H/¹,tsʰ ʐ̩ ³³,tsʰ ɿ ⁴⁴,,,
1091_642_shut,m i ³³,m i̠ ³³,m i̠ H/¹,,tsʰ ɿ ⁴⁴,m i̠ ³⁴,m i ⁵³,m i̠ ʔ ³³
1092_646_tieintoabundle,t i ³³,pʰ ɛ ³³,pʰ ɛ ³,z o ²¹,p a ²¹,pʰ ɛ˞/ɛ ŋ ³⁴,pʰ ɛ˞/ɛ ³³,pʰ ɛ ³³
1093_739_explode,ts a ²¹ + t ɤ̪/ɤ ⁵⁵,b ɛ̠ ²¹,b u̠ H/¹,p ʉ ³³ + kʰ ai ⁵⁵,ts ɛ̃ ³³ + b e ⁵³,b u ³³,p ə n ³³ + t e ³³ + l e ³³,p v̩ ³³ + t u ²⁴ + a ⁵⁵
1094_656_choose,tʰ i/j ao ²¹ + tʰ i/j a ³³,ɕ ɛ ⁵⁵,s e ¹,s i ⁵⁵,s e ²⁴,s i ⁴⁵³,s ei ³³,ɕ i ²⁴
1095_16_dew,ts ə ²¹ + j i ²⁴,ts ɿ ²¹ + ɣ ɨ ⁵⁵,k j y ²,k y̤ ²¹,tɕ y ²¹,tɕ y ²¹ + ɣ ɨ ²⁴,l u ³³ + s u/w ei ²¹,ts ɿ ²¹ + ɣ ɨ ²⁴
1096_658_nail,tɕ ɛ ⁴²,tʰ ɛ ²¹,,tʰ i/j ɛ̠ ²¹,d ɛ ²¹,t ĩ ⁴⁵³,t ĩ ³³,t i ŋ ²⁴
1097_659_want,n i ²⁴,n ɨ ⁵⁵,l i ¹,ʐ ʅ ⁵⁵,ʝ i ²⁴,l i ²⁴,ʝ i ³³,v v̩ ²⁴
1098_23_pond,j i ²⁴ + b ə ³³,ɣ ɨ ⁵⁵ + d ə ŋ ³³,ɣ i ¹ + b y ³,ɣ ɨ ⁵⁵ + b y ³³,ɣ ɨ ²⁴ + b y ³³,ɣ ɨ ³⁵ + d v̩˞/v̩ ²¹,a ²¹ + b ə ³³,ɣ ɨ ²⁴ + l a ²¹ + b o ³³
1099_662_lose,pʰ i ⁴² + x ɔ ³³,pʰ i ²¹,pʰ i̠ ᶫ/³,f ɛ̠ ²¹,pʰ i ʔ ⁵³,tsʰ ʐ̩ ³³ + x o ⁴⁵³,pʰ i/j ɛ ⁵³,tɕʰ ɛ ³³ + pʰ i ²¹
10_236_lips,m ə ³³ + dz ɿ ³³ + k ə ²¹,,m ɨ ² + b e ³ + dz i ³,m ʉ ³³ + dz ɿ ³³,m̩ ²¹ + b ei ⁴⁴ + dz ɿ ³³,,m a ²¹ + n ɛ˞/ɛ ⁴⁵ + b ɛ˞/ɛ ⁵³,
1100_666_win,,,ɣ a̠ ᶫ/³,,,,,v o ²¹
1101_666_win,ʝ i ²¹ + ə ³³,x ɑ̠ ³³,h a̠ ᶫ/³,h a̠ ²¹,h ã ⁵³,ʝ ĩ ²¹,,
1102_673_compensateforreimburse,d ei ³⁵ + ɣ ə ²¹,s a ⁵⁵ + m ə ⁵⁵ + ɣ ɨ ²¹,d e ¹,d i ⁵⁵,d e ²⁴,d i ²⁴,d i ³³,pʰ u/w i ²⁴
1103_677_marryahusband,g ə ²¹,w u ⁵⁵ + k ɛ ³³,,g u ²¹,pʰ ɨ ⁵³,f ɤ̪˞/ɤ ⁴⁵³,f v̩ ³³ + dz a ²¹,v v̩ ²⁴ + d u/w ɛ ²⁴
1104_678_marryawife,ts ɿ ⁵⁵,w u ⁵⁵ + k o ²¹ + l o ⁵⁵,ts i ¹,ts ɿ ⁵⁵,ts ɿ ²⁴,ts ɿ ⁴⁵³,m ai ⁵⁵ + t ə ³³ + l a ³³,v v̩ ²⁴ + d ə ²⁴
1105_679_scoldcurse,x ɛ ⁵⁵,x ɛ ³³,kʰ a ²,w a̠ ²¹,kʰ a ²¹,h ɛ̃˞ ⁴⁵³,tsʰ ao ³³,x i/j ɛ ²⁴
1106_680_fight,d ɛ ²¹ + x ei ³³,d ɛ ²¹ + l ɛ ³³,d ɛ ² + n ² + d e̠ ᶫ/³,d ɛ̤ ²¹ + l ɛ̤ ²¹ + h i ³³,d ɛ ²¹ + n̩ ²¹ + d ɛ ⁵³,d ɛ˞/ɛ ²¹ + h ĩ ³³,d ai ²¹ + t ei ³³ + l ei ³³,d ɛ ²¹ + x e ³³
1107_72_thismorning,i ²¹ + s ə ⁵⁵ + n ə ⁵⁵,e ²¹ + n ə ⁵⁵,i ² + s y ¹ + n y ¹,i ²¹ + s y ⁵⁵ + n y ⁵⁵,y ²¹ + ɕ y ⁴⁴ + n y ⁴⁴,y ²¹ + s y ⁴⁴ + n y ⁴⁴,i ²¹ + s ə ³³ + n ə ³³,i ²¹ + ɕ i ²² + n i ²⁴
1108_72_thismorning,i ²¹ + s ə ⁵⁵ + n ə ⁵⁵,,i ² + s y ¹ + n y ¹,i ²¹ + s y ⁵⁵ + n y ⁵⁵,y ²¹ + ɕ y ⁴⁴ + n y ⁴⁴,y ²¹ + s y ⁴⁴ + n y ⁴⁴,i ²¹ + s ə ³³ + n ə ³³,i ²¹ + ɕ i ²² + n i ²⁴
1109_684_cheat,k ei ⁴²,f u ²¹ + p a ²¹,k e̠ ᶫ/³,k ai̠/a̠i ²¹,k ai ⁵³,k ai ³³,l ai ⁵³,f v̩ ²¹
110_939_four,l i ³³,l ɨ ³³,ˀl i ³,ˀʐ ʅ ³³,ʐ ʅ ³³,ʐ ʅ ³³,j i ³³,l i ³³
1110_691_likeenjoy,pʰ ə ²¹ + n i ²⁴,i ⁵⁵ + d i ²¹,,s ə ²¹,ʈʂ ʅ ³³ + t e ⁵³,g ɤ̪˞/ɤ ²⁴,k ai ³³,dʑ i ³³ + ɕ ɛ ²¹
1111_693_remember,x u ⁴² + dz ɛ ²¹,,x a̠ ᶫ/³,x a̠ ²¹ + k a ³³,h ã ⁵³,x o ³³ + k o ³³,ts ə ŋ ⁴⁴ + ŋ a ³³,d ɨ ²¹ + m ɛo ³³
1112_697_hate,x ə ³³,,tsʰ i ²,h ə ŋ ³³,tsʰ ɿ ²¹,h ə̃ ³³,,n i̠ ³³ + m o ³³ + n o ²⁴
1113_118_owl,ə ³³ + l ə ²¹,a ³³ + ŋ a ³³ + l o ²¹ + p ɑ̠ ²¹,g y ³ + l y ²,w u ³³ + l y ²¹,l v̩ ²¹ + ʝ i ⁴⁴,ø ³³ + m ɤ̪˞/ɤ ²¹,,g ao ²¹
1114_699_havecourage,p ə ²¹,p ɨ ²¹,p ɨ ²,p ʉ ²¹,p ɨ ²¹,p ɨ ²¹,p u ²¹,n i̠ ³³ + m o ³³ + j ɛ ²¹
1115_702_isnot,m a ²¹ + ŋ a ²⁴,m a ²¹ + ŋ o ⁵⁵,m a ² + ŋ a ¹,m a ²¹ + ŋ a ⁵⁵,m a ²¹ + ŋ a ²⁴,a ²¹ + ŋ o ²⁴,m̩ ²¹ + ŋ a ³³,m a ²¹ + ŋ a ²⁴
1116_704_nothavelackwithout,m a ²¹ + dz a ²⁴,m a ²¹ + dʒ a ⁵⁵,m a ² + dʒ a ŋ ¹,m a ²¹ + ɖʐ u ⁵⁵,m a ²¹ + ɖʐ u ²⁴,a ²¹ + ɖʐ a ²⁴,m̩ ²¹ + dz u ³³,m a ²¹ + dz a ³⁵³
1117_118_owl,ə ³³ + l ə ²¹,,g y ³ + l y ²,w u ³³ + l y ²¹,l v̩ ²¹ + ʝ i ⁴⁴,ø ³³ + m ɤ̪˞/ɤ ²¹,,g ao ²¹
1118_715_climb,m ɛ ³³,tʃʰ a ²¹,ˀm ɛ̠ H/¹,ˀm a ³³,m ɛ˞/ɛ ⁴⁴,m ɛ˞/ɛ ³³,m ɛ˞/ɛ ⁵³,d i ³³ + l ɛ ³³
1119_147_nest,,,t y ¹,,kʰ ɨ ²⁴,b y ²⁴,t ə ³³ + t ə ³³,kʰ i ²⁴
111_9_lightning,a ⁵⁵ + m ə ²¹ + b i/j ɛ ⁴²,a ⁵⁵ + m̩ ²¹ + b æ ²¹,a ¹ + m o ² + b j a̠ ᶫ/³,a ⁵⁵ + m̩ ²¹ + b a̠ ²¹,m̩ ²¹ + p ɛ ʔ ⁵³,a ³⁵ + m v̩ ⁴¹ + b i/j ɛ˞/ɛ ³³,a ⁵⁵ + m̩ ²¹ + b ɛ˞/ɛ ⁴²,a ³⁵ + b a̠ ²¹
1120_158_firtree,ŋ ɯ ⁵⁵ + dz ei ²⁴,,ˀŋ y ¹ + dz e ¹,n ə ⁵⁵ + dz ɿ ⁵⁵,ŋ o ²⁴ + dz ɿ ²⁴,tʰ a ŋ ²¹ + dz ɿ ²⁴,a ⁵⁵ + j i ⁵⁵ + s a n ³³ + s ɿ ⁵³,m a ²¹ + p ɛ ²¹ + v a ŋ ⁵³
1121_169_earofgrain,j a ³³ + l ə ⁵⁵ + z a ²¹,j ɛ ²¹ + v ɛ̠ ³³,ˀn y ¹,ˀn y ⁵⁵,n y ⁴⁴,n y ⁴⁵³,,ɛ ²¹ + v i ʔ ³³
1122_722_moveback,l ɔ ²¹,s u ³³ + m ɨ ⁵⁵,,d i ³³,ɛ̃ ²¹,d i ²⁴,t ə ³³,tʰ o ŋ ²⁴ + k u/w a ²⁴
1123_725_stepon,k ə ⁵⁵,k o ³³,kʰ ɨ ³,kʰ ɨ ³³,kʰ ɨ ³³,kʰ ɨ ³³,t ɛ˞/ɛ ³³,g ɨ ³³
1124_727_stride,l a ⁵⁵,g ɨ ³³,,p a̠ ³³,p ɛ ⁴⁴,tɕʰ a ⁴⁵,tɕʰ a ³³,kʰ a ŋ ²⁴
1125_730_dryinthesun,l ə ⁴²,l ɑ̠ ²¹,ˀl y̠ ᶫ/³,l ø̠ ²¹,l ø ʔ ⁵³,l ø̠ ³³,l ə ⁵⁵,l ə ²¹
1126_731_rainv,a ⁵⁵ + m ə ²¹ + x ɔ ⁵⁵,a ⁵⁵ + m i ²¹ + x o ⁵⁵,h a ¹,a ⁵⁵ + ŋ̩ ²¹ + h a ⁵⁵ + h a ⁵⁵,a ⁵⁵ + m u ²¹ + h ã ³³,h õ ⁴⁵³,a ⁵⁵ + m u ²¹ + h a ³³ + h a ³³,a ²⁴ + x o ²⁴ + l o ³³
1127_187_peach,s a ²¹ + ɣ ə ²¹,tsʰ a ²¹ + ɣ ɨ ²¹,s a ² + v y ²,s ø̤ ²¹ + ʔ ø̤ ²¹,s a ²¹ + v e ²¹,s a ²¹ + w u ²¹ + ʔ ø ³³,,s a ³³ + pʰ ɛ ²¹
1128_187_peach,,,s a ² + ˀl y ²,,,,,s a ³³ + pʰ ɛ ²¹
1129_740_flow,v ɛ ⁴²,x ɛ ³³ + k æ ⁵⁵,ʃ i ³,j i ³³,ʝ i ³³,ʂ ʅ ³³,s ɿ ³³,j i̠ ²¹
112_910_near,n ɛ ²¹,n æ ²¹,n ɛ ²,n ɛ̤ ²¹,n ɛ ²¹,ɛi ³³,ai ³³,a ³³ + n a ŋ ²¹
1130_742_float,g ɤ̪/ɤ ⁵⁵,l a ²¹ + l o ³³,,pʰ i/j au ³³,pʰ i/j au ³³,pʰ i/j au ³³,pʰ i/j au ³³,ɣ ɨ ²¹ + b o ²⁴
1131_743_crackopensplitopen,b ei ⁴² + kʰ e ⁵⁵,b ɛ̠ ²¹ + k æ ⁵⁵,b e̠ ᶫ/³,b ɛ̠ ²¹,b ɛ ⁵³,b ɛi ³³,b ai ⁵⁵,b i ²¹ + t uʲ/ui ²⁴ + j o ⁵⁵
1132_745_beshortoflack,kʰ ɛ ⁴²,kʰ a̠ ²¹,kʰ ɛ̠ ᶫ/³,tɕʰ a ³³,kʰ ɛ ⁵³,kʰ ɛ˞/ɛ ³³,tʰ ɛ˞/ɛ ⁵³,p i ²² + kʰ a̠ ²¹ + m o ³³
1133_749_snapintworopestring,tsʰ ei ³³,tɕʰ ɛ ³³ + a ²¹,tsʰ e̠ H/¹,tsʰ ɛ̠ ³³,tsʰ ɛ ⁴⁴,tsʰ ai ³³,tsʰ ei ⁵³,tɕʰ i ³³ + t uʲ/ui ²⁴ + j o ⁵⁵
1134_751_leak,s ɿ ³³,ts ɿ ³³ + m ə ³³,,ʂ ʅ ³³,d u ⁴⁴,d ɤ̪˞/ɤ ²⁴,d ɤ̪/ɤ ³³,ɣ ɨ ²⁴ + z ə ²⁴
1135_753_change,p i ⁵⁵,,,p i ŋ ⁵⁵,,pʰ i/j ɛ˞/ɛ ³³,p ĩ ⁵³,l o ŋ ²⁴
1136_278_rib,n ə ⁵⁵ + g ə ²¹,n ɛ ⁵⁵ + kʰ ɛ ⁵⁵,ˀn y ¹,ˀl y ⁵⁵,,l ə ²⁴ + p a ³³,n ə ŋ ⁴⁴ + k ɨ ⁵⁵ + p a ⁴¹,n i ²⁴ + g ɨʲ/ɨi ³³ + j o ³¹
1137_755_grow,ɣ ɛ ²¹,ʝ ɛ ²¹,ɣ ɛ ²,v ɛ̤ ²¹,ɣ ɛ˞/ɛ ²¹,ɣ ɛ˞/ɛ ²¹,ɣ ɛ˞/ɛ ²¹ + l ĩ ³³,j ɛ ²¹
1138_756_trembleshiver,l i ³³,ɲ ɛ ³³,tʃʰ e ²,tɕʰ i̤ ²¹,tɕʰ i ²¹,ɲ o ³³,t ou ²¹,tɕʰ ɛ ²¹
1139_398_garden,j a ²¹ + kʰ ə ⁵⁵ + m i ³³,ɣ a ²¹ + m i ⁵⁵,ɣ a ŋ ² + m i ¹,w u ²¹ + m i ⁴⁵,w v̩ ²¹ + m ɛ ²⁴,ɣ a ²¹ + tɕ i ³³ + m v̩˞/v̩ ⁴⁵³,kʰ ei ³³ + k a ³³,tɕʰ i ²¹ + dz u ²⁴ + m i ³³
113_119_bat,p ə ⁵⁵ + p ə ³³,a ⁵⁵ + p ɑ̠ ³³,a ¹ + p y̠ H/¹ + m a ³,m ai ³³ + m a ²¹ + h a ³³,a ⁴⁴ + p y ⁴⁴,k o ⁵⁵ + p ø̠ ³³,j i/j ɛ ³³ + tʰ i/j ɛ˞/ɛ ³³,a ³³ + pʷ ɨʲ/ɨi ⁵⁵ + j o ³¹
1140_399_penfold,b ə ²⁴ + x ei ⁵⁵,b ɨ ⁵⁵,b y ¹,b y ⁵⁵,b y ²⁴,b y ²⁴,b ə ³³,kʰ o ³³
1141_764_budontrees,dz ɛ ²⁴ + b ə ³³,b ɨ̠ ⁴⁴,b ɨ̠ H/¹,b ʉ̠ ³³,b ɨ ⁴⁴,,d u ⁵⁵,ɛ ²¹ + tɕ ɛ ²¹ + tɕ ɛ ³³
1142_764_budontrees,,,ts ɛ̠ ᶫ/³,ts a̠ ²¹,ts ɛ̃ ⁵³,ɖʐ ɛ˞/ɛ ³³,f ɛ˞/ɛ ⁵³,
1143_765_bloomblossom,v i ³³,b ɛ̠ ⁴⁴,ˀv e̠ H/¹,ˀv ɛ̠ ³³,v ɛ ⁴⁴,v ɛi ³³,v ei ⁵³,b ə ³³
1144_766_bearfruit,dz ɛ ²¹,ɲ ɛ ²¹,dʒ ɛ ²,dʑ ɛ̤ ²¹,ɖʐ ʅ,ɖʐ ɛ˞/ɛ ²¹,dz ɛ˞/ɛ ²¹,n ɛ̠ ʔ ²¹
1145_768_rotmeat,tsʰ ɿ ²¹ + x a ²¹,,h a ŋ ²,h ə ⁵⁵,h õ ²¹,h a ŋ ²¹,,
1146_403_graveyard,m u ⁴² + b ɛ ²⁴ + kʰ ə ⁵⁵,,m o̠ H/¹,m o̠ ²¹ + b ɛ ⁵⁵ + kʰ y ⁵⁵,,,,
1147_414_palmbarkraincape,,,g a ¹ + b y ¹,g ɨ ⁵⁵ + b y ⁵⁵,ɣ a ²⁴ + b y ²⁴,g o ²¹ + b y ²⁴,g a ³³ + b ɨ ³³,ts u ²¹ + kʰ u/w ɛʲ/ɛi ²⁴
1148_776_sink,l ɔ ²⁴,tɕ ɛ ³³ + k a ³³,,l o ¹³,tsʰ e ²⁴,h õ ŋ ³³,l o ³³,d ɨ ²¹ + tɕ i/j o ⁵³
1149_460_ricehuller,f ɛ ²¹ + tsʰ ə ⁵⁵,kʰ o ²¹ + n a ŋ ²¹,tsʰ y ¹,tsʰ i ⁵⁵ + l ə ²¹,kʰ ɨ ⁴⁴ + t ɛ ²¹,tɕʰ i ³⁵ + kʰ ɨ ⁵⁵ + m ɛi ³³,tsʰ ə ³³,kʰ u ³³ + n a ŋ ²¹
114_119_bat,p ə ⁵⁵ + p ə ³³,,a ¹ + p y̠ H/¹ + m a ³,m ai ³³ + m a ²¹ + h a ³³,a ⁴⁴ + p y ⁴⁴,k o ⁵⁵ + p ø̠ ³³,j i/j ɛ ³³ + tʰ i/j ɛ˞/ɛ ³³,a ³³ + pʷ ɨʲ/ɨi ⁵⁵ + j o ³¹
1150_780_drawwaterwell,t i/j o ³³,kʰ u ²¹,,tʰ i ²¹,ʈʂʰ ɛ ²¹,ʈʂʰ ɛ˞/ɛ ²¹,k ɛ˞/ɛ ³³,kʰ u ²¹
1151_781_drain,pʰ ei ²¹,l i ⁵⁵,pʰ e ²,pʰ ʉ̤ ²¹,,k a ³³ + t i ³³,l o ²¹,k ə ŋ ²⁴ + pʰ i ²⁴
1152_783_skinanimalto,dʑ i ²⁴ + tɕʰ i ²¹,g i ⁵⁵ + kʰ ɨ ²¹,tsʰ i̠ ᶫ/³,tsʰ ʐ̩ ²¹,g ɨ ²⁴ + tsʰ ɿ ⁵³,g ɨ ²⁴ + tʰ i̠ ³³,g ɨ ³³ + tsʰ ɿ ⁵³,pʰ a ²¹
1153_784_peeleggsfruit,ɕ i/j u ³³,b ɛ̠ ²¹,,ʈʂʰ o̠ ³³,g ɨ ²⁴ + tʰ i ⁵³,tʰ i̠ ³³,tsʰ ɿ ⁵³,pʰ a ²¹
1154_478_bed,pʰ u ⁵⁵,g o ²¹ + ts a ³³,g y ²,g y n ²¹,g u ²¹ + dz u ³³,g v̩˞/v̩ ²¹ + l v̩˞/v̩ ²⁴ + kʰ ɨ ⁵³,g ɨ ²¹,t a̠ ʔ ²¹ + kʰ i ²⁴
1155_789_soakpickle,t i ³³,t ɨ̠ ⁵⁵,t i̠ H/¹,t i/j ɛ̠ ³³,t y ⁴⁴,t i ³³,tsʰ o ŋ ⁵³,t i ³³
1156_790_drown,ɤ̪/ɤ ²¹ + s ei ²¹,p o ³³ + x ɨ ⁵⁵,,tsʰ i/j a ŋ ⁵⁵ + s ɛ̠ ²¹,t i ⁴⁴ + x ɨ ³³,tɕʰ i ŋ ⁴⁵³ + s ɛi ³³,tɕʰ i ŋ ⁵⁵ + s ai ⁵³,tɕ ɛ ŋ ²⁴ + x ə ²⁴
1157_794_insert,tsʰ ə ³³,tsʰ ɑ ³³,tsʰ y̠ H/¹,tɕʰ a ³³,,,tsʰ a ⁵³,tsʰ ə ³³
1158_795_driveout,g a ⁴²,tʃ u ²¹,g a̠ ᶫ/³,ɦ a̠ ²¹,ɣ ɛ ʔ ⁵³,g a ³³,g a ⁵³,ts u ²¹
1159_534_savor,p ɔ ⁵⁵,m ə ⁵⁵,m y ¹,m y ⁵⁵,m y ²⁴,m y ²⁴,m ə ³³,m ə ²⁴
115_576_carryonback,b ə ²¹,b i ²¹,b o ²,v i̤ ²¹,dz ɿ ²¹,dz ɿ ²¹,b i ²¹,b ɨ ²¹
1160_547_smell,n ə ²¹,n ə ⁵⁵,n y ²,n y̤ ²¹,n y ²¹,n y ²¹,n ə ŋ ²¹,n ə ²¹
1161_572_push,ɕ ɔ ²⁴,d ə ²¹,d y ²,ʈʂ ə̠ ³³,d y ²¹,p a ³³,,d ə ²¹
1162_579_carrymidpole,p i ²¹,p ə ²¹,p y ²,p y ²¹,t a ⁵³,p y ²¹,p ɨ ²¹,v a ³⁵ + p ə ²¹
1163_580_fall,d a ²¹,b ɛ ³³,ˀl y ²,ˀl y ³³,l y ²¹,l y ²¹,,p ə ³³
1164_821_steep,t ə ³³,t æ ³³,,t eo ²¹,d i ²¹,k u̠ ³³,t ə ⁵³,s o̠ ²¹
1165_822_situatedstraight,x a ⁵⁵ + ts ɔ ²¹,dʒ a ²¹,,ʈʂ ʅ ⁵⁵,t y ⁴⁴,ʈʂ ə̃ ⁴⁵³,b ɛ˞/ɛ ³³,dz a ²¹
1166_823_situatedcrooked,w ɛ ²⁴,dʑ ɛ ⁵⁵,,ʂ ʅ ²¹,ʈʂ ɛ ²⁴,b ɛ˞/ɛ ²¹,w ai ³³,ŋ̩ ³³ + s ɿ ²¹
1167_590_toplow,m i/j a ²¹,m o ²¹ + ɛ ³³,m j y ²,m i ²¹,m a ²¹,m o ²¹,m a ²¹,m o ²¹
1168_826_thickdense,p e ⁵⁵,v æ ŋ ⁵⁵,tʰ a ŋ ²,kʰ a ³³,n u ⁵³,tʰ a ²¹,kʰ a ⁵³,tʰ a ²¹
1169_827_thinwaterysparse,j i ²⁴ + x u ³³,n a ³³,,n ə̠ ²¹,g ɨ ²⁴,h a ŋ ²¹,l a ⁵³,n a ⁵⁵
116_813_blue,tɕʰ ɛ ⁵⁵,kʰ i/j u ⁵⁵,ˀn i ¹,ˀɲ i ⁵⁵ + ʈʂ ʅ ³³,,l ɤ̪˞/ɤ ³³,ʈʂʰ ɛ˞/ɛ ³³,n ɨ ²⁴
1170_594_water,,x ø ²¹,x y ²,ɕ y̤ ²¹,ɸ u ²¹,x u ²¹,,x ə ²¹
1171_831_dimdark,ɣ ə ²⁴,w o ⁵⁵ + v ɛ ⁵⁵,ɣ ɨ ¹,ɣ ɨ ⁵⁵,ɣ ɨ ²⁴,,m i/j ɛ˞/ɛ ⁵³,v ɨ ²⁴
1172_832_clearsky,a ⁵⁵ + m ə ²¹ + ts ɔ ³³,tʃ ɿ ⁵⁵ + m ɨ ⁵⁵,t e̠ ᶫ/³,a ⁵⁵ + m̩ ²¹ + p ɛ ⁵⁵,t ɛ ⁵³,n u ⁴⁵³,n a ³³ + l i ³³,tsʰ o ²⁴
1173_833_overcast,a ⁵⁵ + m ə ²¹ + t i ⁵⁵,m ɨ ⁵⁵,t i ¹,a ⁵⁵ + n̩ ²¹ + t i ⁵⁵,t i ²⁴,t i ⁴⁵³,m i/j ɛ˞/ɛ ⁵³,a ²⁴ + ŋ̩ ²¹ + t ɨ ²⁴
1174_835_beautiful,i ⁵⁵ + d i ²¹ + ɕ i/j u ³³,tɕ i ²¹,m ɛ ²,m ɛ̤ ²¹,m ɛ˞/ɛ ⁴⁴,m ɛ˞/ɛ ²¹,i ⁵⁵ + g ɨ ³³,m ɛ ²¹ + kʰ ɛ ⁵⁵ + l a ²¹
1175_836_ugly,,m a ²¹ + tɕ i ²¹,h e ¹,h i ⁵⁵,h ẽ ²⁴,,i ⁵⁵ + ŋ̩ ²¹ + g ɨ ³³,
1176_836_ugly,i ⁵⁵ + s u ⁴²,,ˀn i ¹ + ʃ a̠ ᶫ/³,,,k a̠ ³³,,i ²⁴ + s o̠ ²¹
1177_630_rollup,l ə ³³,l ɨ ³³,ˀl y ³,ˀl y ³³,k o ²¹ + t o ³³,l y ³³,tɕ u/w ɛ˞/ɛ ²¹,l i ³³
1178_839_lean,x ɔ ²¹ + n ei ⁴²,x o ²¹ + n ɛ̠ ²¹,n e̠ ᶫ/³,x a̤ ²¹ + n ɛ̠ ²¹,n ɛ ⁵³,n ɛi̠/ɛ̠i ³³,n ai ⁵³,ɛ ³³ + n i ²¹
1179_840_skinnythin,x ei ³³,,x e̠ ᶫ/³,ɦ ø̠ ²¹,w e ʔ ⁵³,tsʰ a ⁴⁴ + x ai ⁵⁵,x ai ⁵³,
117_777_finish,g ə ²⁴ + j a ³³,g a ³³,,d o̠ ³³,m u ⁴⁴ + w e ³³,,p ai ³³ + t ɛ ³³ + l ɛ ³³,g a ⁵⁵ + ŋ o ³³
