Cognate_ID	Achagua	Awa	Baniva	Bara	Barasana	Bari	Bora	Cabiyari	Carapana	Carijona	Catio	Chapalaachi	Chimila	Cubeo	Cuiba	Curripaco	Desano	Dimina	EmberaChami	EmberaDarien	EmberaTado	EpenaBasurudo	EpenaSaija	Giacone	Guahibo	Guambiano	Guayabero	Ika	Inga	Jitnu	Jupda	Kakua	Kamsa	Kogui	Koreguaje	Macuna	Mirana	Muinane	Nukak	Ocaina	Orejon	Paez	Piapoco	Piratapuyo	Playero	Puinave	Resigaro	Saliba	Secoya	Siona	Siriano	Tanimuca	Tariano	Tatuyo	Totoro	TsafiquiPila	Tucano	TuneboCentral	Tuyuca	Waimaja	Wanano	Wayuu	WitotoMinica	WitotoMurui	WitotoNipode	Wounaan	Yucuna	Yukpa	Yuruti
72_eye	t u i	k a s u	tʰ i	k a p e a	k a h e a	oː ɾ ə	ʔ a tʃ ɯː	tʰ u	k aa p e a	i h a n a r i	d a b ɨ	k a p u k a	w aa k u a ʔ	j a k o r ɨ	p e i t a m a i k e i t o	n o t i	k u i r u	u m a	d a u	d a u	d a u	t a u	t a u	u a t i d a	p iː t a x u: t o	k a p	p e h + ʔ i t ɸ u t	u m ɨ	ɲ a w i	p i t p u t	k ə w ə g	k i b	b ɕ n ɨ b e	u b a	ɲ a kʰ o a	k a h e a	i a tʃ ɯː	aa dʒ ɨ ʔ ɨ	ʔ ɛ n a t	o h ɯː	j ã k o	j a ɸ	w a t u i	k a p e a	p i t a x u t o	b i k	i n̥ i u	p a x u	j ã kʷ a	j ã k o g a	k o j e r u	j ã k o a	p i β i m i n d a	k aa p e a	k a p t ɕ u l	k a k a	k a p e a	u b a	k a p e a	k a p e g a	k a p a r i a k a	w o ʔ u	u i h ɯ	u i θ ɯ	u i h ɯ	d a u	w e x l u + w a i x l u	a n u	k a p eː
73_ear	w i b a	k a i l		ã b õ p e r o	g ã b õ r õ	k o k tʃ i r ə	n ɯː m ɨ ʔ o	ʔ u i	ã b õõ r õ	eː n u r u	kʰ ɨ w ɨ ɾ u	p u ŋ g u i	k u sː a k a	k a b ũ k a	p e m u x u j o r o t o	n o e n i	g ã b ĩ r õ	k u k w a	kʰ ɨ ɾ ɨ	kʰ ɨ ɾ u	kʰ ɨ ɾ ɨ	kʰ ɨ ɾ ɨ	kʰ ɨː ɾ ɨ	u tʃ e n i	p e m u x u j o r o t o	k a l u	p e h	k u kː w ɨ	r i n r i	p e m k o r a t	b ɔ d ɔ k	b õ l i + tʃ o	m a ts k u a ɕ e	k u x a	k ã h o r o	g ã b õ r õ	i ɲ ɯː m ɨ ʔ o	n ɨ x ɨ m eː ʔ u	m ũ n ĩ + n ɨ̃ i	x o ɲ õõ	g ã h õ d o	tʰ ũ ʔ w e	w a u w i	k a ʔ b õ d õ	p e m u x u j o r o t o	b u t	h e n a k o	ã x o x o	k a h ã d o	g ã h õ d o	g ã ʔ b ĩ p ũ	ã ʔ b ũ ã	t a p i t i a l e	ã b õõ r õ	k a l o	p u n k i	õ ʔ b ẽ p e r o	k u k a ʃ a	k ã b õ p e r o	ã b õ p e r o	k a ʔ b õ d õ	w a tʃ e ʔ e	h e ɸ o	h e ɸ o	h e p o	kʰ a tʃ	w e ʔ e x w i	p a n a	k a b õ p eː r o
74_earornament		k a i l		ã b õ p e r o	g ã b õ		n ɯ x ɯ i ɯ		ã b õõ j o r i k e	h a n a t a k a n a	a ɾ i tʰ o	p u ŋ g u i ʔ	w a ŋ a ʔ	k a b ũ k a		r u e n t a d a	g ã b ĩ r i	a r e ʃ i	a r kʰ õ j a	tʃʰ i d i tʃʰ i d i	kʰ ɨ ɾ ɨ ɗ e b e m a	tʃ i tʃ i ɾ i	p a kʰ u ɾ u			k a n t u n k a	n e tʃ o ʔ				b ɔ d ɔ k + k a ʔ	b õ l i + j a j ʔ a t	w a m a ts a x o n j a n ɨ ʃ a		k ã h o	g ã b õ	n ɯ h ɯ i p a	n ɨ x ɨ g a k u	m u n i t aa m	x o ɲ õõ tʲ a β o k o		tʰ ũ ʔ w e	j uː w iː s a s i	k a ʔ b õ d õ	p e r u tʃ i w a	b u t + p i n	h e n a k o p a s i			g ã h õ	g ã ʔ b ĩ p ũ s i ʔ a r i	a ʔ b ũ b aa r ũ k i a		a b õõ j o r i k e			õ ʔ b ẽ p e r i	k u k a ʃ	k ã b õ p e r o	ã b õ p e r o	k a ʔ b õ d õ	tʃ e ʔ e s aa	h e ɸ o	h e ɸ o	k u m a ɗ ɯ k ɯ	pʰ ĩ i ɾ b ə			k a b ũ p e r o
75_anteater	s aa r u	p i l p i t a m		b ɨ k o	b ẽ k ã		tʰ o ʔ x ɨ		b ɨ k o	w a r i tʃ i	tʰ a b ɨ d a	u s u	ⁿd uː t i ʔ	b ĩ ẽ	ts o n	t a r o	b u g u	z e n z e	kʰ ĩ tʰ u r a b i	tʰ a p u d a	o s o	h o s i t o	g õ s o	s aa r u	ts o n ɨː		m e s a b e h e n	i s ɨ b i n		s o n u	b ɨ g	ʔ õ b		i s a l a b e	m i e	b ɨ k o	tʲʰ o ʔʰ ɨ	x eː x ɨ	p ẽ õ ʔ n i d e	h ĩ ãː k o	a i b ã d õ		s a l u	b ĩ ẽ	n e ts o n ɨ	j ã n	p iː g i	tʃ a u	m ĩ ẽ	m ĩ ẽ	b u g u	w ẽ ã k a		b ɨ k o		i p i l i	b ɨ k o	a ʃ a	b ɨ k o	b ɨ k o	b ĩ ẽ	w a l i ʔ i	e r e ɲ o	e r e ɲ o	e r e ɲ o	h o s	s aa r u	a r o k a ʃ e	b ɨ k o
76_hear	eː m i	m ɨ n a	h i m a k a	t ɨ o	a h i	ʔ a n a j ʃ u n ə	β ɨ aa β e		t ɨ g o	e t a e	ũ ɾ ĩ	m eː n u	n o k	h a p i a j ɨ	h u m e t a n e	p eː m i k a	p e	n ɨ kː w a	ũ ɾ ĩ	ũ ɾ ĩ	ũ ɾ ĩ	ũ ɾ ĩ	ũ ɾ ĩ		h u m e t a n e	m ɨ r ɨ p	h u m t e n	n o ʔ k w ə n	u j a j	n a k u e t	w ɨ ʔ ɨ j	h o j	x o w e n a n a	n u k ʃ ĩ	a s a	t ɨ o	tʃ eː p o	g uː b u ʔ i	h u i	x aa x a	a s a j i	w ẽ s e ʔʰ	w eː m i a k a	t ɨ ʔ o	h u m e t a n e	h u j	h e ʔ m u	ĩ ã ʔ s a h a ʔ a	a s a h ɨ̃ ʔ ɨ̃	a tʃ a h i	p e	ã ʔ b ĩ t i r i r i k a	u e h e m a n i p e	a p i	m ɨ r ɨ p	m e r a	t ɨ ʔ o	r a kʷ i n r o	t ɨ o	t ɨ o	t ɨ ʔ o	aa p a h aa	k a k a d e	k a k a d e	k a k a d e	ũ ɾ	h e m a ʔ a k a h e	e t a s e	t ɨ o
77_paca	t aa b a			h ẽ b ẽ	s ẽ b ẽ	k u w a ɾ ə	tʰ a x kʰ ɯ		h ẽ b ẽ	k u r i m a o	b ẽ ɾ õ g õ ɾ ã		ᵐb i j u ʔ e nː a k a	h e b ẽ b o	o ɸ a e b ɨ	d aa p a	s ẽ b ẽ	u s k i	b ẽ ɾ õ ɾ ã	p ẽ ɾ õ w ã ɾ ã	b ẽ ɾ õ ɾ ã	p ẽ ɾ õ ɾ ã	p ẽ ɾ õ ɾ ã		o ɸ a e b ɨ	m a ũ	ʔ a ɸ ɨ a	p a k a		o p e p	h ũ j ã w	k e b	m ɨ m a ɕ e	m i h a i	s e m e	s ẽ b ẽ	tʰ a h kʰ ɯ	t a k ɨ	k ɛː b m	a x aa ɲ o	s ẽ b ẽ	ɲ u ʔ p j	t a b a	s ẽ b ẽ	o ɸ e b ɨ		n aa p u	p u m e	s ẽ m ẽ	s ẽ m ẽ	s ẽ b ẽ	h ẽ b ẽ ã	d aa p a	h ẽ b ẽ	p i tʃ i o n ɨ	w a l e	s ẽ b ẽ	b a ʔ t a ɾ a	s ẽ b ẽ	h ẽ b ẽ	s ã b ã		ɯ m e	ɯ m e	ɯ m e	ẽ e u ɾ	k u w a h a ɾ i		s ẽː b ẽ
78_father	p aa p a	t a i tː a		k a k ɨ	k a k ɨ	t a j g d a n ə	tʃ i ʔ i j o		k aa k ɨ	h a h a	z e z e	j a ʔ	j aa w	p a k ɨ	a x a	n o n i r i	p a g ɨ	a d e	a kʰ õ i ɾ ẽ	d a d a	a kʰ õ ɾ ẽ i	ã kʰ õ i ɾ ẽ	a kʰ õ i ɾ ẽ	n i r i	aː p aː	m ɨ s k a ĩ	ʔ a x	n ə tʃ ei tʃ i	t a j t a	a t i	t i ʔ i p	p a ʔ	b e b t a	h a t e	h a ʔ kʰ ɨ	h a k ɨ	kʰ aa n i	g i ʔ i r u b i	iː p	m õõ h õ	h a k ɨ	n e j	n u a n i r i	p a k ɨ	a x a	m o + ʔ iː	aa ʔ p e	b a ʔ w a	h a ʔ k ɨ	h a ʔ k ɨ	p a g ɨ	a ʔ b i	p a i k a	p a k ɨ	t a t a b e	a p a	p a k ɨ	t e t a	p a k ɨ	p aa k ɨ	b ã ĩ i	w aa ʃ i	m oː	m oː	m oː	aa i	w a r a ʔ a p a	p a p a	p a k ɨ
79_swamp		m a n t a m		t a t a	j ã h ã r ĩ t a t a	b a d oː n ə	kʰ aa x a n e p a		t a t a b o a r o	k u r i k a t ɯ	e b a	h u a n d aa		d ɨ i b o	pʰ o t o	h o t o m i k a w u	t a r a	t i u w i	j o ɾ o	ẽ h ũ a	j o ɾ o	s u s u a	s u s u a	k a m u m uː a n i	ɸ e r a b o	tʃ i lʲ i k	s a s a ʔ k	t i kː ə n	a w a tʃ i n t u	a s b o p	b ə k	j ɨ̃ ʔ	x a t ɨ ʃ a ɲ e	t i u w i x ə l d ə	r a dʒ a β ɨ	a b u		k aa m e	k u a ʔ	b o ʔ i ʔ i ʔ tʲ o n o		tʲ i tʲ		s a ʔ b a r o	i r a h o n o	a j l ə	g a k aa m i	ɸ ã h ã ʔ a	d a i j a w ɨ		t a r a	t ã t a		t a t a	tʃ i lː i k	m u d u	s a ʔ b a r o		o p a s a b a r o	t a t a	s a ʔ b a		k ɯ n e b ɯ	k ɯ n e r e	k ɯ n e r e	d ʊ pʰ i pʰ i e d ʊ g	p a tʃ a ʔ a x l u		b o a r e k o
7_cotton	d u m a ʃ i	p i m p u h		b u h a	j ɨ t a	k a ɾ a n ə	a ʔ t i		j i t a	m au r u	m a h a	k u h u a	j oː r o ŋ g ɾ a	j ɨ i b ẽ	p a p o u t o	t a β a l i	j u r a	b u r u n a	m o h a u		m o h o	m o h a o			p a p a ɨ p u t a t o		p a p u d	u n k ɨ		m o l p u t a t	j u d	p a b	t o n g e n ts e ʃ e	m u l a	dʒ ɨ i	j ɨ t a	a ʔ t i ʔ e	x a ʔ a d i	p aa b m	ɸ ĩ ãː	j ɨ i	w a w a	s aa w a l i	j u t a	p e p u t o t o	s a w a n	tsʰ o m aa tsʰ i	p õ h ã ʔ n o	o j a j u i	j ɨ i	j u r a d a	j ũ ʔ t a k a		j i t a	i s i k p u l	k u w a	b u ʔ s a	k a r o s a	j u t a	b u h a	j u t a	m aa w ɨ i	h a i k ɯ e	h a i k ɯ e	h a i k ɯ n a	p o t a p	a m a n i j u		j u t a
80_guan	m a ʒ a i			k a t a	k a t a	tʃ i k b ə d i r ə	pʰ ɨː kʰ a x ɨ		k aa t a	m a r a tː i	tʰ u s i	p a n ʔ e l e		ɨ̃ r ẽ b ɨ̃ õ k o	k u j u w i	m a r e	k a r a b ã h ɨ̃	u r a m i	pʰ i pʰ i s a	tʰ u s i	tʰ u s i	tʰ u s i	tʰ u s i		k u j u w i		k o tʃ o	u n t u r e		m a l ɨ r		w ɨ b ɨ ʔ	k u k u a n a	u l d i	tʰ ã ʔ o m u	k a t a	kʰ ɯ kʷ a ʔ o	ɸ eː k a x e			u h e	ɸ i ʒ	m a l a i	k a t a	p a v o		ʃ o h o	ĩ x u s e	t ã ʔ m õ	u h e	k a r a b ɨ̃	k u j u w i k a		k a t a		e l e	k a t a k a s õ ʔ r õ	j a ʔ n kʷ a	k a t a s õ r õ	k a t a	k a t a		m u i d o	m u i d o k a ɯ	m u i d o	b a m s ɯ	m a ʔ a r e		k a t a
81_curassow	p iː ʃ i k u	k w i n k w a		w ã d õ p ĩ	r õ h ĩ	tʃ i k b ə d i ɾ ə			w ã d õ p ĩ		ã s a s a		t aa ɾ u ʔ	b ɨ̃ õ k o	ɨ tʰ ɨ b ɨ r ɨ	p i r o	d ũ p ĩ	u r a m i	d o tʰ ẽ n e		ɗ o tʰ ẽ n e	a s p i d a	d o tʰ ẽ d e		ɨ tʰ ɨ b ɨ r ɨ		k u i s	p i k u	tʃ u m b u	p a b o	j e j	b ɨ̃ h	tʃ u m b o	p i s k u	s u i	r ũ h ĩ	pʰ ɨː kʰ a h ɨ	k ɨ g a ʔ o	dʒ u w e	x oː d z o h o	ɨ̃ h ẽ b ɨ			w a ʔ d õ p ĩ	ɨ t ɨ b ɨ r ɨ	h o m p i	ʃ o h o		u h e	s u i	d ũ p ĩ	w ẽ j ĩ r i k a		w ã d õ p ĩ		k o l i n p a k o	w ã ʔ r õ pʰ ĩ	u ʔ n a k a r a	w ã d õ p ĩ	w ã d õ p ĩ	w a ʔ d õ p ĩ		dʒ oː d a	m u i d o k a ɯ	dʒ oː d a	d ʊ tʰ e g m i e	p iː r u	k a r u k a	w ã d õ p ĩ
82_parakeet		tʃ i t i tː u		k e k e r o	k u j a r i		pʰ i ʔ tʲʰ o i		k e k e r o	k ɯ j e k ɯ j e	m e tʃ i t a		ⁿd eː m b ɾ i ʔ	k ɨ j ɨ r ɨ	ts e r e	k e r i k e r i	g ã ĩ	d u i n u	m i s t ɾ a	kʰ e kʰ e r e	m i s i d a	m i s t a	m i s t a	k e r e k e r e	k i n i k i n i t o		l i k l i k		u r i t u	k i k i r		j e d e ʔ		n ə ŋ g e w a	kʰ ɨ dʒ ɨ	b u t u	tʲʰ ɯ r iː ʔ o	tʲ u i ʔ i		dʒ iː j i	k ɨ j i	tʃ ĩ ʔ	k i l i k i l i	k ã ʔ ĩ	tʃ e r e t o		tʲ u g iː ʔ o	p e l o l i	u ʔ u	k ɨ j ɨ	b u r u g ã ĩ	s i r i a		k e k e r o		k i w i	k e k e r o		k e k e r o	k e k e r o	k ã ʔ ĩ		g a i r i k o ŋ o	g a i r i θ ɯ	g a i r i k o ŋ o	s ĩ s i m i	i t e w i l a r u n a		k e k eː r o
83_dog	a u l i	k w i tʃ a	tʃ i n u	e k a r i k ɨ	e k a r i	d u d a b ə r ə	oː ʔ iː pʲ e	tʃ aa w i	j a i	k a i k u tʃ i	u s a	k u tʃ a	ⁿd eː k r u ʔ	j a w i b ĩ	a u d i	ts i n o	d i a j e	k ɨ n s i	u s a	u s a	u s a	u s a	u s a		a w i r i	w e r a	w ɨ r	p e r ɨ	a l k u	a w i l	j ã ʔ ã bʱ o ʔ	b ɨ̃ h + h i w	k e ɕ e	p i j u	h a m u	e k a r ɨ	oː ʔ iː p e	x ɨ k u	n ɨ j ɨ p tʃ e h oː ʔ dʒ i	h õ ʔ x o	j a i	a l k u	a u l i	d i e r o	a w i r i	j o t	iː n i	o l i	h o j a j a i	h o ʔ j a	d i a j eː	j a i w ẽ k o a	s iː n u	j a i	w e r a	s u s u	d i a j i	b a j a r a	d i a j i	e k a r i k ɨ	d i e r o	e r ɨ	h ɯ k o	h ɯ k o	h ɯ k o	s aa k	j aa w i		d i a j i
84_fish	k u b a i	p i ʃ k a t u	k u pʰ ɛ	w a i	w a i	b a ʃ i k u r ə	a m oː p e	ʔ u lː e	w a i	i k u tʃ a	b e d a	a lʲ a	w aa ŋ g r a	b õ ã	d u w e i	k u p e	w a ʔ i	w a k a	b e ɗ a	ɓ e t a	ɓ e d a	b e t a	tʃ i kʰ o	k uː p e	d u h u a i	p i p ɨ l ɨ m	b a x i	w a k ɨ	tʃ a l w a	b o p i	h õ p	k e h	b e o n a	p i kː a u	β a ʔ i	w a i	a m oː p e	t aa β a	a k a j i	ĩ h ãː m̥ a	d a d i	w e dʲ	k u b a i	w a ʔ i	b o p i	j ə j	a m oː g i	p a h ĩ d i	w a ʔ i	w a ʔ i	w a ʔ i	w a ʔ i a	k u p e	w a i		w a ts a	w a ʔ i	a r o a	w a i	w a i	w a ʔ i	h i m e	dʒ ɯ k ɯ a ɯ	dʒ ɯ k ɯ a ɯ	tʃ a m u	ã w a r	h iː ɲ a	p o ʃ e	w a i
85_hummingbird		ɲ a n k a t a		b ĩ b ĩ	b ĩ b ĩ	b i ʃ t uː r ə	pʰ aa p ɨ ʔ o		b ĩ b ĩ	t u k u tʃ i	tʃʰ ĩ b i s u	k i n b i	p i tː i ʔ	b ĩ b ĩ j o	s i s i b a ɨ t o	p i m i	b ĩ b ĩ	s i n d u ʒ i	h ĩ b u s u	ĩ p i s u	kʰ ĩ b i s u	ĩ p i s u	s i s i pʰ u r u	p iː m i	s iː p i	ts a ts ɨ	s a s i ʔ w i t	b i s i dʒ u n g w e	k i n d i	tʃ i tʃ i b ɨ r	tʃ u g	b o ʔ j o p	n g ɨ n ts i a n a	s i n d u l d i	m i m i	b ĩ b ĩ	pʰ aa p ɨ ʔ o	ɸ aa i b e	b u ʔ j u p	ɸ a ʔ t iː ʔ tʲ o	b ĩ b ĩ	e ʔ ts	s i p i	ĩ b ĩ	ʃ i ʃ i b a r ɨ t o	p u j	p i ʔ m i	b i ʔ w i s i	m ĩ m ĩ	m ĩ m ĩ	b ĩ b ĩ	b ĩ r ĩ p i k a		b ĩ b ĩ	o	k i m i	b ĩ b ĩ	ʃ i k a r a	b ĩ b ĩ	b ĩ b ĩ	w ĩ b ĩ	tʃ ɨ n ɨ ʔ ɨ	ɸ i θ i d o	ɸ i θ i d o	p i t i d o	p i e s	p i ʔ i m i	k u ʃ i m o	b ĩ b ĩ
86_stone	iː b a	u k	h i p a d a	ɨ̃ t ã	g ɨ̃ t ã	ʔ a j n ə	n eː kʷ a nʲ e ɯ	ʔ i p a	ɨ̃ t ãː	t a h u	m o g a ɾ a	s k u p u k a	k ɾ eː k a kː u i	k ɨ̃ ɾ ã b o	i b o t o	h iː p a d a	ɨ̃ t ã j e	ɨ n g i n a	m o	m o g a ɾ a	m a w a ɾ a	m o k a ɾ a	m a u		i b o t o	ɕ u k	ʔ i a t	a ʔ n ɨ	ɾ u m i	i b o t	p a j h	h e	n d ɨ t ɕ b e	h ə gː i	k a tʰ a p ɨ	g ɨ̃ t ã g ã	n eː kʷ a j p a	g iː s i b a	h eː	g o t ɯː ʔ x o	a t a	k w e t	i b a	ɨ t ã	i b o t o	h a	β iː ʃ i ʔ o u	i n aa tʃ u	k ɨ̃ d ã	g a t a b ɨ	ɨ̃ t ã j e	ã t a	h i p a d a	ɨ̃ t ãː	ɕ u k	s u	ɨ̃ t ã	a k a	ɨ̃ t ã	ɨ̃ t ã g a	t ã k ã	i p a	n o ɸ ɯ k ɯ	n o ɸ ɯ k ɯ	n o p ɯ k ɯ	m o k d a u	h iː p a	t o	ɨ̃ t ãː p e
87_skin		a j a		k a h e r o	g a s e r o	ʔ a ɨ g ʃ u r ə	i j aa p e	ʔ i a m i	a s e r o	h i t i h ɯ	e	k i k a	m a n t a	k a h e	p e p a r ɨ t o	n o i j a	g a s i r o	a n ʒ o m a	e	e	e	e kʰ a r a	e	l iː j a	p e p e r a b ɨ̃ t o	k a l u s	p e h		k a r a	p e p e r ɨ	b ɔ k	b a k a ʔ	b o b a tʃ e	a h u b ə	k a ʔ n i	w i r o	ɨ ʔ m ɨː ʔ e	m eː ʔ e	n ɨ i	x o n̥ ɯː ʔ k a	ã d ĩ b ɨ	kʰ a ʔ tʲ	w a i m a m i	k a ʔ s e r o	p e p e r a b t o	p i k	eː m u	ĩ x e x e	k ã ʔ d ĩ	g ã ʔ n ĩ w ɨ	g a s i r o	a h e a	t a p a l i	a h e r o	j a o i n k a l u s	k i d o	k a s e r o	u m a	k a s e r o	k a h e r o	k a ʔ s a r o	w a t a	i g o r a ɯ	i g o ɯ	i n i	ɯ	w eː m a	u ʃ r u	k a s e r o
88_louse	w i t eː n i ʃ i	m ũ		k i a b ɨ̃	g i a b ɨ̃	k u ɾ ə	kʷ a ʔ tʲʰ e x ɨ	n iː	i j a b ɨ̃	dʒ a m i	tʰ ɨ̃	m u	k uː ʔ	k ɨ̃ k ɨ	t a r ɨ	t o i d a	d i p u b ɨ̃ r ã	s a n z e	tʰ ɨ̃	tʰ ɨ̃	tʰ ɨ̃	tʰ ɨ̃	tʰ ɨ̃		t a r ɨ t o	m u ĩ	t ɨ a ʔ a n	k u	u s a	t aa r a t	d æ̃ b	b ɨ b ʔ	m ɨ ts a n a	k u w i	k ɨ̃ ʔ ɨ	g i a b ɨ̃	kʷ aa n i ʔ o	g aa ɲ i ʔ u		o ʔ ɸ oː x a k o	ɨ̃	ẽ s	k u l i b a u	k ɨ ʔ a ɨ̃	t a r ɨ t o	h u t e	n e t e tsʰ i ʔ o	h ũ w õõ	k ɨ̃ ʔ ɨ̃	g ɨ̃ ʔ ɨ̃	p ũ b ɨ̃ r ã b ɨ̃	ĩ ʔ ĩ ã		i a b ɨ̃	p a l e k t ɨ	m u	ɨ ʔ i a w ɨ̃	k u r i a	k i a w ɨ̃	ĩ ã b ɨ̃	k ɨ ʔ a i r o	m a p ɨ i	ɯ b o m a	ɯ b o m a	ɯ b o m a	tʰ ɯ̃	i n e h i	k o s o w o	k i a w ɨ̃
89_feather		tʃ i tʃ u		p o a	h o a r o	ʔ a tʃ i n ə	ɨ ʔ x ɨ x ɨ	tʃ u n a	p o a	i h o t ɯ	i	h a ʔ tʃ i	ŋ g a	p o j a	p e a x u t o	l iː j o	p o a r i	d u n g ɨ r a	kʰ a ɾ a	n e ʔ i	tʃ i	n e ʔ i tʃ i	i s i a	l i m a p e m a n i	p e k o r o ɸ e t o	i lʲ ĩ	p a l a t	k w i ʔ i	p l u m a	p e k o r tʃ i t a	p ã t	j o k	p l u m ɨ b x u a	g ə l d ə	kʰ aa p ɨ	h o a	ɨ ʔʰ ɨ n e	i x eː n e	tʃ ẽ ĩ	tʲ a ɸ oː r o	h a h ɨ	β i tʃ a k w e	i b a i n a	b ĩ d ĩ k ɨ̃ ã	p e b a x u t o	m o	ts iː n a h i	h u w o	d ã j ã	m ã	p o a	p o j a	p u i p i p a tʃʰ a l e	p o a	i lː i s i k	f u	p o a r o	a n a r a	p o a	p o a	p o a	s o i	i ɸ o r o	i ɸ o r o	i p o r o	kʰ aa ɾ	tʃ i x n e h i	o m a k ɨ	p o a d a
8_armadillo	tʃ eː	u l a m		p ã b õ	h ã b õ		t oː tʰ o ɯ ʔ aa m ɨ n e		p ã b õ	ɯ t i k ɯ	tʰ r o	tʃ i lʲ a n b u	s u tː i ʔ	p ã b ũ r ɨ	t u b u	a l i d a l i	p ã b ũ	d u	ĩ tʃ u r	tʰ ɾ o	ẽ tʃ u r u	ẽ tʃ u r u	e tʃ u r u	uː e ts i p u n a	t u h u b ɨ	ɕ u l ɨ	t u h a	dʒ u k r u m ɨ	m a t i w a x a	b o n e n	j e w	j o	a r m a d i lʲ o b e	n u w i	h a m u	h ã b õ g ã	tʃ eː ɯ	g oː ɨ		ɲ õõ n̥ õ	t o t o	ʃ i t a	a l i t a l i	p ã b õ	t u h u b u		ts a ʔ i	i m a	h ã m õ	h ã m ũ	p ã b ũ	p a b ũ ã		p ã b õ	ɕ o l ɨ	h o d o	p ã b õ	r u r a m a	p ã b õ	p ã b õ	p ã b õ	k e r ɨ	ɲ e n ɯ ŋ o	ɲ e n ɯ ɲ o	ɲ e n ɯ ŋ o	ẽ p u r	j e ʔ e	k a m a ʃ r u	p ã b õ
90_plantain	p a l aa t u n a	k a ts a		oː	o h o	n ɨː	ɯ x ɨ ʔ o		õ p ũ	h a r u	pʰ a d a	p a n d a	p aa ɾ a n d a ʔ	õ r ẽ	b a r a ts u n a	d e r i	o h o	k ɨ n t ɨ n a	pʰ a d a	pʰ a t a	pʰ a d a	pʰ a t a	pʰ a t a	d eː r i	b a l aː t u n a	p a l a n t a	p a r a t n a	p r a n t a n u	a n d ũ tʃ i	m a n ts a n a	p ɨ h ɨ t	tʃ a h	b l a n d ɨ t ɕ a	m ə n t a	oː β ɨ	o h o	ɯ h ɨ ʔ o	ɨ x e b a	h i ʔ n i	h ɯ x aa r o	o	p l a d	p a l a t u n a	j o a j e	b a l a t u n a k u i t o	t ə	ʃ a k oː ʔ g i ʔ o	h i kʷ e t e n a	d õ k a	o	ũ h ũ p ũ	p a r u a		o	p a l a n t a	a n o	o h o	a m a	h oː	w e k ɨ	j o a	p ɨ l a ʔ a n a	oː g o d o	oː g o d o	oː g o d o	tʰ a tʃ	p aa r u	k u r a t a n a	õ p ũ
91_club		t ɨ			j u k ɨ		kʷ a ʔ j oː ɯ		ã p o a b e s u r o	t ɯ kʷ e t ɯ	d o tʰ ẽ u	m a s u	m a k a nː a	t o t a i d ɨ	i w a t o	k o n e k o	d ɨ k a			t o tʰ e	d o tʰ e	t o tʰ e	t o tʰ e		w a k a p a	t a t a k	w a k p a t	a n u k ə n ɨ	m a k a n a	w a k a p		b ã w a t + d ã	n g a r o t b e			h a r a g a	kʷ a j ɯː ʔ o	g a i ʔ u ɨ d aa ʔ e	b aa k a t n a ʔ	b iː dʒ a β oː h o		a k j	w a k a b a	j u k ɨ	w a k a p a			dʒ o t e ʔ a		w a i	p a r i d ɨ k a			ã p o a b e h u r o	k a tʃ u l	ts i d e	j u k ɨ + s i		p aa r i d ɨ k a	b ɨ e r i k a b e t o	j u k ɨ k ɨ + s i	t o r oː s a	b ɯ g ɯ	b ɯ g ɯ	b ɯ g ɯ	d o tʰ ẽ u	k u x j u w a ʔ a l a	p ɨ r a j e	
92_flea		p u l g a		d õ k ẽ ã b ɨ̃	r ɨ̃ g õ b ẽ		ɯː kʰ o kʷ a		d ũ k ẽ ã	k u tʃ i k a h a m o	b i ɾ u	tʃ i h p i	i tː i m b ɾ u ʔ	t u b a k ɨ	p e t a r ɨ	k a w a n e r o	d i s i d õ b ẽ	m ɨ t i	b u ɾ i		b u r i	p u ɾ i	p u ɾ i	k a u a n e r e	m a n c p a n a i t o	i s ɨ m p i k	t a ɸ i ɸ t	m ə sː i	p i k i	m a n i k		k o l o ʔ	n z a n ts a n a	m a ʃ i	s ã kʰ ɨ	b o b o r o a	ɯː kʰ o kʷ a	x ɨː k u g a i		o r oː β ɯ tʲ o	s a	p ã ʔ p a	k a w a n a i r e	d ɨ ʔ k õ p e		d ɨ k	k a ʔ β a ts i	w a h a ʔ ɲ u		s ɨ̃ g ɨ	s ĩ d ũ g ã b ẽ b ɨ̃	k õ r ẽ r i k a		d ũ k ẽ ã	i s i m p i	ts i p i n	d ɨ̃ ʔ k õ ẽ w ɨ̃	r e n kʷ a	d õ k ẽ ã w ɨ̃	d ũ k ẽ	d ɨ̃ ʔ k õ p e a i r o	h a j a p a	ɸ a ɯ r a d o	ɸ a ɯ r a d o	p a ɯ r a d o	p u t m i e	k a w a ʔ a x n e	k ẽ ʃ e p o	d ɨ̃ k õ w ẽ
