Cognate_ID,Anonimo,Apuri,Apurimac,Arma,Atalla,Ayacucho,Azuay,Bobonaza,Cacra-Hongos,Chachapoyas,Chacpar,Chetilla,Chipaya,Curva,Cuzco,CuzquenoAntiguo,Huallaga,Huanca,Huancane,Huangascar,HuarazHuailas,Imbabura,Inkawasi,Iruhito,Jaqaru,Jauja,Kawki,Lamas,Laraos,Lincha-Tana,Maragua,Napo,Pacaraos,Pastaza,Pocona,Puki,Puno,Putumayo,Raimondi,SanPedro,Santiagueno,SantoTomas,Serena,Sullkatiti,Taquile,Tarma,Troje,Tsimu,Wari,Yanac
780_7_seven,k a n tʃ i !s̺/s,q a n tʃ i s,q a n tʃ i s,χ a n tʃ i s,χ a n tʃ i s,χ a n tʃ i s,k a n tʃ i s,k a n dʒ i s,q a n tʃ i s,k a n ʈʂ i s,q a n tʃ i s,q a n tʃ i s,,q a n tʃ i s,q a n tʃ i s,,q a n tʃ i s,h a n ʈʂ i ʃ,,q a n tʃ i s,q a ɲ tʃ i s,k a n tʃ i s,,,,,,k a n tʃ i s,q a n ʈʂ i s,q a n tʃ i s,q a n tʃ i s,k a n dʒ i s,ʁ a ɳ ʈʂ i s,k a n tʃ i s,ʁ a n tʃ i s,,q a n tʃ i s,k a n tʃ i s,q a ɲ tʃ i s,q a n tʃ i s,q a n tʃ i s,k a n tʃ i s,k a n dʒ i s,,q a n tʃ i s,χ a ɳ ʈʂ i s,k a n tʃ i s,,q a ɲ tʃ i s,q a n tʃ i s
782_7_seven,,,,,,,,,,,,,p a q a ʎ a q u,,,,,,p a q a l q u,,,,,,,,,,,,,,,,,p a q a l q u,,,,,,,,p a q a ʎ q u,,,,,,
783_7_seven,,,,,,,,,,,,,,,,,,,,,,,,t a k u,,,,,,,,,,,,,,,,,,,,,,,,t uː k uː,,
78_118_cold,,,,,,,,,,,,,,,,,,,tʰ a j a,,,,,,,,,,,,,,,,,tʰ a j a,,,,,,,,tʰ a j a,,,,,,
790_148_sewto,s i ɾ a + n i,s i ɾ a,s i ɾ a,s i ɾ a,s i ɾ a,s i ɾ a,s i ɾ a + n a,s i ɾ a + n a,s i l a,s i ɾ a,,s i ɾ a,,s i ɾ a,s i ɾ a,s i ɾ a + n i,,,,s i ɾ a,,s i ɾ a + n a,s i ɾ a,,,,,s i ɾ a,s i ɾ a,s i ɾ a,s i ɾ a,s i ɾ a + n a,,s i ɾ a + n a,s i ɾ a,,s i ɾ a,s i ɾ a,,s i ɾ a,s e ɾ a,s i ɾ a + n i,s i ɾ a,,s i ɾ a,,s i ɾ a,,,
793_148_sewto,,u t k a,,,,,,,u t k a,,,,,,,,,,,u t k a,,,,,,,,,,u t k a,,,,,,,,,,u t k a,,,,,,,,,,
799_71_shadow,ʎ a n t u,ʎ a n t u,ʎ a n t u,ʎ a n t u,ʎ a n t u,ʎ a n t u,ʎ a n d u,ʎ a n d u,ʃ a n t u,dʑ a n d u,ʎ a n t u,ʎ a n d u,,ʎ a n tʰ u,ʎ a n tʰ u,ʎ a n t u,ʎ a n t u,ʎ a n t u,,ʎ a n t u,ʎ a ɲ t u,ʎ a n t u,ʒ a n d u,,,ʎ a n t u,,dʑ a n d u,ʎ a n t u,ʎ a n t u,ʎ a n tʰ u,ʎ a n d u,l a n t u,ʎ a n d u,ʎ a n tʰ u,,ʎ a n tʰ u,,ʎ a ɲ t u,ʎ a n t u,ʒ a n t u,ʎ a n t o,ʎ a n d u,,ʎ a n tʰ u,l a n t u,ʒ a n d u,,ʎ a ɲ t u,ʎ a n t u
79_118_cold,,,,,,,,,,,,,,,,,,,,,,,,,a tsʼ i k i,,h a ʈʂʼ i k i,,,,,,,,,,,,,,,,,,,,,,,
7_110_tire,,,,,,,,s a m b ai + n a,,,,,,,,,,,,,,,,,,,,,,,,s a m b ai + n a,,s a m b a + j a + n a,,,,s a m b a + j a,,,,,s a m b a + j a,,,,,,,
801_71_shadow,,,,,,,,,,,,,,,,,,,tʃʼ i x u,,,,,,,,,,,,,,,,,tʃʼ i w i,,,,,,,,tʃʼ i w i,,,,,,
802_84_bread,t a n t a,t a n t a,t a n t a,t a n t a,t a n t a,t a n t a,t a n d a,t a n d a,t a n t a,t a n d a,t a n t a,t a n d a,,tʼ a n t a,tʼ a n t a,tʼ a n t a,t a n t a,t a n t a,,t a n t a,t a ɲ t a,t a n d a,t a n d a,,,t a n t a,,t a n d a,t a n t a,t a n t a,tʼ a n t a,t a n d a,t a n t a,,tʼ a n t a,,tʼ a n t a,t a n d a,t a ɲ t a,t a n t a,t a n t a,t a m t a,t a n d a,,tʼ a n t a,t a n t a,t a n d a,,t a ɲ t a,t a n t a
808_62_brotherwomans,p a n a,,,,,,,,,,,,,,,p a n a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808_63_sistermans,,p a n i,p a n a,p a n i,p a n i,p a n i,p a n i,p a n i,p a n i,p a n i,p a n i,p a n i,,p a n a,p a n a,,p a ɲ i,p a n i,,p a n i,p a ɲ i,,,,,p a n i,,p a n i,p a n i,p a n i,,p a n i,p a n i,p a n i,,,p a n a,p a n i,p a n i,p a n i,p a n a,p a n a,p a ɲ i,,p a n a,p a n i,p a n i,,p a ɲ i,p a n i
809_61_brothermans,,,,,,,,,,,,m a s a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809_64_sisterwomans,,,,,,,,,,,,m a s a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80_118_cold,,,,,,,,,,,,,,,,,q a s a,,,,,,x a s a,,,,,,,,,,,,,,,,,,,,,,,,,,,
810_63_sistermans,,,,,,,,,,,,,,,,,,,k u ʎ a k a,,,,,,,,,,,,,,,,,k u ʎ a k a,,,,,,,,k u ʎ a k a,,,,,,
810_64_sisterwomans,,,,,,,,,,,,,,,,,,,k u ʎ a k a,,,,,,,,,,,,,,,,,k u ʎ a k a,,,,,,,,k u ʎ a k a,,,,,,
811_61_brothermans,,,,,,,,,,,,,,,,,,,,,,,u k n i,,,,,,,,,,,,,,,,,,,,,,,,,,,
811_62_brotherwomans,,,,,,,,,,,,,,,,,,,,,,,u k n i,,,,,,,,,,,,,,,,,,,,,,,,,,,
811_63_sistermans,,,,,,,,,,,,,,,,,,,,,,,u k n i,,,,,,,,,,,,,,,,,,,,,,,,,,,
811_64_sisterwomans,,,,,,,,,,,,,,,,,,,,,,,u k n i,,,,,,,,,,,,,,,,,,,,,,,,,,,
812_63_sistermans,,,,,,,,,,,,,,,,,,,,,,,,,tʃ i n k i,,tʃ i n k i,,,,,,,,,,,,,,,,,,,,,,,
812_64_sisterwomans,,,,,,,,,,,,,,,,,,,,,,,,,tʃ i n k i,,tʃ i n k i,,,,,,,,,,,,,,,,,,,,,,,
817_61_brothermans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɲ a ɲ a,,,,ɲ a ɲ a,,,,,,,,,,,,,,,
817_62_brotherwomans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɲ a ɲ a,,,,ɲ a ɲ a,,,,,,,,,,,,,,,
817_63_sistermans,,,,,,,,,,,,,,,,,,,,,,ɲ a ɲ a,,,,,,,,,ɲ a ɲ a,,,,ɲ a ɲ a,,,,,,,,,,,,,,,
817_64_sisterwomans,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,,,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,,ɲ a ɲ a,n a n a,ɲ a ɲ a,,,,ɲ a ɲ a,,ɲ a ɲ a,ɲ a ɲ a,ɲ u ɲ u,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,,ɲ a ɲ a,ɲ a ɲ a,ɳ a ɳ a,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,ɲ a ɲ a,,ɲ a ɲ a,n a n a,ɲ a ɲ a,,ɳ a ɳ a,ɲ a ɲ a
81_8_eight,p u s a k,p u s a q,m u s a q,p u s a χ,p u s a χ,p u s a χ,p u s a g,p u s a χ,p u s a q,p u s a k,p u w a q,p u s a χ,,p u s a χ,p u s a χ,,p u s a χ,p u s a ʔ,,p u s a q,p u s a q,p u s a k,,,,p u s a ʔ,,p u s a k,p u s a χ,p u s a q,p u s a χ,p u s a χ,p u w a χ,p u s a k,p u s a χ,,p u s a χ,p u s a g,p u s a q,p u s a q,p u s a χ,p u s a k,p u s a x,,p u s a χ,p u w a χ,p u s a x,,p u w a q,p u s a q
825_127_sitto,t i j a + n i,t i j a,t i j a,t i j a,t i j a,t i j a,t i j a + ɾ i + k u + n a,t i j a + r i + n a,t i j a,t i j a,,t i j a,,t i j a,t i j a,t i j a + n i,,t i j u,,t i j a,,t i j a + ɾ i + n a,t a,,,t i j u,,t i j a,t i j a,t i j a,t i j a,t i j a + r i + n a,t !ai/a + k u,t i j a + r i + n a,t i j a,,t i j a,t i j a + k u,,t i j a,t !iː/i j a + x u,t i j a + n i,t i j a,,t i j a,t aː + k u,t i j a,,,
826_127_sitto,,,,,,,,,,,h a m a,,,,,,h a m a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a m a
828_127_sitto,,,,,,,,,,,,,,,,,,,u tʼ,,,,,,u tʰ,,,,,,,,,,,,,,,,,,,,,,,,,
82_8_eight,,,,,,,,,,,,,,,,,,,k i m s a q a l q u,,,,,,,,,,,,,,,,,k i n s a q a l q u,,,,,,,,k i m s a q a ʎ q u,,,,,,
835_6_six,s ɔ k t a,s o q t a,s o q t a,s u χ t a,s u χ t a,s o χ t a,s o g t a,s u k t a,h o q t a,s u k t a,h u q t a,s u x t a,,s u χ t a,s u χ t a,,s u χ t a,s u ʔ t a,,s o q t a,x o q t a,s u k t a,,,,s u ʔ t a,,s u k t a,s u χ t a,s o q t a,s u x t a,s u k t a,x o χ t a,s u k t a,s u χ t a,,s u χ t a,s u x t a,x o q t a,s o q t a,ʃ o χ t a,s o χ t a,s u k t a,,s u χ t a,χ o χ t a,s u x t a,,x o q t a,s u q t a
840_47_dog,,,,,,,,,,,,,p a q w u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p aː k o,,
841_41_skin,k a r a,q a ɾ a,q a r a,χ a ɾ a,χ a r a,χ a ɾ a,k a ɾ a,k a r a,q a l a,k a r a,q a r a,q a r a,,q a r a,q a r a,χ a r a,q a r a,,,q a ɾ a,q a ɾ a,k a ɾ a,χ a r a,,,,,k a r a,q a r a,q a ɾ a,q a r a,k a r a,ʁ a ɾ a,k a r a,ɢ a r a,,q a r a,k a r a,q a ɾ a,q a ɾ a,q a ɾ a,k a r a,k a r a,,q a r a,χ a ɾ a,k a r a,,q a ɾ a,q a r a
843_41_skin,,,,,,,,,,,,,,,,,,,h a n tʃ i + l i pʼ i tʃ i,,,,,,,,,,,,,,,,,h a n tʃ i + l i pʼ i tʃ i,,,,,,,,h a n tʃ i + l i pʼ i tʃ i,,,,,,
844_137_sleepto,p u ɲ u + n i,p u ɲ u,p u ɲ u,p u ɲ u,p u ɲ u,p u ɲ u,p u ɲ u + n a,p u ɲ u + n a,p u ɲ u,p u ɲ u,p u n u,p u ɲ u,,p u ɲ u,p u ɲ u,p u ɲ u + n i,p u ɲ u,p u ɲ u,,p u ɲ u,p u ɲ u,p u ɲ u + n a,p u n u,,,p u ɲ u,,p u ɲ u,p u ɲ u,p u ɲ u,p u ɲ u,p u ɲ u + n a,p u ɲ u,p u ɲ u + n a,p u ɲ u,,p u ɲ u,p u ɲ u,p u ɲ u,p u ɲ u,p u ɲ u,p u ɲ u + k u + n i,p u ɲ u,,p u ɲ u,p u n u,p u ɲ u,,p u ɲ u,p u ɲ u
845_137_sleepto,,,,,,,,,,,,,,,,,,,i k i,,,,,,i k i,,i k i,,,,,,,,,i k i,,,,,,,,i k i,,,,,,
848_104_small,,,,,,,,,,,,,,,,,,,h i s kʼ a,,,,,,,,,,,,,,,,,s i kʼ a,,,,,,,,h i s kʼ a,,,,,,
849_76_smoke,k ɔ !s̺/s n i,,q o s ɲ i,χ u s n i,χ u s ɲ i,χ o s n i,k u s n i,k u ʃ n i,,k u s n i,q u ʃ ɲ i,,,qʼ u s ɲ i,qʼ u s ɲ i,k u s n i,,,,,q o s n i,k u ʃ n i,,,,,,k u s n i,q u ʃ n i,,qʼ u s ɲ i,k u ʃ n i,,k u ʃ n i,qʼ u ʃ ɲ i,,qʼ u ʃ ɲ i,k u s n i,q o s n i,,q o s n i,k o s i,k u ʃ ɲ i,,qʼ u s n i,,k u ʃ n i,,q o s n i,
850_76_smoke,,,,,,,,,,,,,,,,,,,h u qʼ i,,,,,,,,,,,,,,,,,h i qʼ i,,,,,,,,h i qʼ i,,,,,,
852_76_smoke,,,,,,,,,,,,,,,,,,,,,,,,,tsʼ u s q i,,ʈʂʼ u s q i,,,,,,,,,,,,,,,,,,,,,,,
855_144_speakto,r i m a + n i,ɾ i m a,r i m a,ɾ i m a,,ɾ i m a,ɾ i m a + n a,r i m a + n a,l i m a,r i m a,,r i m a,,r i m a,r i m a,r i m a + n i,,l i m a,,ɾ i m a,,ɾ i m a + n a,r i m a,,,l i m a,,r i m a,r i m a,l i m a,,r i m a + n a,,ɾ i m a + n a,,,r i m a,r i m a,,ɾ i m a,ɾ i m a,r i m a + n i,r i m a,,r i m a,!ʐ/r i m a,!r̝/r i m a,,,
857_45_breast,k i n tʃ ui,,,,,,q i n ʒ u,,,,,,,,,χ i n tʃ ui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858_144_speakto,,,,,,,,,,,,,,,,,,,,,,,,,a r u,,a r u,,,,,,,,,,,,,,,,,,,,,,,
859_134_suckto,,,,,,,tʃ u tʃ u + n a,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ u tʃ u + n a,,,,tʃ u tʃ u + r i,,,,,,,,,tʃ u tʃ u,,,
859_45_breast,,tʃ i tʃ i,,tʃ i tʃ i,,,,tʃ u tʃ u,tʃ i tʃ i,tʃ u tʃ u,tʃ u tʃ u,tʃ u tʃ u,,,,,tʃ u tʃ u,tʃ i tʃ i,,tʃ i tʃ i,,tʃ u tʃ u,,,,tʃ u tʃ u,,tʃ u tʃ u,,tʃ i tʃ i,,tʃ u tʃ u,tʃ u tʃ u,tʃ u tʃ u,,,,tʃ u tʃ u,,tʃ i tʃ i,,,tʃ u tʃ u,,,tʃ u tʃ u,tʃ u tʃ u,,,
860_134_suckto,,,,,,,,,,,,ɲ u ɲ u,,,,,,ɲ u ɲ u,,,,,,,,ɲ u ɲ u,,,,,,,,,,,,,,,ɲ u ɲ u,,,,,,,,,
860_45_breast,,ɲ u ɲ u,ɲ u ɲ u,ɲ u ɲ u,ɲ u ɲ u,ɲ u ɲ u,,,ɲ u ɲ u,ɲ u ɲ u,,,,ɲ u ɲ u,ɲ u ɲ u,,,ɲ u ɲ u,,ɲ u ɲ u,ɳ u ɳ u,,ɲ u ɲ u,,,,,ɲ u ɲ u,ɲ u ɲ u,ɲ u ɲ u,ɲ u ɲ u,,,,ɲ u ɲ u,,ɲ u ɲ u,,ɳ u ɳ u,ɲ u ɲ u,ɲ u ɲ u,ɲ o ɲ o,,,ɲ u ɲ u,,,,ɳ u ɳ u,
863_136_spitto,t ɔ k a + n i,t o q a,,t u χ a,t u χ a,t o χ a,t u k a + n a,,t o q a,t u k a,t u q a,t u ʁ a,,tʰ u q a,tʰ u q a,t u χ a + n i,t u q a,t u ʔ a,,t o q a,t o q a,t u k a + n a,t u ʁ a,,,t u ʔ a,,t u k a,t u q a,t o q a,tʰ u q a,,t o χ a,,tʰ u ʁ a,,tʰ u q a,t u k a,t o q a,t o q a,t o χ a,t u k a + n i,,,tʰ u q a,t o χ a,tʃ u k a,,t o q a,t u q a
864_126_standto,ʃ a j a + k u + n i,ʃ a j a,ʃ a j a,ʃ a j a,ʃ a j a,s a j a,ʃ a j a + n a,ʃ a j a + r i + n a,h a j a,ʃ a j a,ʃ eː,ʃ a j a,,ʃ a j a,ʃ a j a,ʃ a j a + k u + n i,ʃ a j a,s aː,,ʃ a j a + ɾ i,ʃ aː,ʃ a j a + ɾ i + n a,ʃ a j a,,,,,ʃ a j a,ʃ a j a,ʃ a j a + ɾ i,ʃ a j a,ʃ a j a + r i + n a,,ʃ a j a,ʃ a j a,,ʃ a j a,ʃ a j a + k u,ʃ aː + k u,ʃ a j a + ɾ i,ʃ a j a,ʃ a j a + k u + n i,ʃ a j a,,ʃ a j a,ʃ a j a,ʃ a j a,,ʃ aː + k u,ʃ aː
866_43_bellystomach,,,,,,,,,,,,,,,,,,,,,,,,t o χ s i,,,,,,,,,,,,,,,,,,,,,,,,t o χ s i,,
867_70_star,k oi ʎ u r,q oi ʎ u ɾ,,χ ui ʎ u ɾ,,χ oi ʎ u ɾ,k ui ʎ u ɾ,,q oi ʎ u l,,q ui ʎ a !r̥/r,,,q ui ʎ u r,,k ui ʎ u r,q ui ʎ a r,h ui ʎ u r,,,q ai ʎ u ɾ,,,,,h ui ʎ u r,,,q ui ʎ u r,q oi ʎ u ɾ,,,,,,,,,q ai ʎ u ɾ,,q o ʒ u ɾ,k ui ʎ o r,,,q ui ʎ u r,χ oi ʎ a !ʐ/r,,,q ai ʎ u ɾ,
867_80_gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χ oi ʎ u !ʐ/r,,,,
869_70_star,,,,,,,,,,,,,w a r a + w a r a,,,,,,w a r a + w a r a,,,,,,w a r a + x a,,w a r a + x a,,,,,,,,,w a r a + w a r a,,,,,,,,w a r a + w a r a,,,,,,
86_113_empty,,,,,,,,,,,,,,,,,,,tʃʼ u s a,,,,,,,,,,,,,,,,,tʃʼ u s a,,,,,,,,tʃʼ u s a,,,,,,
870_70_star,,,,,,,,,,,,,,,tʃʼ a s k a,,,,,,,,,,,,,,,,tʃʼ a s k a,,,,tʃʼ a s k a,,tʃʼ a s k a,,,,,,,,,,,,,
871_78_stone,r u m i,ɾ u m i,r u m i,ɾ u m i,r u m i,ɾ u m i,ɾ u m i,r u m i,l u m i,r u m i,r u m i,r u m i,,r u m i,r u m i,r u m i,r u m i,l u m i,,ɾ u m i,ɾ u m i,ɾ u m i,!r̝/r u m i,,,l u m i,,r u m i,r u m i,l u m i,!r̝/r u m i,r u m i,r u m !ai/i,ɾ u m i,r u m i,,r u m i,r u m i,ɾ u m i,ɾ u m i,ɾ u m i,r u m i,r u m i,,r u m i,!ʐ/r u m i,r u m i,,ɾ u m i,r u m i
872_78_stone,,,,,,,,,,,,,m a z,,,,,,,,,,,m a s i,,,,,,,,,,,,,,,,,,,,,,,,m aː s i,,
873_78_stone,,,,,,,,,,,,,,,,,,,q a l a,,,,,,q a l a,,q a l a,,,,,,,,,q a l a,,,,,,,,q a l a,,,,,,
874_31_tooth,,,,,,,,,,,,,i z h q i,,,,,,,,,,,iː s k i,,,,,,,,,,,,,,,,,,,,,,,,iː s k eː,,
875_134_suckto,,ʃ o q u,,s u χ u,s u χ u,s o χ o,,,ʃ o q u,ç u k u,ʃ u q u,,,,,,ʃ u q u,ʃ o q u,,ʃ o q u,ʃ o q u,,ʃ u ʁ u,,,ʃ o q u,,ç u k u,ʃ u q u,ʃ o q u,,,ç o χ u,,,,,,ʃ o q u,ʃ o q u,,s u qʼ u + n i,,,,ç o χ u,,,ʃ o q u,ʃ u q u
876_134_suckto,,,,,,,,,,,,,,,,,,,tʃʼ u m u,,,,,,,,,,,,,,,,,tʃʼ u m a,,,,,,,,tʃʼ a m u,,,,,,
878_43_bellystomach,,,,,,,,,,,,,,,,,,,p u r a + k a,,,,,,pʰ u ʈʂ a + k a,,pʰ u ʈʂ a + k a,,,,,,,,,p u r a + k a,,,,,,,,p u r a + k a,,,,,,
879_68_sun,i n t i,i n t i,i n t i,i n t i,i n t i,i n t i,i n t i,i n d i,i n t i,i n d i,i n t i,,,i n t i,i n t i,i n t i,i n t i,i n t i,,i n t i,i ɲ t i,i n t i,,,,i n t i,,i n d i,i n t i,i n t i,i n t i,i n d i,,i n d i,i n t i,,i n t i,i n d i,i ɲ t i,i n t i,i n t i,i n d i,i n d i,,i n t i,i n t i,i n t i,,i ɲ t i,
87_119_dry,,,,,,,,,,,,,,,,,,,w a ɲ a,,,,,,,,,,,,,,,,,w a ɲ a,,,,,,,,w a ɲ a,,,,w a ɲ a,,
880_68_sun,,,,,,,,,,,,r u p ai,,,,,,,,,,,r u p ai,,,,,,,,,,r u p ai,,,,,,,,,,,,,,,,,r u p eː
881_68_sun,,,,,,,,,,,,,tʰ u ɲ i,,,,,,,,,,,t h uː ɲ i,,,,,,,,,,,,,,,,,,,,,,,,t uː n i,,
883_120_sweet,m i !s̺/s k i,m i ʃ k i,m i s k i,m i s k i,m i s k i,m i s k i,m i ʃ k i,m i ʃ k i,m i ʃ k i,m i s k i,m i ʃ k i,m i ʃ k i,,m i s kʼ i,m i s kʼ i,m i s χ i,m i ʃ k i,m i ʃ k i,,m i ʃ k i,m i ʃ k i,m i ʃ k i,,,,m i ʃ k i,,m i s k i,m i ʃ k i,m i ʃ k i,m i s kʼ i,m i ʃ k i,m i ç k i,m i ʃ k i,m i s kʼ i,,m i s kʼ i,m i s x i,m i ʃ k i,m i ʃ k i,m i ʃ k i,m i s k i,m i ʃ k i,,m i s kʼ i,m i ç g i,m i ʃ k i,,m i ʃ k i,m i ʃ k i
884_120_sweet,ɲ u k ɲ u,,,,,,,,,,,,,,,ɲ u k ɲ u,,,,,,,ɲ u k ɲ u,,,,,,,,,,,,,,,,,,,,,,,,,,,
885_43_bellystomach,,,,,,,,,,,,,,,,,,,,,,,,tʃ eː r i,,,,,,,,,,,,,,,,,,,,,,,,tʃ iː r i,,
886_128_swimto,w ai t a + n i,,,,,,,w ai t a + n a,,w ai t a,,,,,w ai t a,w ai t a + n i,,,,,,,,,,,,w ai t a,,,w ai tʼ a,w ai t a + n a,,w ai t a + n a,w ai tʼ a,,,w ai t a,,,w ai t a,w ai t a + n i,w ai t a,,,,,,,
887_128_swimto,,,,,,,w a m b u + n a,,,,,,,,,,,,,,,w a m b u + n a,,,,,,,,,,,,,,,,,,,,,,,,,w a m b u,,,
887_129_flyto,,,,,,,,w a m b u + r i + n a,,,,,,,,,,,,,,,,,,,,,,,,w a m b u + r i + n a,,,,,,,,,,,w a m b u + r i,,,,,,,
888_128_swimto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t ui t u,t u j u,,,,,,,t u j u,,,,,,
891_55_tail,tʃ u p a,ʈ u p a,tʃ u p a,tʃ u p a,tʃ u p a,tʃ u p a,tʃ u p a,tʃ u p a,ʈ u p a,ʈʂ u p a,tʃ u p a,ʈʂ u p a,,tʃ u p a,tʃ u p a,tʃ u p a,tʃ u p a,ʈʂ u p a,,ʈ u p a,tʃ u p a,tʃ u p a,ʈʂ u p a,,,ʈʂ u p a,,tʃ u p a,ʈʂ u p a,ʈ u p a,tʃ u p a,tʃ u p a,ʈʂ u p a,tʃ u p a,tʃ u p a,,tʃ u p a,tʃ u p a,tʃ u p a,ʈ u p a,tʃ u p a,tʃ u p a,tʃ u p a,,tʃ u p a,ʈʂ u b a,tʃ u p a,,tʃ u p a,ʈʂ u p a
892_55_tail,,,,,,,,,,,,,kʰ u r z,,,,,,,,,,,k u r s,,,,,,,,,,,,,,,,,,,,,,,,k u r s,,
893_55_tail,,,,,,,,,,,,,,,,,,,w i tʃʼ i n k a,,,,,,w i tʃʼ a n k u,,w i ʈʂʼ i n g a,,,,,,,,,w i tʃʼ i n kʰ a,,,,,,,,w i tʃʼ i n kʰ a,,,,,,
895_10_ten,tʃ u n k a,ʈ u n k a,tʃ u n k a,tʃ u n k a,tʃ u n k a,tʃ u n k a,tʃ u n g a,tʃ u n g a,ʈ u n k a,ʈʂ u n g a,tʃ u n k a,ʈʂ u n g a,,tʃ u n k a,tʃ u n k a,tʃ u n k a,tʃ u n k a,ʈʂ u n k a,,ʈ u n k a,tʃ u ɲ k a,tʃ u n g a,,,,ʈʂ u n k a,,tʃ u n g a,ʈʂ u n k a,ʈ u n k a,tʃ u n k a,tʃ u n g a,ʈʂ u ŋ k a,tʃ i n g u,tʃ u n k a,,tʃ u n k a,tʃ u n g a,tʃ u ɲ k a,ʈ u n k a,tʃ u ŋ k a,tʃ u n k a,tʃ u n g a,,tʃ u n k a,ʈʂ u ŋ k a,tʃ u n g a,,tʃ u ɲ k a,ʈʂ u n k a
897_10_ten,,,,,,,,,,,,,,,,,,,,,,,,k aː l oː,,,,,,,,,,,,,,,,,,,,,,,,kʰ aː r o,,
898_143_thinkoveraboutto,,,,,,,,,,,,,,,,,,,a m ui + tʼ a,,,,,,,,,,,,,,,,,a m ui + tʼ a,,,,,,,,a m ui + tʼ a,,,,,,
899_143_thinkoveraboutto,j u j a + n i,j u j a,j u j a,j u j a,j u j a,j u j a,j u j a + n a,j u j a + n a,j u j a,j u j a,,j u j a,,,j u j a,j u j a + n i,,,,j u j a,,j u j a + n a,,,,,,j u j a,,j u j a,,j u j a + n a,,j u j a + r i + n a,,,j u j a,j u j a,,j u j a,,j u j a + n i,j u j a,,j u j a,,j u j a,,,
89_43_bellystomach,w i k s a,w i k s a,w i k s a,w i k s a,w i k s a,w i k s a,w i χ a,w i k s a,w i k s a,w i k s a,,,,w i x s a,w i x s a,w i k s a,,,,w i k s a,,w i k s a,,,,,,w i k s a,w i k s a,w i k s a,w i x s a,w i k s a,,w i k s a,w i s a,,w i k s a,w i x s a,,w i k s a,w i x s a,w i k s a,i k s a,,w i s a,,w i x s a,,,
900_143_thinkoveraboutto,,,,,,,,,,,j a r p a,,,j a r p a,,,j a r p a,,,,j a ɾ p a,,j a r p a,,,j a l p a,,,j a r p a,,,,j a ɾ p a,,,,,,j a ɾ p a,,,,,,,j a ɾ b a,,,j a ɾ p a,j a r p a
902_61_brothermans,w au k e,w au q i,w au q e,w au χ i,w au χ i,w au χ e,w au k i,w au k i,w au q i,w au k i,w au q i,,,w au q i,w ai q i,w au χ i,w au q i,w au ʔ i,,w au q i,w au q i,w au k i,,,,w au ʔ i,,w au k i,w au q i,w au q i,,w au k i,w au χ e,w au k i,,,,w au x i,w au q i,w au q e,w au q ɪ,w au q i,w au k i,,w ai q i,w au χ e,w au k i,,w au q i,
902_62_brotherwomans,,,,,,,,,,,,,,,,,,,,,,w au k i,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903_143_thinkoveraboutto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʼ u k u,,,,tʼ u k u,,,,,,,,,,,,,,,
904_61_brothermans,,,,,,,,,,,,,,,,,,,h i l a,,,,,,,,,,,,,,,,,h i l a,,,,,,,,h i l a,,,,,,
904_62_brotherwomans,,,,,,,,,,,,,,,,,,,h i l a,,,,,,,,,,,,,,,,,h i l a,,,,,,,,h i l a,,,,,,
905_61_brothermans,,,,,,,,,,,,,,,,,,,,,,,,tʃ i ʃ,,,,,,,,,,,,,,,,,,,,,,,,ts i s i,,
905_62_brotherwomans,,,,,,,,,,,,,,,,,,,,,,,,tʃ i ʃ,,,,,,,,,,,,,,,,,,,,,,,,ts i s i,,
907_61_brothermans,,,,,,,,,,,,,,,,,,,,,,,,,q u n ts a,,q u n ts a,,,,,,,,,,,,,,,,,,,,,,,
