Cognate_ID,Beijing,Changsha,Chengdu,Fuzhou,Guangzhou,Guilin,Haerbin,Jinan,Jixi,Loudi,Meixian,Nanchang,Nanjing,Rongcheng,Suzhou,Taiyuan,Wenzhou,XiAn,Xiamen
86_man,n a n ³⁵ + ʐ ə n ³⁵,l a n ¹³ + ʐ ə n ¹³,n a n ²¹ + z ə n ²¹,t ou ŋ ²¹² + m w o ³² + n øy ŋ ⁵³,n a m ²¹ + l j ɐ n ²¹,l ã ²² + l i ŋ ²²,t a ⁵³ + l au ²¹³ + ɛ ²⁴ + m ə ⁰,n æ̃ ⁵³ + ʐ ẽ ⁰,n ɔ ⁴⁴ + n ɤ ⁰,n ã ¹³ + n i n ¹³ + k a ⁴⁴,n a m ¹¹ + m e ³³ + ŋ i n ¹¹,l a n ⁴⁵ + l ɨ n ⁰,l ɑ̃ ¹³ + ʐ ə n ¹³,n ɐ n ³⁵ + i n ⁰,n ø ¹³ + ɲ i n ¹³,n æ̃ ²¹ + z ə ŋ ²¹,n ø ³⁴¹ + ts ɿ ²⁴² + kʰ a ⁴¹,n æ̃ ²⁴ + ʐ ẽ ⁰,t a ²² + p ɔ ⁵⁵ + l a ŋ ²⁴
87_you,n i ²¹⁴,l i ⁴¹,ɲ i ⁵³,n y ³²,n ei ²³,l io ²³,n i ²¹³,ɲ i ⁴⁵,n̩ ²¹³,n̩ ⁴²,n̩ ¹¹,n̩ ²¹³,l i ¹¹,n i ²¹⁴,n e̞ ²³¹,n i ⁵³,ɲ i ²⁴,n i ⁵³,l i ⁵³
88_year,n j ɛ n ³⁵,ɲ j ẽ ¹³,ɲ j ɛ n ²¹,ts ai ³²,n i n ²¹,l j ã ²²,n j a n ²⁴,n j æ̃ ⁵³,ɲ j e ⁴⁴,n j æ ¹³,s e ⁵³,ɲ j ɛ n ⁴⁵,l j e n ¹³,n j ɐ n ⁵²,ɲ j ɪ ¹³,n j e ²¹,ɲ i ³⁴¹,n j æ̃ ²⁴,h e ²² + tʰ au ²⁴
89_bird,n j ɑu ²¹³,ɲ j au ⁴¹,tɕʰ ɥ o ²¹ + ə ⁵⁵,ts ɛu ³²,n j u ²³,t j ɑu ²³,n j au ²¹³,ɲ j ɔ ⁴⁵,ɲ j e ²¹³,t j ɤ ⁴² + tɕ i ³⁵,t j au ³³ + v e ⁰,ɲ j ɛu ²¹³,l j ɔ ¹¹,tsʰ ɥ ɔ ³⁵,t j æ ⁵²,n j au ⁵³,t j ɛ ²⁴² + ŋ̍ ⁰,tɕʰ j ɑu ⁵³,ts j au ⁵³
8_rub,tsʰ ɑ ⁵⁵,tsʰ a ²⁴,tsʰ a ²¹,k a ŋ ³²,tsʰ a t ³,m ɑ ⁵⁵,tsʰ a ⁴⁴,tsʰ a ²¹⁴,tsʰ a ʔ ³²,kʰ a ¹³,m a t ¹,tsʰ a ʔ ⁵,tsʰ ɑ ʔ ⁵,tsʰ a ²¹⁴,kʰ ɑ ⁴⁴,tsʰ a ʔ ²,tsʰ a ⁴¹,tsʰ ɑ ²¹,tsʰ i t ³²
90_woman,n y ²¹⁴ + ʐ ɛ n ³⁵,ɲ y ⁴¹ + ʐ ə n ⁰,ɲ y ⁵³ + z ə n ²¹,i ⁵⁵ + ts j a ³²,n øy ²³ + j ɐ n ²¹,l y ²³ + l i ŋ ²³,n j a ŋ ²⁴ + m ə ⁰,ɲ y ⁴⁵ + ʐ ẽ ⁵³,ɲ y ²¹³ + n ɤ ⁰,n y ⁴² + n i n ¹³ + k a ⁰,m oi ⁵³ + j e ⁰ + ŋ i n ¹¹,ɲ y ²¹³ + kʰ a ʔ ⁵,l i ³¹ + ʐ ə n ¹³,n y ²¹³ + i n ⁵²,ɲ y ²³¹ + ɲ i n ¹³,n y ⁵³ + z ə ŋ ²¹,l ə ²⁴ + ɲ j a ŋ ³⁴¹ + kʰ a ⁴¹,n y ⁵³ + ʐ ẽ ⁰,ts a ⁵⁵ + b ɔ ⁵³ + l a ŋ ²⁴
91_vomit,tʰ u ⁵¹,tʰ u ⁵⁵,f a ²¹ + tʰ u ⁵³ + l o ²¹,tʰ ou ²¹²,ŋ ɐu ³⁵ + tʰ ou ³³,tʰ u ²⁵,tʰ u ⁵³,tʰ u ³¹,f ɔ ⁵⁵ + ŋ o ʔ ³²,x w e ⁴²,pʰ o n ³³,ŋ j ɛu ²¹³,tʰ u ⁴⁴,ou ²¹³ + tʰ u ²¹⁴,ʏ ⁵²,tʰ u ⁵³ + l ə ⁰,tʰ øy ⁵¹,ŋ ou ²¹ + tʰ u ⁵³,tʰ o ²¹
92_fear,pʰ a̠ ⁵¹,pʰ a ⁵⁵,pʰ a ²¹³,k j a ŋ ⁵⁵,pʰ a ³³,pʰ a̠ ²⁵,pʰ a ⁵³,pʰ a ³¹,pʰ o ³⁵,pʰ ɔ ³⁵,pʰ a ⁵³,pʰ a ²¹³,pʰ ɑ ⁴⁴,pʰ a ³³⁴,pʰ o ⁴¹²,pʰ a ⁴⁵,h o ⁴¹,pʰ ɑ ⁴⁴,k j ã ⁵⁵
93_skin,pʰ i ³⁵ + f u ⁰,p i ¹³ + f u ³³,pʰ i ²¹ + pʰ i ²¹,pʰ w oi ⁵³ + u ⁵⁵,pʰ ei ²¹ + f u ⁵³,p i ²² + f u ⁴²,ʐ ou ⁵³ + pʰ j ə ²⁴,pʰ i ⁵³ + f u ²¹⁴,pʰ ɿ ⁴⁴,pʰ i ¹³,pʰ i ¹¹,pʰ i ²⁴ + f u ⁰,pʰ i ¹³ + f u ³¹,pʰ i ³⁵ + f u ⁵²,b i ¹³ + f u ⁴⁴,pʰ i ²¹ + f u ²¹,b ei ³⁴¹ + f u ⁴⁴,pʰ i ²⁴,pʰ e ²¹
94_float,pʰ j ɑu ⁵⁵ + f u ³⁵,pʰ j au ³³ + f u ⁰,pʰ j au ⁴⁵,pʰ j eu ⁵⁵ + l ɛ ³²,pʰ j u ⁵³ + f ɐu ²¹,f u ²² + t ɑu ²³,pʰ j au ⁴⁴ + f u ²⁴,pʰ j ɔ ²¹⁴ + f u ⁵³,f u ⁴⁴,b ɤ ¹³,f eu ¹¹,pʰ j ɛu ⁴²,pʰ j ɔ ³¹ + f u ¹³,pʰ j au ⁵² + f u ³⁵,tʰ ə n ⁵²,pʰ j ɑu ²¹,v ə ³⁴¹,pʰ j au ²¹,pʰ u ²⁴
95_smooth,pʰ i ŋ ³⁵,p i n ¹³,pʰ i n ²¹,p a ŋ ⁵³,pʰ ɛ ŋ ²¹,p ei ²²,pʰ i ŋ ²⁴,pʰ i ŋ ⁵³,pʰ j ɑ̃ ⁴⁴,pʰ j ɔ ¹³,pʰ j a ŋ ¹¹,pʰ i n ²⁴,pʰ i n ¹³,pʰ i ŋ ³⁵,b i n ¹³,pʰ i ŋ ²¹,b e ŋ ³⁴¹,pʰ i ŋ ²⁴,p j æ ²⁴
96_wife,tɕʰ i ⁵⁵ + ts ɿ ⁰,tɕʰ i ³³ + ts ɿ ⁰,l au ⁵³ + pʰ o ²¹,l o ³² + l j eu ³²,tsʰ ɐi ⁵³ + ts i ³⁵,l ɑu ²³ + p w o ²²,l au ²¹³ + pʰ ɤ ⁰,tɕʰ i ²¹³ + ts ɿ ⁰,n ɤ ²¹³ + y ³¹,tʰ ɔ ŋ ¹³ + k e ¹³,l au ³¹ + pʰ o ¹¹,tɕʰ i ⁴² + ts ɿ ⁰,l ɔ ¹¹ + pʰ o ¹³,l au ²¹³ + pʰ ə ⁰,k ɑ ⁴⁴ + ts ʯ ⁵² + b u ¹³,l au ⁵³ + pʰ ɤ ²¹,l ə ²⁴ + y ⁴⁴,ɕ i ²¹ + f u ⁰,b ɔ ⁵³
97_all,tɕʰ ɥ ɛ n ³⁵ + p u ⁵¹,tɕʰ ɥ ẽ ¹³ + p u ¹¹,tɕʰ ɥ a n ²¹ + p u ²¹³,k o ²¹² + l ou ŋ ⁵³ + ŋ a ²⁴²,tsʰ y n ²¹ + p ou ²²,tɕ ɥ ã ²² + p u ²¹,tɕʰ ɥ a n ²⁴ + p u ⁵³,tɕʰ ɥ æ̃ ⁵³ + p u ³¹,tɕʰ ɥ ẽ ⁴⁴ + pʰ u ³¹,dz w ĩ ¹³ + b u ¹¹,tɕʰ j e n ¹¹ + pʰ u ⁵³,tɕʰ ɥ o n ²⁴ + p u ⁰,tɕʰ ɥ e n ¹³ + p u ⁴⁴,tsʰ j ɐ n ³⁵ + p u ³³⁴,z j ɪ ¹³ + b u ²³¹,tɕʰ ɥ e ²¹ + p u ⁴⁵,j y ³⁴¹ + b u ²⁴,tsʰ w æ̃ ²⁴ + p u ⁴⁴,ts w a n ²⁴ + p ɔ ²²
98_hot,ʐ ɤ ⁵¹,ɥ e ²⁴,z e ²¹,j e ʔ ⁵,i t ²,l j e ⁵⁵,ʐ y ⁵³,ʐ y ³¹,ɲ j a ʔ ³²,j e ¹³,s au ³³,l ɛ t ⁵,ʐ e ʔ ⁵,j ɛ ²¹⁴,ɲ j ɛ ʔ ²³,z ə ʔ ²,ɲ i ²¹,ʐ ɤ ²¹,l j a t ⁵
99_person,ʐ ə n ³⁵,ʐ ə n ¹³,z ə n ²¹,n øy ŋ ⁵³,j ɐ n ²¹,l i ŋ ²²,i n ²⁴,ʐ ẽ ⁵³,j ɑ̃ ⁴⁴,n i n ¹³,ŋ i n ¹¹,l ɨ n ⁴⁵,ʐ ɛ n ¹³,i n ⁵²,ɲ i n ¹³,z ə ŋ ²¹,n a ŋ ³⁴¹,ʐ ẽ ²⁴,l a ŋ ²⁴
9_grass,tsʰ au ²¹⁴,tsʰ au ⁴¹,tsʰ au ⁵³,tsʰ au ³²,tsʰ ou ³⁵,tsʰ ɑu ²³,tsʰ au ²¹³,tsʰ ɔ ⁴⁵,tsʰ ɤ ²¹³,tsʰ ɤ ⁴²,tsʰ au ³¹,tsʰ au ²¹³,tsʰ ɔ ¹¹,tsʰ au ²¹⁴,tsʰ æ ⁵²,tsʰ au ⁵³,tsʰ ə ²⁴²,tsʰ ɑu ⁵³,tsʰ au ⁵³
