Cognate_ID	Amonda	Anambe	Apiaka	Arawete	Asurini	AsuriniXingu	AvaCanoeiro	Aweti	Chiriguano	Emerillon	Guaja	Guajajara	GuaraniAntigo	GuaraniMbya	GuaraniParaguay	Guarayo	Guayaki	Kamayura	Kayabi	Kokama	Mawe	Nheengatu	Omagua	Parakana	Parintintin	Siriono	Surui	Tapirape	Tembe	Tenharim	Tupi	UrubuKaapor	Urueuwauwau	Warazu	Wayampi	WayampiJ	Xeta	Yuki
76_fruit	i ʔ ɨ β		a		i β	i ʔ a	a	ʔ a	i á	b a ʔ e p o t ɨ l	i ʔ a	m a ʔ ɨ β a	ɨ β a	ʔ a	ʔ a	a	ã i a	a	ɨ ʔ w	i a	i ʔ p	i w a		ʔ a	ɨ ʔ β	e ɨ	i ʔ a	i h ã	ʔ a	ɨ ʔ β	i β	m a ʔ e ɨ w a	ɨ β	i w a	ʔ a	ʔ a		a ĩ
77_full	ɨ n a h e m				ɨ n e h e m	ɨ n o h e m			t ɨ n e ẽ	p i t o g		ɨ n e h e m	t ɨ n ɨ h ẽ	t ɨ n ɨ h ẽ	t e n ɨ h ẽ	t e n ɨ h e	e mb e	w o t	ɨ n e e m	i m i t͡s a m a	h ɨ t	t e r e s e m u	t i m i s a m a	ɨ n e h e m	ɨ n ɨ h e m	mb i s ẽ	ɨ n e h e m		ɨ n e h e m	ɨ n a h e m	ɨ n ɨ s e m	ɨ r ɨ h e m	ɨ n a h e m	i n i h e	ɨ n ẽ	ɨ n e	mb ɨ a j ẽ	i s ẽ
78_gather	m o n o ʔ o ŋ					m u n ɨ ɨ k			mb o a t ɨ	n a ʔ a ŋ		m o n o ʔ o g	m o n o ʔ o	m o n o ʔ o	m o n o ʔ õ			ɨ h ɨ k	m o n o ŋ	j a t ɨ r ɨ t a	a t u n u ŋ		j a t ɨ r ɨ t a	m o ɨ r ɨ g	m o n o ʔ o ŋ	m a n u ã		w ɨ	m o n o h o k	m o n o ʔ o ŋ	m o n o ʔ o g	m a t ɨ r	m o n o ʔ o ŋ	m o n o ʔ u	m a a t ɨ			j e t e
79_girl	k u h i a	k u j ĩ	k u ɲ ã t ã			k u n u m i k u j ĩ	k u ɲ a t a j		k u ɲ a t ã j	w ã ĩ w ĩ		k u z a t a j	k ũ ŋ a t a ĩ	m i t a k ũ ŋ ã	k u ɲ a t a ĩ	k u ɲ a j	k u j a mb u k u	t a ʔ ɨ̃ j		k u ɲ a t i	p i ʔ ã	k u j ã t ã j	w a w a n k ɨ r a	k o n o m i	k u h i a			k o t ã t ã j	k u z ə t ə ʔ i	k u n a j	k u j a t ã j	k u j a t ã j r a ʔ ɨ r		k u ð a m u k u	p i s ĩ		t͡ʃ i k u a	j i t i
7_badevil						a i p	a ɨ w		p ó ʃ ɨ	a i p	m ɨ n ɨ h ɨ̃	a i w	a i	a i	v a i	n a p õ r ã j					i n a kʷ a t ʔ i	p u ʃ i				i kʷ ã		ɑ̃ i p			a i β	a i			a i	a i		e t i ã b e t e
80_give	m õ n o	m e ʔ ẽ		m e ʔ ẽ	m a n a	m a n a	m e ŋ	m o t o	m ẽ e	m e ʔ e ŋ	m a n õ	m o n o	m e ʔ ẽ	m e ʔ ẽ	m e ʔ ẽ	m o nd o		m e ʔ ẽ ŋ	m o n o	j u m i	a t u m	m ẽ ʔ ẽ	j u m i	m a n a	m õ n o	m o n o		m a ɨ̃ j	m o n ó	m õ n o	m e ʔ e ŋ	m e ʔ ẽ	m õ n o	m o n o	m e ʔ ẽ	m e ʔ ẽ		m o r o
81_go		o	h o	o	h a	h o	s o	h a	o	o	h o	h o	o	h o	h a	s o	a	o	h a	u s u	t o	t͡s u	s o	h a		h o	a	h a		h o	s u	h o	o	o	o	o	h o	t͡s o
82_goup					eo p i n	u p i t	u p i r	t e p	j u p i	w ɨ l	i p i	z eu p i r	j eu p i	dʒ u p ɨ	j u p i	j eu p i	j o p i	j u p i r	j eu p i t	w a r i k a	a m	j u p i r i	w a r i k i a	o p i n		t͡ʃ u i	s eu p i r	o p i t	a p i r		j eu p i r	j u p i r		ð ó p i	j u p i	j u p i	ʒ au b i	j i w i
83_good	k a t u	k a t u		k a t u	k a t o	k a t u	k a t u	k a t u	k a t u	k a t u	k a t u	k a t u	k a t u		k a t u	k a t u	k a t u	k a t u	k a t u	e r a	w a k u	k a t u	ɪ r a	k a t o	k a t u	k j a t u		k ã t o	k a t u	k a t u	k a t u	k a t u	k a t u	k a t u	k a t u			k j a t u
84_grandfather	a m o j	a m ũ		a m ũ j	n a m o s	a m ũ j		a m ũ j	ã m ɨ i	a m u t͡s i	a m ɨ̃ j t͡ʃ a ʔ a	a m u z	a m o j	a m õ j	t a i t a		j a m o	a m ɨ̃ j	a m ɨ̃ j	a m ɨ	a s e ʔ i	ã m ũ ĩ	a m u j	a m o i g e	a m o i	a m õ j	a m o j	a m õ j	a m u j	a m o j	a m ĩ j a	a m ũ j	ã m ũ ĩ	ə m ə ɨ	a m ũ j	a m ũ j	m ə̃ j	k i u t ĩ n d a
85_grass	i p o t ɨ β u b u a	k a ʔ a p i	s o h o w a	a m ã m ã j	s o o w i a	k a ʔ a p i ʔ i	k a p i		k a p i i	i d͡ʒ a		k a ʔ a p i ʔ i	k a p i ʔ i	k a ʔ a p i	k a p i ʔ i	k a p i i		j a w a ʔ i p	j u a p	k a r u r a	i ʔ a n a m	k a ʔ a p ĩ		a m a r o p e ʔ a w	ɲ u ŋʷ a β			t͡ʃ õ		n i a gʷ a b u h u	k a p i ʔ i	k a p ĩ	j u a h a β	k a p ɨ ʔ ɨ	k a ʔ a p i ʔ i	k a ʔ a p i ʔ i		
86_green	o β ɨ				h u w ɨ	d͡ʒ u k ɨ r ɨ	o w ɨ		o w ɨ	k u ʔ i		a k ɨ r	o β ɨ	o w ɨ	o v ɨ			t͡s o w ɨ		ɨ k ɨ r a	i h ɨ r ɨ p	s u i k i r i	ɨ k ɨ r a	k ɨ r	o β ɨ	u b i				o β ɨ	o β ɨ	o w ɨ t e	o β ɨ	o w i	õ β ɨ̃	o β ɨ		j a k i
87_grow				m o h ɨ		dʒ e m a t ɨ̃			kʷ a kʷ a	k a k u w a		u a ʔ u	k a kʷ a a	k a kʷ a	k a kʷ a a	kʷ a kʷ a			a n a r u p	a i p a	t a ŋ	j u m u ɲ ã	t u a	t͡ʃ e m o t o w i		s i r i			k a kʷ a ʔ a w		a k a k u gʷ a β	g a m o i z a r d a		k a kʷ a				u b u
88_hand	p o	p o	p o	p ə		p a	p o	p o	p o	p o	p o	p o		p o	p o	kʷ ã	p o	hʷ a	p o	p u a	p o	p u	p u a	p a	k o	o	p o	m a	p o	p o	p o	p o	p o	p o	p o	p o	p a	o o
89_hair	ʔ a β	a w ã	a β	h ĩ ʔ ẽ	ʔ a β	a w	a p	a p	a	e a n k a ŋ a r a	j a k a r a	a w	a	ʔ a	a	a	a	ʔ a p	ʔ a p	j a k ɨ t͡s a	a p	a w a		a β	ʔ a β	a	ʔ a w	ʔ a m	a w	ʔ a β	a β	ʔ a	ʔ a β	a w a ʔ i	a p i r a	a p i r a	a g a	a
8_bamboo				t a ʔ a k ũ		t a u k a r	t a kʷ a r		t a kʷ a r ã s ɨ	kʷ a m a n	t a kʷ a r a	t a kʷ a r	t a kʷ a r a	t a kʷ a o w ɨ	t a kʷ a r a	t a kʷ a r	t a kʷ a	t a ʔ a kʷ a t	a kʷ a r	t a k a r a	a kʷ a r a	t a kʷ a r a		t a a kʷ a r		t a kʷ a			t a kʷ a r		t a kʷ a r	t a kʷ a r		t a kʷ a r a	t a kʷ a r i	t a kʷ a r i	t a kʷ a	
90_hammock	u p a w a	e k a h ĩ	t u p a w a	o p á	o p a	u p a v a	k ɨ a w	i n ĩ	k ɨ a	k i j a	k a h a	k ɨ h a w	kʷ ɨ h a	k ɨ a	k i h a	ĩ n ĩ		i n i	a i t ɨ	t u k i n i	ĩ n i	m a k i r a	t u kʷ i n i	o p a β	u p a w a	k i s a	t e kʷ a w a	e k a w ã	k ɨ h a w	u p a w a	u p a β	k ɨ h a	k i p a w a	k ɨ h a w	k e a		n o s i t e u	k i s a
91_happy	o r ɨ β	u r i		u r i	o r ɨ	u r ɨ p			o r ɨ	o l ɨ	i r a r á	u r ɨ w e t e	o r ɨ β	o r ɨ	o r ɨ			o r ɨ p	e k õ ẽ ã i	t͡s a r i w a	w e p i t	u r i	s a r ɨ w a	o r i β	o r ɨ β			a r ɨ r ɨ p	u r ɨ w	o r ɨ β	o r ɨ β	u r ɨ	o r ɨ β	o r i			a r ɨ	i o t e
92_hawk					kʷ a n o	kʷ a n u	k a ɤ a k a r ã	m u z a k	kʷ i r a p i n t a	t a w a t o		w ɨ r a h u	t a gʷ a t o	t a gʷ a t o	t a gʷ a t o	t a gʷ a t o	k i m i r ã	w ɨ r a p ɨ	kʷ a n ũ	w ɨ r a t͡s u	h ɨ w i	w i r a w a s u	w ɨ r a w a s u	m ɨ kʷ a t͡ʃ i g	t a gʷ a t o ʔ i a	m i t͡ʃ u		t͡ʃ ã p ã k a n i	z a w a t o	t o gʷ t o ʔ i a	t a gʷ a t o	t a w a t o	kʷ a n u		t a w a t o	t a w a t o	ŋ w ɨ r ã w	
93_heal	kʷ e r a w	pʷ a r a			m o k a t o	p e r a p	pʷ e r a β		kʷ e r a	gʷ e l a	kʷ e r a	m u k a t u	mb o gʷ e r a	kʷ e r ã m a	kʷ e r a		k a j ã	kʷ e r a p	p e r a p	m u t͡s a n a k a		kʷ e k a t u	m u s a n a k a	m o k a ʔ e	kʷ e r a w	mb u t͡ʃ e r õ			kʷ e r a w	kʷ e r a w	pʷ e r a β		kʷ e r a w	p u h a n a	pʷ e l a	pʷ e r a	h a t͡ʃ e gʷ a	b e r a s i ã
94_hearlisten	ẽ n u	e n u	e n u p	e n u	e n o m	e n u p	n a n o	ẽ t u p	e n u	e d u	n ũ	e n u	h e n u	e n u	h e n u	e n d u		a n u p	e n u w	e n u	ẽ t u p	e n u	s ɪ n u	e n oi	ẽ n u	ã n d u	i n u	i n o p	e n u	ẽ n u	e n u β	e n u	ẽ n u	e n u	e n u	e n u	n ə n d u	s ẽ d u
95_heart	ɲ a β e β u ɲ a			j ĩ ʔ ĩ m e	s ɨ ʔ o	ɲ i ʔ a	j ɨ̃	p o z i ʔ ã	p ɨ a	t u n a ɨ ɲ	i ʔ ã	j e ʔ ə	j e ʔ a ŋ	p ɨ ʔ a	ɲ e ʔ ã	a t õ p i r	j a ʔ a	p ɨ ʔ a		i j a	w e ʔ ã	p i á	ĩ j a	t͡ʃ ɨ ʔ o	ɲ a ʔ a ʔ ĩ	t͡ʃ i ã	s i ʔ o	t͡ʃ ɨ̃ ʔ ɨ̃	z ə ʔ ə	ɲ a ʔ a ʔ ĩ	ɲ ɨ ʔ ã	ʃ i r a h ã	ɲ a ʔ a ʔ ã ɲ ã	ð e ʔ ə w e	u ʔ ã			i ã ã
96_heavy	p o h ɨ i	p u h ɨ	p o h o j		p o h o j	p o h o j	p o ɨ j	p o t ɨ j	p oɨ	p o h i	i p a j	p u h u	p o h ɨ j	i p o ʔ i	p o h ɨ i	p o s ɨ i	p w ɨ	p o w ɨ j	p o ɨ i w u	i p u t͡s i	p o t ɨ j	p u s e	i p u ʃ i	p o h o i	p o h ɨ j	u s i		p o o j	p u h ɨ j	p o h ɨ i	p o s ɨ j	p u h ɨ i	p o h ɨ i	p o h i	p o ɨ j	p o ɨ j	p o ɨ	u s i
97_hedgehog		kʷ a n u					kʷ ã n u		k u i i	k ũ ĩ ʔ ĩ		kʷ a nd u		k u ĩ	k u r e k a ʔ a g u ɨ					kʷ a n a j u w a	j̃ u ʔ i	kʷ a n u			kʷ i ʔ ĩ	t a e	kʷ a n u		kʷ a n u		kʷ a n u	kʷ a n u			kʷ a n u			
98_help		p u t u h ũ		p i t i w ũ		p e t͡ʃ i v u u			mb o r ɨ	p o t ɨ̃ w õ	p ɨ̃ t ɨ̃ v ɨ̃ ɨ̃	p ɨ t ɨ w a	p ɨ t ɨ β o	p ɨ t ɨ v õ	p ɨ t ɨ v õ		k u w ẽ	p o p ɨ t ɨ w õ		j u m u i j a r i	p o w ɨ r o	p u ʃ i r ũ	j u m i a w ɨ r a	p o t ɨ β o	p o k o g	m i n g a	m u p o i r o	p ɨ r õ	p ɨ t ɨ w ə	p o k o g	p ɨ t ɨ β õ			p o t i w o	p ɨ t ɨ w õ	p ɨ t ɨ r õ		j i b i k i
99_hen	i n a m u t͡ʃ i ŋ	m a ʃ a k a r i	n a m u s i ŋ a	a r a k u r i	w ɨ r a p a s e	a r a k u r i	a r a k a l i		u r u	m a s a k a l a	t͡ʃ a m a k a j	z a p u k a z	u r u gʷ a s u	u r u	u r u	t a k u r a		k a r a k a r a k o	w ɨ r a s o kʷ ẽ	a t a w a r i	w a i p a k a	s a p u k a i a	a t a w a r i	β ɨ r a p a t͡ʃ e	i n a m u t i ŋ		w ɨ r a ʔ ɨ r a	w ɨ r ã k ã j	z a p u k a i	i n a m u t i ŋ	s a p u k a j	s a p u k a j	i n a m u t͡ʃ i ŋ	t a k u r a	m a s a k a l a	m a s a k a r a		e t i m a gʷ a
9_banana		p a r i r i	p a k u w	p a d͡ʒ i d͡ʒ i	s a t a	p a k a r e n ũ ʔ ũ	m a e a p a r		p a k o v a	p a k o	p a k o	p a k o	p a k o β a	p a k o β a	p a k o v a ʔ a	a p u		p a ʔ a k o p	p a n a n	p a n a r a	p a k u a	p a k u a	p a n a r a	t͡ʃ a t a	p a ʔ a k o w e t e a	k i a á		p a ã k o ʔ ã	p a k o	p a ʔ a k o w e t e a	p a k o β	p a k o	p a k o β a	p o k o	p a k o			k i a
