Cognate_ID	Arak	Arem	Bahnar	Bit	Bonda	Bru	BruVK	Bugan	Car	Chong	ChongH	Chrau	Cuoi	Dakkang	Deang	Didra	Gantang	Guanshuang	Hadang	Halang	Hre	Hu	Iduh	JahHut	Jahai	Je	Jeh	Jru	Juang	KSurin	Kadong	KahoChil	Kantu	Kasong	Katu	Kensiw	KhaPhong	Khamet	Khang	Kharia	Khasi	Khme	Khmer	Khmu	KorCua	Korku	Ksinmul	Kui	KxinhMul	LaoKatu	Liha	MBunong	MDip	MRolom	Ma1	Ma2	Mak	Malieng	Mane	Mang	Mangan	Mlabri	Mon	Mundari	MuongKoi	Nancawri	Neu	Nge	Nhaheun	Nyakur	Ong	Oy	Pakoh	Paliu	Pangpin	Panong	Parengi	Phong	PhongV	Plang	Pray	Rengao	Ruc	Rumai	Samre	Santali	Sedang	Semai	Semelai	SemoqBeri	Shuangdiang	So	Sora	Sre	Stieng	Taoi	Taoih	Tariang	Temiar	Tempuan	Thavung	ThavungSo	ThoMon	Tri	Tuum	Veh	Vietnamese	Wa	Yongde
60_night	ɦ a + p ɦ ɨə ʔ	l ɨ̀/ɨ m ʔ	m a ŋ	n ə ŋ + j ə l	t u m u ŋ g ɔ	s ə d a w N/⁵	s a d ʌ w	n ɛ ³³ + s au T/¹⁵ ⁵⁵	h a t ə m	kh/kʰ r ɛ ŋ B/²	kh/kʰ l ä/e ʔ ŋ A/¹	m a ŋ	t e m ³³	h ə b ɨ ʔ	s ɨ m	d i + m a ŋ	tʃ e m ⁵¹	p u ² + s o m ¹	m a ŋ	m a ŋ	m a ŋ	p l ə ³³ + p ɣ ɔ ³³	p î/i ə	s ə ŋ a t	h ə r k i t	m a ŋ ³³	m a ŋ T/¹⁵	m a ŋ	e nd/ⁿd a r o	j ô/o p	m a ŋ	m a ŋ	ʔ i dʑ u m	k r ɨ ŋ C/³ + l ɛ ŋ C/³	h ə j u m	h ɛ k u t	t a ŋ ɔ p ¹³	t ɨ k ⁵³	k o ³⁵	i ḍ/ɖ i b	m ie t	kh/kʰ ɔ ŋ ³¹ + h e k ⁵⁵	j ɔ p	p ə s ɨə m	k l o j	r a t o	p ə t	s ə d a w N/⁵	p ɨ t ³⁵	j u m	t ɛ e m ³³	m a ŋ	m a ŋ	m a ŋ	m a ŋ	r ə m a ŋ	s i d a w	t u ŋ o p ⁴⁴	n s u m ¹	t ua ŋ ³⁵ + s ua m ³⁵	ćh/tɕʰ iə m ⁵¹	n i + l ɛ k	b t a m	n i d a	d e m ²	h a t ə́/ə m	s ə d a w	l u ŋ + t a b u	m a ŋ	p ə t a m ¹	t a ʔ b ɨ	m a ŋ	i d a w	q a ³¹ + p ai ⁵³	tʃʰ e m ⁵¹	m a ŋ	u ŋ o ŋ	n ɛ l + b ɔ	n a m ²¹ + t e m ²⁴	t a ⁵¹ + b u h ⁵¹	l ɔ ŋ + ɲ c ɛ l	m a ŋ T/¹⁵	l ɨ m ⁴	k ə ⁵⁵ + d a ʔ ⁵⁵ + s ɛ	kh/kʰ r iə ŋ C/³	ɲ i nd/ⁿd a	m a ŋ T/¹⁵	t ə p m	p ə t ɔ m		t a ³¹ + b uə r ³³	s i d a w	t o + g a l	m a ŋ	m au		i d a w	w ə ŋ + m a ŋ	l a j ɛ g	m ə m a ŋ	h a ʔ m a h	ʔ a m a h ¹	h o m ⁴³	s a d â/a u	b ia ²¹ + t ae m ⁴⁵	ə m ʌ ŋ	ɗ e m	p o n + s o m	lh/l̥ e ³¹ + p o ³³
61_nose	m u h	m ù/u h	m u h	m oi h	n + s e ʔ + m i ʔ	m u h B/²	m u h	p ə ⁵⁵ + m ã T/¹⁵ ³¹	ɛ l + m ɛ h	k ə t u t A/¹	t o t A/¹	m u h	m u l ³¹	m u h	m ui h	m ɔ h	m ɔ t ³³ + t i ⁵⁵	m ə lh/l̥ ¹	m u h	m u h B/²	m u h L/⁵⁵	k ə t ə ʔ ⁵⁵	m û/u		m ɔ h	m u ⁴³⁴	m u h L/⁵⁵	m u h	m o t e j	c/ts m ɔ h	m u h	m u h	m ɔ h	p a t u t A/¹	m ɔ h	m w õ/o h	m u j ³³	t u t ⁵³ + t ə ʔ ⁵³	m o dʒʰ ³⁵	r o m o ŋ	kh/kʰ m u t	th/tʰ u ³¹ + t e ⁵¹	c/ts r ə m u h	m u h	m u h	m u	m o h	m u h B/²	m ɔ h ³⁵	m o h	m u c ³¹	m u h	m u dʒʰ + m u h	m o h	m o h	m o h	m u h	m ŭ h ²⁴	mh/m̥ u l ³³	ŋ ⁵⁵ + m y ⁵¹	m ui t ³³	m ɔ h	m u h	m ũ/u	m u j ²	m u á/a h	m o h	m u h	m u h	h m ɔ h ¹	m u h	m u h	m o h T/¹⁵	l ɔ ŋ ³³ + m i ¹¹	m ui ³¹	m u h	m u ʔ	m ɔ h	m u c ⁴²	m ɨ h ³³	m u h	m u h L/⁵⁵	m u rh/rʰ ²	k ə ⁵⁵ + d o ŋ ⁵⁵ + m u	u h B/²	m ũ/u	m o h L/⁵⁵	m u h	m u h	m u h	gh/gʰ ɔ k ³³ + mh/m̥ u ³¹	m u h B/²	m ʔ u	m u h	t ə r m o h	m o h A/¹	m o h T/¹⁵	m ɔ h	m ə h	m awh/au	n ɨ i h	ʔ a s u ¹ + m u s ¹	m u j ⁴³⁴	m u h	m u c ²¹	m u h	m ũ/u i	m ɨ i h B/²	th/tʰ u ³¹ + t e ⁵⁵
62_not	ɲ ɨ + ʔ a j	v a ŋ	ʔ ɨ h	b a	a n ḍ/ɖ a	t ʌ N/⁵	t a b ɨ n T/¹⁵	m ə ⁵⁵	h o + ə	ʔ i A/³⁴ + c/tsʰ ə j C/³	ʔ i h A/¹	ʔ e ʔ	h ʌ ³¹	w e	ʔ ə	ʔ o h L/⁵⁵	p u ³³	s e ʔ ¹	b ə́/ə j	ʔ b e	ʔ u h L/⁵⁵	p a ʔ ³³ + ɣ ə ⁵⁵	d î/i + m î/i ə n	h ə t		d e ʔ ³¹	d e j T/¹⁵	ʔ i h + m e n		m a n	ʔ u h	ʔ o ʔ	k a h	k ɔ h A/¹	k a h	b ə j a ʔ	d e ³³	m a ʔ ⁵³	b ə ʔ ³³	a b u	e m	m a k ³¹ + k ə ʔ ⁵³	m i n	ʔ a m	l ɛ			h ɨ ʔ N/⁵	k ɔ ʔ ³¹	ʔ j ɔ̂/ɔ ʔ	h u ŋ ³³	n ə w	b ə ʔ	a j + s ɔ	ʔ ɨ ʔ	s o + d i		d e ³³	ʔ u n ³⁵	ʔ a m ³¹ + c ə ⁵⁵	tɕ iə k ³³ + kh/kʰ ɔ ³³	k i + m ɛ n	h a	k a	ɔ ⁴	h a t	h o h	ʔ ə n	ʔ ʌ n + t r ɔ	k u ¹	l ə u	ʔ i h + t r ɔ	k a h	ʔ o ³³	tʃ ə k ³¹	b ə́/ə j	i n k u	c/ts i	n ɔ ²⁴ + m ɛ n ⁴²	m a ŋ ³¹	ʔ a j	b i ʔ L/⁵⁵ + o h L/⁵⁵	β a ŋ ³	u ⁵⁵ + m o h ⁵¹	k o h A/¹	b a	ʔ o h L/⁵⁵	p ɛ ʔ	b e h	b e h	tɕ ə k ³¹ + tɕ o ³³		i dʒ + dʒ a	ʔ ə	b u n	t ə j A/³⁴ + d ɔ C/³	k a h	j o ʔ	h ɔ̃/ɔ j	u + t i + o h	ʔ ɔ h B/²		ʔ ɔ ³⁴ ʔ	t ʌ + b ɨ n	n ɔ ²¹² + m ɛ n ²¹²	ʔ ɛ	kh/kʰ ô/o n g	ʔ a ŋ	ʔ ai ³¹ + t i ³¹ + l a
63_one	m o j	m ù/u c/ts	m u ɲ	n ə ŋ	m ui ḍ/ɖ a	m uə j B/²	m uo j	b ɔ ⁵⁵	h e ŋ	m o j D/⁴	m u ʔ j B/²	m uo j	m o t ³¹	m u j	ʔ u	m u e j ʔ	m u ³³	t e ʔ ²	m uə j ʔ	m o j B/²	m o j ʔ L/⁵⁵	a m o ³³	h a nd/ⁿd ɨ j	n w ɛ j	n ɛ j	m u j ⁴³	m ui L/⁵⁵	m u j	m u ɲ t o	m ô/o j	m uə j ʔ	d u l	m u j	m o j D/⁴	m ɨ j	n a j	m o c ³³	n ɨ ŋ ³³	l ɔ ʔ ³¹	m o ɲ	w ei	m o ⁵¹	m uə j	m o j	m u dʒʰ	m i j a ʔ	m e t	m u j B/²	m e t ¹³	m u j	m o t ³¹	ŋw/ŋʷ a j	m w a j	m u e	m ua j	m uə j	m uo i	m ɨ c ²²	t i ʔ ³³	m a k ⁵⁵	a ⁵⁵ + m u ³³	m ɔ j	m w a j	m i j o d	m o c ⁵	h ĩ/i a ŋ	m ə j ʔ	m uə j	m u j	m ua j ²	m uo i	m u j	m o j T/¹⁵	m ə ³³	m u ³¹	m u j	b o ʔ j	p i	m o c ⁴²	t i ³¹	m i ʔ + ʔ a n	m o j ʔ L/⁵⁵	m oi c/ts	u ⁵¹	m u j C/³	m i t	m o j L/⁵⁵	n a n ə ʔ	m u j	m u j	m u ⁵¹	m ua j	ə b ó/o i	d u l	m uo i	m o j C/³	m u j	m u j	n e j	m ɛi ɲ	m o t B/²	m i t ¹	m o t ³⁴	m uə i	m u c ²¹	m u j	m ɸ t	t i ʔ B/²	m u ⁵¹
64_person	p ə r ŋ ɦ ɨa j	k a n + c m r a w ʔ	b ə ŋ a j	p u ç i ŋ	r e m ɔ	k ua j N/⁵	k ua j T/¹⁵	p ia u ³⁵	t a + r i k	k ə c/tsʰ ɨ m C/³	c/ts ɨ m B/²	t a m u n	k ɨə j ³¹	p ə n u lh/l̥	t u + ʔ i	m ə ŋ ei	ʔ u ⁵¹	p ui ²	ŋ a j	m ə n u dʒʰ B/²	m a ŋ a j	i ⁵⁵	ph/pʰ r â/a m	dʑ a h	m ə n r a ʔ	ŋ iə j ⁴²	m ə ŋ a j T/¹⁵	p ə n u dʒʰ	l u k o	m n ɨ h	m ə ŋ a j	m ə n u dʒʰ	m a n i h	k a s ɨ m D/⁴	m ə n ɨ dʒʰ	m a n i ʔ	m ə l ɛ ŋ ³³	i ʔ ⁵³	k o n ³²⁴	k a ṛ/ɽ	b r i w	ʔ i ⁵³	m a n u s	g o n	m ə n i h	k o r o	ks/kˢ i ŋ	k u j N/⁵	kh/kʰ ə s i ŋ ³³	t a kh/kʰ u j	ŋ a j ⁴³	b u + n u dʒʰ	b u n u dʒʰ	n e h	c/ts ə r ɔ	m ə n e h	k ua j ʔ	m ə l ie ŋ ⁴⁴	p əi ³¹	h a ⁵¹	u ⁵¹	m l a	m n i h	h o ṛ/ɽ o	m ɔ l ⁵	p a j ú/u h	k u j	k a m a t	ŋ u dʒʰ	ɲ a h ²	k u j	ŋ a j	t i k ua j L/⁵⁵	ch/tsʰ e ¹³	ʔ u ⁵¹	ŋ a j	l o k	ʔ a h	k u n ²¹	p əi ⁵¹	kh/kʰ r a m	m ə n u dʒʰ	ŋ a j ²	t e ⁵⁵ + i ⁴¹²	k a s ɨ m C/³	h o ṛ/ɽ	h ŋ i T/¹⁵	s ŋ ʔ ɔ̃/ɔ j	s ə m a ʔ	s a m a ʔ	ʔ u ⁵¹	l a k u w e j	m a nd/ⁿd r a	c/ts au	b ə n ɛ h	k u j C/³	t a k + k u j	p ə ŋ a j	s ɛ n ʔ ɔ j	p ə n oi h	k o n C/³ ¹	k o n ³	m ɔ ə n ³⁴³ˀ/³⁴³	k uə i	k o n ³³	m ə ŋ a j	n g u ò/o i	p ui B/²	ʔ u ³³
65_rain	b i	m ì/i ə	ʔ m i	c/ts î/i + l ia ŋ	s i p u ṭ/ʈ a p	m ia B/²	m ia	kh/kʰ ou ³⁵	k u m + r a h	k ə m a ʔ C/³	m a ʔ A/¹	m i	m â/a ²⁴ ʔ	t ə ŋ	k l ai	g u ŋ L/⁵⁵ + m e L/⁵⁵	l ai ⁵¹	lh/l̥ ɛ ʔ	m iə w	ʔ m ie	m e L/⁵⁵	s a ³³ + l e ʔ ⁵⁵	g a m â/a j	m i ʔ		m i ⁴³⁴	ʔ m + r ia h L/⁵⁵	ʔ m ɨə	g i m a	ph/pʰ l i ɲ	m iə w	m i h	b ɔ	k a m a D/⁴	b â/a	ʔ u dʑ a n	c/ts ɨ ŋ ¹³	tɕ u ŋ ⁵⁵	k l iə ³⁵		s l a p	ph/pʰ i ³¹ + tɕ o ŋ ⁵⁵	bh/bʰ l iə ŋ	k ə m a ʔ	j i t	gh/gʰ a m a ʔ	ʔ ə m ɨə	m ə m ia N/⁵	ʔ ə m iə ³³	b ɔ	m a ⁴³	m i h	m i h	m i h	m i h	m i h	m iə	c/ts ɨ ŋ ⁴²	lh/l̥ e ʔ ³⁵	m a ³¹	lh/l̥ e ⁵¹	m ɛ ʔ	b r a j	g a m a	m ɨə ²	ʔ a m í/i h	p l a h m a	p r a h + b ɔ	ʔ m ɨə	ph/pʰ r ɛ j ²	t â/a ŋ	b ɨa	b ɔ	q ɔ ⁵⁵	l e ʔ ³⁵	s i t	ḍ/ɖ a ʔ	y a r + k m i	k ə m a ²¹	l ei ⁵¹	m ia ʔ	m e L/⁵⁵	k ə m əa ²	k l ai ⁴¹²	k a m a C/³	d a ʔ	m e T/¹⁵	m a n i ʔ	ʔ a r e ʔ	g ə m a	lh/l̥ ei ⁵⁵	m əa	g ə n ú/u r	m iu	m i	t ə ŋ A/¹	b ɔ	ʔ m j ə	t ə h	b ʔ a j	m a l o j C/³	b a l ɨ j ³	m ɨə ⁴³	m ia	m a ³³	dʑ ə n	m u a	lh/l̥ ɛ ʔ	l ai ³³
66_red	p ə r ɦ w o ŋ	i k a l ʔ	ʔ b r e	ʔ oi t	s i y e	k ə s a w N/⁵	k u s a w	l a T/¹⁵ ³³	ŋ ã + v ə	ŋ ə j C/³	ŋ ə j B/²	p rh/rʰ ɔ	d ɔ ³⁴³ˀ/³⁴³	b r o ŋ	r ɨ̆ ŋ	g o h	s a ŋ ³³	rh/rʰ a k ¹	t u m	d u m	g ɔ h L/⁵⁵	s ə ʔ ¹¹ + ɣ i ŋ ⁵⁵	g r â/a m	r ə ŋ a p	r ə h ɨ k	s ɔ ʔ ³⁵	d u m L/⁵⁵	d u m	s u nd/ⁿd u r u	kh/kʰ â/a m	t u m	b r o ŋ	p r o ŋ	ŋ a l C/³	b r o ŋ	t ə h ɔ̃/ɔ ɲ	t ɔ ⁴³	h ɛ ŋ ⁵⁵	ʔ ɛ l ³⁵	dʑ o ŋ g o r	s a w	h e ŋ ³³	k r ə h a m	j i m	d o p	r a t a	k ə ʔ e t	k ə s a w N/⁵	kh/kʰ ə ʔ ɛ t ³⁵	p r o ŋ	k o n ³³	tʃ a ŋ	m h a m	b r u ŋ	b r u ŋ	b r u ŋ	k ə s a w	t ɔ ⁴³⁴	s ə kh/kʰ r a k ³⁵	d a ŋ ³¹	th/tʰ r a ŋ ⁵¹	l ɛ ŋ	ph/pʰ k e t	a r a ʔ	d ɔ ⁴	ʔ a k	ḳ/k ə s a w	s ɔ ʔ	d u m	p ə lh/l̥ e ɲ ¹	k a s ɔ ʔ	th/tʰ ɨa ŋ	k u s ɔ	k ɔ u ⁵³	tʃʰ r a ŋ ³⁵	d u p	r o ŋ	ks/kˢ ɔ r	k o l ²⁴	s a ³¹ + kh/kʰ a k ³³	s i + s ô/o	d u m L/⁵⁵	t ɔ ¹	r o n ⁵⁵	ŋ a l A/¹	a r a ʔ	t ua m L/⁵⁵	r ŋ a ɲ	m i r a h	s u r ɔ t	c̣h/ʈʂʰ r a ŋ ⁵¹		dʑ ʔ e	p ə rh/rʰ i	p ə rh/rʰ e	k ə s a w C/³	k u s ɔ	b r o ŋ	c/ts ə l ə g	kh/kʰ r ə j	t ɔ h B/²	t ɔ h ¹	t ɔ ⁴¹	k ə s au	k ao l ⁴⁵	s ɔ ʔ	ɗ o ʔ	r au h	z a ŋ ¹¹
67_road	n t u ŋ	u r æ ʔ	t r ɔ ŋ	g ə nd/ⁿd ä/e ŋ	l u e n	r ə n a N/⁵	r a n a	h o ⁵⁵ + c iu ³³	t a + l ə + k ə	kh/kʰ l a A/¹	kh/kʰ r a A/¹	t r ɔ ŋ	t a ŋ ²⁴³ˀ/²⁴³	k ə l ə ŋ	n t ɛ ŋ	t r uo ŋ	k r o ŋ ³¹	k r a ʔ ¹	cw/tsʷ a ŋ	t r uo ŋ	t r oa ŋ	t ə ŋ ³³ + ɣ ɔ ŋ ³³	kh/kʰ r û/u ŋ	n w ə ŋ	g l ɔ ŋ	t ú/u k ³¹	t r ua ŋ L/⁵⁵	c/ts r uə ŋ	g o ṭ/ʈ o ŋ	ph/pʰ l ʌ w	cw/tsʷ a ŋ	g u ŋ	k ə l ə ŋ	kh/kʰ r a A/³⁴ + s i ɲ C/³	k a l ʌ ŋ	g ə l ɔ ŋ	k u r a ³³ˀ/³³ + ʔ ə c ³	a + ɣ ɔ ŋ ³¹	k l i ŋ ³³ + p a j ³⁵	g o g + dʑ u ŋ	s u r o k	ʔ ə ³¹ + h ua ŋ ³¹	dʑ l u w	ŋ ɔ r	t ú/u ə k	k o r a	t u m	k ə n a N/⁵	t u m ³³	k a l ə ŋ	kh/kʰ l a ²⁴	t r ɔ n	c/ts ɔ n	t r o ŋ	ʔ g u ŋ + s ɔa ʔ	g u ŋ + s ua ʔ	r ə n a	t ᵻ̯/ɨ a ŋ ³³ + ʔ ə c/ts	kh/kʰ x a ʔ ³⁵	g a ⁵¹ + t o ʔ ³¹	n k r ua ŋ ⁵¹	ŋ ɔ r	g l o ŋ	h o r a	a ŋ ³ + kh/kʰ a ³	k a j í/i	k ə n a	k ə r n a	t r uə ŋ	t r ɔ w ¹	kh/kʰ ə r n a ʔ	t r uə ŋ	k a r n a	m u ɔ ³¹ + k ɔ ⁵³	g r ua ŋ ⁵¹	t ú/u ə k	k u r o ŋ	k r u ŋ	kh/kʰ l a ⁴⁴ + n e ⁴²	kh/kʰ a ⁵¹ + h ɔ n ³³	r uə ŋ + c ɔ ŋ	t r o ŋ T/¹⁵	t ɨa ŋ + t i	d â/a n ⁴¹²	kh/kʰ r a A/¹	h o r	t r oa ŋ T/¹⁵	n u ŋ	t ə r o ŋ	t ə r u ŋ	g r ua ŋ ⁵¹	r a n a + t i n o n	t a ŋ ó/o r	g u ŋ	t r ɔ ŋ	k ə r n a C/³	k a ɭ ə ŋ L/⁵⁵	t r ua ŋ	n ɔ ŋ		kh/kʰ a ʔ l a ʔ + t i C/³		t a ŋ ³⁴	r a n a	kh/kʰ l a ²¹²	ṭ/ʈ uo ŋ	ɗ ɨə̯ n g + ɗ i	k r a ʔ	k r ɔ ŋ ³¹ + k ɔ ŋ ³¹
68_root	r ɛ h	r ì/i h	r ə h	r ia h	r e g i	r e h B/²	r e h	ɣ a ɨ T/¹⁵ ¹³	r ɛ h	r e t C/³	r e t B/²	z i j ie h	h l ɨa c ²¹	h ə r ia lh/l̥	r ia i h	r e h	r ɛ t	r ia l ²	r i h	r ie h	r ia h	ɣ e t ³³	r î/i ə	r ə ʔ j ɛ s	dʑ ə ʔ e s	s e j ʔ ³⁵	r ia dʒʰ T/¹⁵	r ia h		r ɨ h	r j a h	r i c/ts	r ɛ a h	r e h A/¹	r ie h	ʔ i j e s	r ɛ r ³³	ɣ ɛ h ³¹	h a k ³¹	dʑ u ḍ/ɖ	t y n r ai	j ɛ ⁵¹	r ɨ s	r iə s	r j a h	dʑ a ṛ/ɽ i	g e h	r ɛ h B/²	r ɛ h ³⁵	r ia s	lˠ ɨə c ³¹	r ɛ h	r j ɛ h	r ɛ h	kh/kʰ a	h r ɛ ʔ	ʔ p u m	ɣ iə h ²⁴	x e lh/l̥ ³³	m a n ³¹	r ia t ⁵¹	r ɛ l	r ui h	r e d	h r ɛ t ⁵	y ia h	l ɛ h	r iə dʒʰ	r iə h	r i h ²	r ia dʒʰ	r ia dʒʰ	r ɨa dʒʰ T/¹⁵	j i ¹¹	r ia i ⁵¹	r j a h	c/ts e r	r iə s	h l ɨa c ⁴²	h e h ⁵¹	h a k	r i h T/¹⁵	l e ɛ r ²	r ə h ⁵¹	r i h C/³	r e h e t	r e j L/⁵⁵	r ʔ e s	r ɛ s	r ɛ h	ŋ ə p ³³	r i h	b a l é/e ŋ	r y a s	d r ie h	r ia dʒʰ C/³	r ia s T/¹⁵	r ia s	t e k	r i j a h	h ɛ h B/² + th/tʰ a ŋ	h ɛ h ¹	r a c ³⁴	r ɛ ʌ h	h l ɨa c ²¹	r ie h	r e	r ia h B/²	r ɛ ³³
69_round	k ə p o m	t l ò/o n	t ə w i l	tɕ ə l + v ia l			v ɨ l	p ə̩/ə w a t ³¹	c/ts u + v i	k l ɔ A/¹	k l â/a A/¹	t r o n + r a w e ɲ	k l ɔ n ³³	h ə l ə m	k ə l ɔ ŋ			m u ¹	v ɔ	t ə ŋw/ŋʷ i l	d a w e ɲ	m a l ⁵⁵	k ŏ m				t a w i l L/⁵⁵	l ua n		k m o l	h ə v ɔ	w ə l	p a p ɔ l	m o r B/²	w i l	t ɛ l ɛ w	k l u n ³³	m u n ³¹	m o n ³²⁴		p y ɭ u n	m u n ⁵¹	m u l	m̥ o n	w i l		m o n	d u l N/⁵	khw/kʷʰ a ŋ ³³		k l o m ³³	rw/rʷ a ŋ	rw/rʷ a l	w ɨ l	v i l	v e h l	k l a m	k l ɔ n ⁴⁴	l u l ⁴ + l ie l ¹	m ə ŋ ³¹ + v i ɨ ⁵¹	m ɨ n ³³	k l o m	kh/kʰ d o m	g o l	t l ɔ n ¹	k ĩ/i l	l ə w e	p a ɭ o l	p ɔ m	k ə l p u m ¹	m̥ o n		p ə p o l T/¹⁵	t e ⁵⁵		v i l	g u r ú/u m	t b ɨ r	k l u m ²⁴	l ui ³¹ + l ei ³³	k o m	t ə w i l L/⁵⁵	k l ɔ n	k l a ŋ ⁵⁵	m u r C/³	a c u r	t ə w ɔ T/¹⁵		b u l a t				j a r + j á/a r	w i l	rw/rʷ ɨ l	ɲ c i l A/³⁴ + w i l A/¹	p a p o l T/¹⁵	p ə l ɔ m			m ɔ n	k a l ɔ m	ṭ/ʈ ɔ n ⁴³⁴	k l â/a m	k l o m ⁴⁵	p ɔ m	t r ò/o n	l ɔ m + l e	m o n ⁵¹
6_bird	c/ts e m	i c ɪ m	s ɛ m	tɕ e m	p i r i ʔ	c/ts ɛ m N/⁵	c/ts ə m	s au ³³	c/ts ɛ + h ɛ + c o n	ch/tsʰ i m C/³	ch/tsʰ i ʔ m A/¹	s u m	c/ts i m ³³	b ɔ ŋ + p a r	s i m	c/ts i b m L/⁵⁵	tʃ i p ⁵⁵	s ɛ m ¹	c/ts i m	c/ts i m	c/ts i m L/⁵⁵	a ³³ + ç i m ⁵⁵	c/ts î/i ə m	c/ts ɛ m	k a w a w	c/ts ɛ p ³¹	c/ts i m	c/ts e m	k o n t e ḍ/ɖ		c/ts e m	s e m	ʔ a c i m	ch/tsʰ i m B/²	ʔ ə c i m	k a w a w	ʔ o ³³ˀ/³³	a + ç i m ¹³	c/ts e m ⁴⁵	k o n th/tʰ e ḍ/ɖ	s i m	ʔ a ³¹ + s i m ¹³	s a t + s l a p	s i m	s e p		c/ts e m	c/ts ɛ m N/⁵	c/ts e m ³³	a c i ʔ	c/ts i m ³³	s i m	s ɨ m	s ɨ m	c/ts i m	s i m	c/ts ə m	ʔ o ¹⁴ ʔ	s i m ³⁵	s ɔ m ³⁵	a ³³ + ćh/tɕʰ i m ³³	ʔ a t	g a c e m	c/ts e ŋ e	c/ts i m ²	s i c ú/u + a	c/ts ɛ m	c/ts e m	c/ts e m	ɲ c iə m ¹	k a j l e m	c/ts e m	ʔ ə c e ʔ T/¹⁵	s a n ⁵³	tʃʰ i m ⁵¹	k a s i p	p o r i ʔ n	s o m	c/ts i m ²⁴	s i m ³³	s e m	c/ts i m L/⁵⁵	i c i m ¹	s i m ⁴¹²	ch/tsʰ i m C/³	c/ts ẽ r e	c/ts e m L/⁵⁵	c/ts ɛ p m	c/ts i m	k a w a w	ćh/tɕʰ i m ³¹	c/ts e m	o n t i d	s e m	c/ts o m	l ə m b ɛ c A/¹	a c e ʔ T/¹⁵	c/ts e m	c/ts ɛ p	s e m	h a ʔ + c ɔi	ʔ a c ɔ j ¹	c/ts i m ⁴³	ch/tsʰ o ə̌/ə m	c/ts i m ⁴⁵	c/ts e m	ch/tsʰ i m	s e m	ç i p ⁵⁵
70_sand	p ɨə + h a c/ts	t a k a c/ts	c/ts uə h	s c ia ʔ	b a l i		c/ts ua h T/¹⁵	e ⁵⁵ + e ⁵⁵	k u + j a j + j ə	k ə l a ŋ D/⁴	l a ʔ ŋ A/¹	cw/tsʷ o h	kh/kʰ r a j ²⁴	h ə k a ɲ	kh/kʰ ai ʔ	b r e h	s ai ⁵⁵		p r e h	c/ts uo dʒʰ	b r a dʒʰ	n + s a t ³¹	h a ŋ k a j		p a n t ɛ j	c/ts ə w ⁴²⁴	c/ts oi h T/¹⁵	ph/pʰ a c/ts	b a l i	ks/kˢ a c/ts	b ʔ r e h	c/ts a dʒʰ	th/tʰ ɔ ŋ	k a j a ŋ D/⁴	th/tʰ ɔ ŋ	p a s i	k a r a ŋ ⁴³⁴ ʔ	a + s a t ³³	s a j ³²⁴	r o k e ḍ/ɖ	sh/sʰ y ia p	ʔ a ³¹ + s a t ⁵⁵	kh/kʰ ə s a c/ts	s r e h	cw/tsʷ a h	b i t i l	d i ŋ + s a j	s ə k a c N/⁵	h ɨ n + s a j ³³	c/ts ua h	kh/kʰ l ɛ ²⁴	tʃ ɔ dʒʰ	r ə k a t	k ie k	c/ts a dʒʰ	c/ts a dʒʰ	c/ts ə ŋ a j ʔ	k a ɣ ɨ ʌ ŋ ³³ + a d ɛ ʔ	s ai ³¹	ʔ a ³¹ + m a t ⁵⁵	ŋ ə s ai t ⁵¹	s a j	b a t i	g i t i l	k a c ³	p í/i a t	s ə ʔ a t	ŋ k ɛ ɲ	ph/pʰ a c/ts	n t ɨ l ¹	h a k a j ʔ B/²	b r u k	c/ts ua h T/¹⁵	k ai ¹¹	ʒh/dʑʰ ai k ⁵¹	cw/tsʷ a l	l a k i ʔ	k a c/ts	kh/kʰ l ɛ ⁴⁴	s ai ⁵¹	s a j	c/ts u dʒʰ T/¹⁵	t ə k a c ³	kh/kʰ ai ⁵¹	k a s ɛ c A/¹	g i t i l	p r e j L/⁵⁵	p a s i r	p a s i r		ʒ́h/dʒʰ ai k ⁵¹	c/ts u w a h	l a k i dʑ	b r à/a s	r k a	h ə k a j ʔ A/¹	a k e ɲ T/¹⁵		p a n t ai		th/tʰ ɛ h B/²	ʔ a t a k + th/tʰ ɛ h ¹	k a t ³¹	s a j	kh/kʰ l ɛ ²¹²	c/ts ua h	c/ts á/a t	mh/m̥ ai k	s ai ⁵⁵
