Cognate_ID,Achang,Alike,Atsi,Bahing,Bantawa,Batang,Beijing,Bokar,Bola,Bunan,Byangsi,Chaozhou,Chepang,Daofu,DarangTaraon,Dulong,Garo,Guangzhou,Hakha,Hayu,Japhug,Jieyang,Jingpho,Khaling,Kulung,Lashi,Lhasa,Limbu,Lisu,Longgang,Lushai,MaerkangrGyalrong,Maru,Mikir,MotuoMenba,OldBurmese,OldChinese,OldTibetan,Rabha,Rangoon,Rongpo,Tangut,Thulung,Ukhrul,WobziKhroskyabs,Xiahe,Xiandao,Xingning,Yidu,Zhaba
10274_133_themouseorrat,,,,,,,,,,,,ŋ i o./o u ⁵³/³⁵ tsʰ ɯ ⁵³/¹¹,,,,,,l o./o u ²³ s y ³⁵,,,,ŋ i a u ³¹/³⁵ tsʰ ɯ ³¹/¹¹,,,,,,,,l a u ⁵⁵ tsʰ u ³²,,,,,,,l̥ a ʔ,,,,,,,,,,,l ɑ ɔ ³³ ʈʂʰ u ²¹,,
10275_134_themouth,,,,,,,,,,,,tsʰ u i ¹³,,,,,,,,,,tsʰ u i ¹³,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279_239_thewing,,,,,,,,,,,,,,,,,,j ɪ k ²,,,,,,,,,,,,j ɪ t ⁵,,,,,,,,,,,,,,,,,,ʐ ʅ ⁵ kʰ a ʔ ²,,
1027_124_many,nʲ ɔ ³¹,,m j o./o ²¹,,,,,,m j a ³¹,,,,,,,,,,,,,,,,,m j ɔː ³³,,,m i ɑ ³¹,,,,m j ɔ ³⁵,,,m j ā/aː h,,,,m j ɑ ⁵⁵,,,,,,,nʲ ɔ ³¹,,,
10280_239_thewing,,,,,,,,,,,,s i ʔ ⁵,,,,,,,,,,s ɛ k ⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10282_13_tobite,,,,,,,,,,,,k a ³³,,,,,,,,,,k a ³³,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10283_21_toburnintransitive,,,,,,,ʂ ɑ o./o ⁵⁵,,,,,s i ɛ ³³,,,,,,s i u ⁵³,,,,s i ɔ ³³,,,,,,,,s a u ³³,,,,,,,,,,,,,,,,,,,,
10288_221_tomorrow,,,,,,,,,,,,m a ¹³/⁵³ z i k ⁵,,,,,,,,,,m a ¹³/⁵³ z ɛ k ⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10289_226_two,,,,,,,,,,,,n ɔ ³⁵,,,,,,,,,,n ɔ ³⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028_50_far,v e ³¹,,v e ²¹,,,,,,v ɛ ³¹,,,,,,,,,,,,,,,,,v ɛː ³³,,,ɯ ³¹,,,,v a ³⁵,,,w i j h,,,,w e ⁵⁵,,,,,,,v ɛ ³¹,,,
10295_129_morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d ə r,,,,,,,,,,,ʈʂ ɑ ɔ ⁴⁵/³⁵ ʂ ɿ n ²¹ tʰ i u ²¹,,
10297_157_therainbow,,,,,,,k ɑ ŋ ⁵¹,,,,,,,,,,,k ɔ ŋ ³³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10298_157_therainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ ɔ i ³³ h ʊ ŋ ²¹,,,,,,,,,,,,,,,,,,tsʰ a i ²¹ f ʊ m ²⁴,,
102_226_two,,ɣ ȵ i,,n i k s i,,ȵ i ⁵⁵,ə˞ ⁵¹,a + ȵ i,,n i s k i ŋ,n a ʃ ɛ,,n i s,ɣ n ə,k ɑ ³¹ + n̩ ⁵⁵,ɑ ³¹ + n i ⁵⁵,g i n i,j i ²²,p a n̥ i ʔ,n a k p u,ʁ n ɯ z,,,,n i t tʃ i,,ȵ iː ⁵⁵,n i,ȵ i ³¹,ŋ i ⁵⁴,,k ə + n ᴇ/e s,,n ì/i,ȵ i k + ts i ŋ,nh/n̊ a c,n i j + s,g ɲ i s,a + n i ŋ,n̥,nh/n̊ iː s,n j ɨɨ/ɨː ²,n ʌː,kʰ ə + n i,j n æ̂,h ȵ i,,n i ⁵³,k ɑ ³¹ + n i ⁵⁵,n ɛ ¹³
10302_65_theforest,,,,,,,,,,,,s i m ³³,,,,,,,,,,s i m ³³,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10303_123_themanmalehuman,,,,,,,,,,,,n a ŋ ⁵⁵,,,,,,,,,,n a ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306_69_thefrog,,,,,,,tɕʰ i ŋ ⁵⁵ w a ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qʷˤ r e,,,,,,,,,,,,,
10308_61_theflower,,,p a n ²¹,,,,,,p ɛ̃ ³¹ + p ɔ ³⁵,,,,,,,,,,,,,,n a m ³¹ + p a̠ n ³³,,,p a n ³³,,,,,,,,,,,,,p a r,,,,,ʔ a + w a n,,,,,,
1030_153_toplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k a + c ā/aː h,,,,k ɑ ⁵³ + s ɑ ⁵³,,,,,,,,,,
10313_165_therope,,,,,,,,,,r a ɕ i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r ə s s i,,,,,,,,,
10314_179_short,,,t o̰ t ²¹,,,,,,,,,,,,,,,,,,,,t o̠ t ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,
10319_200_thestar,,,,,s a ŋ k e n,,,,,,,,,,,,,,,,,,,s ā/aː ŋ g ʌ r,s ɔ ŋ g e r,,,,,,,,,,,,,,,,,,,,,,,,,
1031_91_tohold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k o₂/o ṅ/n,,,,k ɑ̃ i ²²,,,,,,,,,,
1032_131_themother,,,,,,,,,,,,,,,,,,,,,,,,,,a ⁵⁵ + m j ḭ ⁵³,,,,,,,a ⁵⁵ + m j ḭ ⁵⁵,,,ʔ a + m i j,,,,ɑ ⁵³ + m e ²²,,,,,,,,,,
1033_134_themouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p ā/aː h + c a p,,,,p ɑ ⁵⁵ + s ɑ ʔ ⁴,,,,,,,,,,
10343_36_dirty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t è/e r,,,,,tʰ e l + tʰ e l,,,,,,,,,,,
10348_41_thedust,,,pʰ u i ²¹ + l a̰ u ⁵¹,,,,,,pʰ ə̆ ³¹ + l a u ⁵⁵,,,,pʰ u t + s a ʔ,,,p ɑ ³¹ + p u ⁵⁵,,,,,,,n u m ⁵⁵ + pʰ u ⁵¹,pʰ ʌ r k i,pʰ u l,pʰ ə̆ ⁵⁵ + l o̰ u ³³,,,,,v a i + v u t,,pʰ ɔ̆ i ³⁵ + l ṵ k ³¹,,pʰ u r + ts i,pʰ u n,,,h á/a + d u + b u r,pʰ õ ²²,,,pʰ u r k u,c i + f u,,,,,,
10349_44_theearthsoil,,,,,,,,,,,,,,,kʰ ɯ ³¹ + l ɑ i ³⁵,,,,v o./o + l â/a y,,,,,,,,,,,,l e i,,,l o./o ng/ŋ l eː,,,,,,,,,,ŋ ə + l e j,,,,,kʰ ɯ ³¹ + l ɑ i ⁵³,
1034_147_oldofperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʔ u i w,,,,o./o ²²,,,,,,,,,,
10357_57_five,ŋ ɔ ³¹,r ŋ æ,ŋ o./o ²¹,ŋ ə,,ŋ a ⁵³,w u ²¹⁴,o./o + ŋ o,ŋ a ³¹,ŋ a i,ŋ a i,ŋ o./o u ³⁵,p o./o + ŋ a,ɴ ɢ v ɛ,m ɑ ³¹ + ŋ ɑ ³⁵,p ɯ ³¹ + ŋ ɑ ⁵³,,ŋ̩ ²³,p a ŋ âa/a,,k ɯ m ŋ u,ŋ o./o u ³⁵,m ă ³¹ + ŋ a ³³,bʰ ɵ ŋ,ŋ a tʃ i,ŋ ³³,ŋ a ⁵⁵,ŋ a s i,ŋ u ɑ ³¹,m ³²,p a + ŋ a,k ə + m ŋ o,ŋ ɔ ⁵⁵,pʰ ō/oː,ŋ a,ṅ/n ā/aː h,C/k + ŋˤ a ʔ,l ŋ a,,ŋ ɑ ⁵⁵,ŋ ɛ,ŋ w ə,ŋ oː,pʰ ə + ŋ a,m ŋ ɑ́,h ŋ a,ŋ ɔ ³¹,m ²¹,m ɑ ³¹ + ŋ ɑ ⁵⁵,ŋ ø i ¹³
1036_10_belowunder,,,,,,m ã ¹³ + tɕ ø ʔ ⁵³,,m a n + d a p,,,,,,,,,,,,,,,,,,,m ɛ̃ ¹³ + tɕʰ ɛ ⁵²,,,,,,,,,,,,,,,,,,,m a n + tɕʰ a r,,,,
10379_87_heavy,l i ³¹,r dʑ ə + ɣ ə,l a i ²¹,,,dʑ i ⁵⁵ + p u ⁵³,,,l i ³¹,l iː,h l iː + tʰ ɛ,,l i ʔ,g ɛ + n ɮ ə,,ɑ ³¹ + l i ⁵³,,,r i t + r i ʔ,l i t,r ʑ i,,l i ³³,,l i m a,l aː i ³³,tɕ i ¹³ + p u ⁵⁵,l iː p t,l i ³¹,,r i t,k ə + l i,l a ³⁵,,tɕ i t + p o,l i j h,,l dʑ i d,r í/i,l e ⁵⁵,l iː + d ə,l j ɨɨ/ɨː,l i p a,kʰ ə + r i t,r d ə̂,dʑ ə + m o,l a i ³¹,,,
1037_122_thelung,,,,,,,,,,,,,,,x ɑ ³¹ + p o./o ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ ⁵⁵ + p o./o ⁵⁵,
10388_101_ifirstpersonsingular,,,,,,,,,,,,,,,,,a ŋ a,,,a ŋ,,,,,,,,,,,,,,,,,,,a ŋ,,,,,,,,,,,
1038_159_toresidelive,nʲ ɔ ʔ ⁵⁵,,ŋ j i ⁵¹,,,,,,ŋ j i ⁵⁵,,n i m o,,,,,,,,,,,,,,,,,n ɛ s s,,,,k ɑ + ȵ i,n a ³¹,,,n i j,,,,n e ²²,,,,,,,n a i ⁵⁵,,,
10397_123_themanmalehuman,,,,,,,,,,,,,,,,,m e ʔ + a,,,,,,,,,,,,,,,,,,,,,,m ú/u + s a,,,,,,,,,,,
103_227_tovomit,,,,,,,,,,,,,,,,,,,l ù/u a + l u a k,,,,,,,,,,,,l u a k,,,,,,,,,,,,,,,,,,,
10405_134_themouth,,kʰ æ,,,,kʰ a ⁵³,,,,,,,,,,,,,k âa/a,,,,,,,,kʰ a ⁵⁵,,kʰ ɑ̠ ³¹ + b ɛ̠ ³¹,,k â/a,t ə + kʰ ɑ,,i ng/ŋ h ò/o,,,,kʰ a,,,,,,,,kʰ a,,,,
10407_8_tobealive,,,,,,,,,,,t̺ a ŋ d e,,,,,,t a ng/ŋ + a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040_129_morning,,,,,,x o./o ¹³ + p ɑ ⁵⁵,,,,,,,,,,,,,,,,,,,,,ɕ o./o ¹³ + k ɛ ⁵²,,,,,,,,,,,ʑ o./o g s + p a,,,,,,,,,,,,
10424_133_themouseorrat,,ts ə + ɣ ə,,j y,ts ɨ k j ɨ,ɕ ɑ ¹³,,,,p j u ts i,,,r o./o k + j u ʔ,f tɕ ə,,,,,z ùu/uː,ts u ʔ j u,β ʑ ɯ,,j u ⁵⁵,,tʃʰ u w i,,ts i ⁵⁵ + ts i ⁵⁵,,,,s a + z u,p ə + j u,,j u k i ng/ŋ s o,,,,b j i + b a,,,,ɕ i w ə,,,f c ə̂,ts ə + ɣ ə,,,,
10429_161_right,l ɔ ʔ ³¹ + ʑ ɔ ⁵⁵ + p a ³¹,ɣ j i,l o./o ʔ ²¹ + j o./o ⁵¹,,,,,,l a ʔ ³¹ + j a ⁵⁵,j a s,,,,ʁ j e,,,j a k + r a,,,,,,kʰ ʒ a ⁵⁵,,,l ɔ ʔ ³¹ + j o./o ³¹,j ɛ ⁵²,,l ɛ̠ ³¹ + ʑ ɛ̠ ³³,,,,l ɔ ʔ ³¹ + j ɔ ³¹,a r ʔ eː,,j ā/aː,,g j a s,,j ɑ ²²,,,,,,h j e,l ɔ ʔ ⁵⁵ + j ɔ ⁵⁵,,,
1042_85_tohear,k ʐ u a ³¹,,v o./o ⁵⁵ + k j o./o ²¹,,,,,,ɣ ə̆ ³¹ + k j a ³¹,,,,,,,,,,,,,,,,,j ɔː ⁵⁵ + k j ɔː ³³,,,p ɑ ³³ + dʑ ɑ ³¹,,r̥ i a,,ɣ ɔ ⁵⁵ + k j ɔ ³⁵,,,k r ā/aː h,,,,tɕ ɑ ⁵⁵,,,,,,,k ʐ ɔ ³¹,,,
1044_5_bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ch/ts u i w h,,,,sʰ o./o ⁵⁵,,,,,,,,,,
10464_201_tosteal,x a u ³¹,h k i,kʰ a u ²¹,k y,kʰ ɨ s,k u ⁵³ + j e ʔ ²³¹,,,kʰ a u ³¹,k u,kʰ uː m o,,k u ʔ,ʂ k ə,,k ɯ ⁵³,,,,,m ɯ r k ɯ,,l ă ³¹ + k u ⁵⁵,kʰ e,kʰ u m a,kʰ aː u ⁵⁵,k u ⁵⁵,kʰ uː t t,kʰ u ³¹,,,,kʰ u k ⁵⁵,i ng/ŋ h ū,,kʰ u i w h,,r k u,m e + x oi,kʰ o./o ⁵⁵,,k w j ɨɨ/ɨː r,kʰ u,,f k ə̂,h k ə,x a u ³¹,,ɑ ⁵⁵ + k u ⁵³,
10464_202_thestick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k ó/o n,,,,,,,,,,,
10466_204_straight,,,,,,,,,,,,,,,,,d i m + b r e ŋ + a,,,,,,,,,,,,,,,,,,,,,,p r e ŋ,,,,,,,,,,,
10470_205_thesun,,,,,,,,,,,,,,,,,s a l,,,,,,tʃ a n ³³,,,,,,,,,,,,,,,,r a ŋ + s a ŋ,,,,,,,,,,,
10475_215_thousecondpersonsingular,n u a ŋ ⁵⁵,,n a ŋ ⁵¹,,,,,n oː,n ɔ̃ ⁵⁵,,,,n a ŋ,ȵ i,ȵ o./o ŋ ³⁵,,,,n ǎ/a ŋ,,n ɤ ʑ o,,n a ŋ ³³,ʔ iː n,,n a ŋ ³¹,,,n u ³³,,n a ŋ,n o,n ɔ̃ ³¹,n a ng/ŋ,n a n,ññ/ɲː a ññ/ɲː h,,,n á/a m + e,,,,,,n û/u,,n ɔ ŋ ⁵⁵,,ȵ o./o ³⁵,n u ⁵⁵
10476_217_tothrow,,,,,,,,,,,,,,,,,g o./o a,,,,,,,,,,,,,,,,,,,,,,k o,,,,,,,,,,,
10478_217_tothrow,,,,,,,,,,,,,w a r,,,,,,,,,,,,,,,,,,,,,v á/a r,,,,,,,,,,,,,,,,
10482_223_thetoothfront,,sʰ o,,,,s u ⁵³,,,,s w a,s ò/o,,,ɕ ə,,s ɑ ⁵³,w a,,h âa/a,,t ɯ + ɕ ɣ a,,w a ³³,,,,s o./o ⁵⁵,,s i ³¹ + tɕʰ i ³³,,h a,t ə + s w ɑ,,s o,ɕ a,s v ā/aː h,,s o,pʰ a + x a m,tθ w ɑ ⁵⁵,,,,,f ɕ î/i,sʰ o,,,,ʃ u ¹³
10483_227_tovomit,,b cç ə k,,,,ɕ u ʔ ⁵³,o./o u ²¹⁴,,,,,a u ⁵³,,,,,,ɐ u ³⁵,,,q i o./o ʁ,a u ³¹,,,,,c u ⁵²,,,i u ³²,,,,ch/ts i n g o./o k,,,qˤ o./o ʔ,s kʲ u g,,,,,,,,h tɕ ə χ,,i u ²¹,,
1048_123_themanmalehuman,i ³¹ + tɕ i ⁵⁵,,j u ʔ ²¹ + k e ⁵¹,,,,,,j a u ʔ ³¹ + k a i ⁵⁵,,,,,,,,,,,,,,,,,j u ʔ ⁵⁵ + k ɛ ³¹,,,,,,,j a u k ³¹ + k a i ³¹,,,,,,,j ɑ u ʔ ⁴ + tɕ ɑ ⁵⁵,,,,,,,j u ʔ ³¹ + ɕ ɛ ⁵⁵,,,
10496_245_theyear,,,,,,,,,,,,,,,,,b i l s i,,,,,,,,,,,,,,,,,,,,,,b ɨ + s ɨ r,,,,,,,,,,,
10497_245_theyear,,,,,,,,,,,,,,,,,,,k ǔ/u m,,,,,,,,,,,,k u m,,,,,,,,,,,,,ts i ŋ k u m,,,,,,
10499_246_yellow,,,,,,,,,,,,,,,,,r i m i t,,,,,,,,,,,,,,,,,è/e t,,,,,,,,,,,,,,,,
1049_175_seven,,w d ə n,,,,d ỹ ⁵⁵,,,,,,,,,,,,,,,,,,,,,t ỹ ¹³,,,,,,,,,,,b d u n,,,,,,,,d ə n,,,,
10509_122_thelung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i ng/ŋ pʰ o./o r,,,,,,,,,,ʔ a + pʰ a r,,,,,,
1051_154_topull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ch/ts o₁/o j,,,,sʰ w ɛ ⁵⁵,,,,,,,,,,
10522_118_thelipthelips,,n tɕʰ ə,,,,tɕʰ u ⁵⁵ + d u ⁵³,ts u i ²¹⁴/²¹ ʈʂʰ u ɘ n ³⁵,,,,,t u ŋ ⁵⁵,,,,,k u ʔ + ch/ts i l,ts ø y ³⁵ s ø n ²¹,,,t ɯ + m tɕʰ i,t u ŋ ⁵⁵,n ³¹ + t e̠ n ³³,,,,tɕʰ o./o ⁵⁵ + t o./o ⁵⁵,,,ts ɔ i ³² s u n ²¹,,,,i ng/ŋ t u r,,,s ə + d u r,m tɕʰ u,kʰ ú/u + tʃ a r,,,,,,m tɕʰ ə́,tɕʰ ə + t o,,ʈʂ ɔ ɛ ⁵³ ʂ u n ²¹,,
1052_53_tofight,t e k ⁵⁵ + k ɔ ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t a ³⁵ + k ɔ ³⁵,,,
10537_221_tomorrow,pʰ ă ⁵⁵ + n a p ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p e n à/a p,,,,,,,,,,,,,,,,
1053_219_thetiger,l ɔ ³¹,,l o./o ²¹ + m o./o ⁵⁵,,,,,,l a ³¹,,,,,,,,,,,,,,,,,l ə̆ ³³ + m o./o ⁵⁵,,,l ɑ ³¹ m ɑ ³³,,,,l ɔ ³⁵,,kʰ a i + l a,k l ā/aː h,,,,tɕ ɑ ⁵⁵,,l e,,,,,l ɔ̆ ³¹ + m ɔ ³¹ + m u t ³⁵,,,
10542_117_lightofweight,ʑ a ŋ ⁵⁵,j a ŋ + m o,,,j a ŋ l o./o k,j õ ¹³ + m u ⁵³,,,,j a ŋ i,,,,ɣ j ə + ɣ j e,ɑ ŋ ⁵⁵ + ɑ ŋ ⁵⁵,,ch/ts e ŋ + a,,z âa/a ŋ + z ǎa/aː n,,ʑ o,,ts a̠ ŋ ³³,,,,j a ŋ ¹³ + k o./o ⁵⁵,j a ŋ j a ŋ b a,,,z â/a ŋ,k ə + j o,,a r j ā/aː ng/ŋ,j a ŋ + p o,,,j a ŋ,tʃ é/e ŋ,,j a n d u,j i j,,,j n j æ̂ i,j a ŋ + m o,j a ŋ ⁵⁵,,ɑ ŋ ⁵⁵,
10548_189_tosmellperceiveodortransitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mh/m̥ u j h,,,,,,,,,s m ê/e,,,,,
1054_99_tohunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a + m ai + l u i k,,,,ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴,,,,,,,,,,
10552_84_thehead,,,,,,,,,,,,,,,,,,,l ûu/uː,,,,,,,,,,,,l u,,,,,,l̥ u ʔ,,,,,,,,,,,,,
10555_38_thedream,,ȵ ə + l a m,,,,m ɪ ⁵⁵ + l ɑ̃ ⁵⁵,,,,,,,,r ȵ i + l a m,,,,,,,,,,,,,ȵ iː ⁵⁵ + l ə m ⁵⁵,,,,,,,,,,,r m i + l a m,,,,,,,r m ə l ǽ/æ m,h ȵ ə + l a m,,,,
10559_166_round,,,,,,,,,,,,,,,,ɑ ŋ ³¹ + l u ŋ ⁵⁵,,,,,,,,,,,,,,,,,,l ò/o ng/ŋ,,,,,,,,,,,,,,,,
1055_239_thewing,,,,,,,,,,,,,p a p,,,,,,,,,,,,,,,,,,,,,,,t o₂/o ṅ/n + p a ṁ/m,,,,t ɑ̃ u ²² + p ɑ̃ ²²,,,,,,,,,,
10560_250_theshit,,,,,,,ʂ ɿ ²¹⁴,,,,,s a i ⁵³,,,,,k e ʔ + e m a,s i ³⁵,,,t ɯ q e,s a i ³¹,,,,,,,,s i ³²,,,,h i,,,qʰ i j ʔ,,j í/i,,,,,,,,,ʂ ɿ ²¹,,
10565_170_thesand,,,,,,,,,,,b a l w aː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b aː w o,,,,,,,,,
10567_170_thesand,,,,,,,,,,,,,,,t ɑ ³¹ + p i ⁵⁵,ɑ ⁵⁵ + p i ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ ⁵⁵ + p i ⁵⁵,
1056_117_lightofweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p o./o ʔ,,,,p ɔ ⁵³,,,,,,,,,,
10574_103_inside,,,,,,,,,,,,,,,,ɑ ³¹ + d u ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,ʔ a + t o₁/o ṅ/n h,,,,,,,,,,,,,,
10576_103_inside,,,,,,,,,,,,,,,l ɯ m ⁵⁵ + k o./o ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l u m ⁵⁵ + k o./o ŋ ³⁵,
10579_235_white,,,,,,,,,,,,,,,,,g i p + b o./o k,,,,,,,,,,,,,,,,,,,,,,b o./o k,,,,,,,,,,,
1057_106_theknee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d ū h,,,,d u ⁵⁵,,,,,,,,,,
10580_203_thestoneapieceof,,,,,,,,,,,,,,,pʰ l ɑ ŋ ³⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ ³¹ + l ɑ ŋ ⁵⁵,
10585_61_theflower,,,,,,,,,,,,,,,,,,,p à/a ŋ p ǎa/aː r,,,,,,,,,,,,p a ŋ + p â/a r,,,,,,,,,,,,,,,,,,,
10586_213_tothinkreflect,,,,,,,,,,,,,,,,,,,,,s ɯ s o,,,,,,,,,,,s ə + s o./o + k ɑ p ɑ,,,,,,,,,,s j iː j,,,,,,,,
1058_54_thefire,p o./o i ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n̩ ⁵⁵ + p u i ³¹,,,
1060_76_good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k o₂/o ṅ/n h,,,,k ɑ̃ u ⁵⁵,,,,,,,,,,
1061_213_tothinkreflect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t u j h,,,,t w e ⁵⁵,,,,,,,,,,
1063_29_tocount,,,,,,,,,,,,,,,,,,,r êe/eː l + r ěe/eː l,,,,,,,,,,,,,,,,,r i j,,,,j e ²²,,,,,,,,,,
1064_127_middle,,,,,,,,l o./o + p o./o ŋ,,,,,,,tʰ ɯ ³¹ + b o./o ŋ ³⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k o./o ³¹ + l i o./o ŋ ⁵⁵ + b o./o ŋ ³⁵,
1066_204_straight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pʰ r o₂/o ṅ/n ʔ,,,,pʰ j ɑ̃ u ⁵³,,,,,,,,,,
1067_198_tospit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t i ⁵⁵,,,,,,,tʰ u j h,,,,tʰ w e ⁵⁵,,,,,,,,,,
1068_39_todrink,ʂ o./o ʔ ⁵⁵,,ʃ u ʔ ⁵⁵,,,,,,ʃ a u ʔ ⁵⁵,,,,,,,,,,,,,,,,,ʃ uː k ⁵⁵,,,,,,,ʃ a u k ⁵⁵,,,s o₂/o k,,,,tθ ɑ u ʔ ⁴,,,,,,,ʂ u ʔ ⁵⁵,,,
106_231_wet,,,,dzʰ i s,,,,,,,,,,,,,,,ts èe/eː n + ts ěe/eː n,,,,,dzʰ i t,tʃ i m a,,,,,,,,,,,,,,,,,,dzʰ i ʈ p a,,,,,,,
1070_61_theflower,k ă n ⁵⁵ + t a m ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p a n ⁵⁵ + t a m ³¹,,,
1071_165_therope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k r u i w h,,,,tɕ o./o ⁵⁵,,,,,,,,,,
1072_62_toflymovethroughair,,,t a ŋ ²,,,,,,t ɔ̃ ³¹,,,,,,,,,,,,,,,,,t aː ŋ ³³,,,,,,,t ɔ̃ ³⁵,,,,,,,,,,,,,,,,,
1073_200_thestar,kʰ ʐ ə ⁵⁵,,k j ḭ ⁵¹,,,,,,k j ḭ ⁵⁵,,,,,z g r e,,,,,,,ʑ ⁿg r i,,,,,k j ḭ ³³,,,,,,ts ə u + r i,k j ḭ ³¹,,,k r a j,,,,tɕ ɛ ²²,,g j ị/i j ¹,,,z g r ə̂,,,,ɑ ⁵⁵ + ⁿd e ⁵⁵ + k ɹ u ⁵⁵,ʂ ʈʂ ə ⁵⁵
1074_164_theroot,m ʐ u a t ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m r j a t,,,,ɑ ⁵³ + m j i ʔ ⁴,,,,,,,m ɛ t ⁵⁵,,,
1077_89_tohideconceal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pʰ o₁/o k,,,,pʰ w ɛ ʔ ⁴,,,,,,,,,,
1078_203_thestoneapieceof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k j o./o k,,,,tɕ ɑu ʔ ⁴,,,,,,,,,,
1079_132_themountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t o₂/o ṅ/n,,,,t ɑ̃ u ²²,,,,,,,,,,
107_51_thefather,,,a ⁵⁵ + v a ²¹,p a p a,p a,ʔ a ⁵⁵ + pʰ a ⁵³,p a ⁵¹ p a ⁰,a + b o,a ³¹ + v a ⁵⁵,a w a,b a,p e ³⁵,ʔ a + p a,a + p a,ɑ ³¹ + b ɑ ³⁵,ɑ ³¹ + p ɑ i ⁵³,a p a,p a ⁵⁵/²¹ p a ⁵⁵,p âa/a,u x p ʊ,t ɤ + w a,p e ³⁵,w a̠ ⁵¹,p ɛ p p,p a,a ⁵⁵ + pʰ o./o ⁵³,a ⁵⁵ + p a ⁵⁵,p a,ɑ ³¹ b ɑ ³¹,p a ²¹ p a ¹³,p a,t ɐ + p ɐ,a ⁵⁵ + pʰ ɔ ⁵⁵,,ʔ a + p a,a + pʰ i j,ɴ + p a ʔ,a pʰ a,,ɑ ⁵³ + pʰ e ²²,aː p a,,p aː p,ʔ a + v a,æ̂ p ɑ,,p o./o ³¹,a ⁴⁴ p a ⁴⁵,n ɑ ⁵⁵ + b ɑ ⁵⁵,a ⁵⁵ + p e ⁵⁵
1080_78_green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c i m h,,,,s ẽ ⁵⁵,,,,,,,,,,
1081_166_round,,,l i ŋ ⁵⁵,,,,,,l a ŋ ³⁵,,,,,,,,,,,,,,,,,l əː ŋ ⁵⁵,,,,,,,l a ŋ ⁵⁵,,,,,,,,,,,,,,,,,
