ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,English_Gloss_in_Source,French_Gloss_in_Source
Cuvok-274_begood-1,03c1d520-db2f-44c6-84c2-790a473d0088,Cuvok,274_begood,rav ma pana,rav_ma_pana,r a v + m a + p a n a,,ndokobaiproga,12869,,^ r a v _ m a _ p a n a $,default,(be) good,(être) bon
Dugwor-274_begood-1,dc02d858-38fc-433f-89c9-86d1f391478d,Dugwor,274_begood,walkaray,walkaray,w a l k a r a j,,gravina2004,2174,,^ w a l k a r a y $,default,(be) good,(être) bon
Gavar-274_begood-1,3b36a1a7-0958-4490-a42f-4705f0d09cf1,Gavar,274_begood,tɑŋ,tɑŋ,t ɑ ŋ,,viljoenprogb,765,,^ t ɑ ŋ $,default,(be) good,(être) bon
Gavar-274_begood-2,cff13d60-fbe3-4402-bf5a-398dde039359,Gavar,274_begood,təwɑh,təwɑh,t ə w ɑ h,,viljoenprogb,19370,,^ t ə w ɑ h $,default,(be) good,(être) bon
Gemzek-274_begood-1,3103a0c3-d304-48f3-85bc-f163cafa4a24,Gemzek,274_begood,mala ŋgwal lele,mala_ŋgwal_lele,m a l a + ŋ gʷ a l + l e l e,,gravinanda,18037,,^ m a l a _ ŋ gw a l _ l e l e $,default,(be) good,(être) bon
GizigaMarva-274_begood-1,c89bcdba-3946-41c1-b57e-707b126dde74,GizigaMarva,274_begood,mbur mezlen,mbur_mezlen,m b u r + m e ɮ e n,,gravina2004,12982,,^ m b u r _ m e zl e n $,default,(be) good,(être) bon
Kanuri-274_begood-1,63dbafa7-6da7-4cfe-ab22-2d74d6fa163b,Kanuri,274_begood,lélé,lélé,l e l e,,,19905,,^ l é l é $,default,(be) good,(être) bon
Lagwan-274_begood-1,2b29f0e8-2927-40d2-9651-35ed1cb3c58b,Lagwan,274_begood,bi,bi,b i,,shryocknd,20499,,^ b i $,default,(be) good,(être) bon
Malgbe-274_begood-1,94cecb56-fb23-4676-b58c-798fb9d592a6,Malgbe,274_begood,mbusɨn,mbusɨn,m b u s ɨ n,,allisonnd,20499,,^ m b u s ɨ n $,default,(be) good,(être) bon
Mbudum-274_begood-1,3af4b921-4d23-4213-9378-aa85e22e56cd,Mbudum,274_begood,i ɗaləlaw,i_ɗaləlaw,i + ɗ a l ə l a w,,ndokobaiprogb,2094,,^ i _ ɗ a l ə l a w $,default,(be) good,(être) bon
Mpade-274_begood-1,18fb0eab-c919-4282-af14-af0d699573e0,Mpade,274_begood,mbín,mbín,m b i n,,allisonnd,20499,,^ m b í n $,default,(be) good,(être) bon
Mpade-274_begood-2,f7ac894a-c2ae-491d-bc03-80f0eb0760e3,Mpade,274_begood,lè,lè,l e,,allisonnd,19905,,^ l è $,default,(be) good,(être) bon
Mser-274_begood-1,243f7525-0c05-4623-916c-85fc18044c3d,Mser,274_begood,bu,bu,b u,,allisonnd,20499,,^ b u $,default,(be) good,(être) bon
Mser-274_begood-2,c8cd4e22-6d97-4883-81a2-9eba3bfd4523,Mser,274_begood,le,le,l e,,allisonnd,19905,,^ l e $,default,(be) good,(être) bon
Nyimatli-274_begood-1,1a836ec7-9f83-46a0-83b8-942aef4ac0a1,Nyimatli,274_begood,mbari,mbari,m b a r i,,,1775,,^ m b a r i $,default,(be) good,
Zina-274_begood-1,f604b3ff-d4a7-4e0b-8715-b26bf4c3ff4f,Zina,274_begood,dàˈávə̀n,dàˈávən,d a a v ə n,,schmidtetal2002,20499,,^ d à ˈá v ə n $,default,(be) good,(être) bon
Buwal-283_begreen-1,39ba146a-808d-4578-8931-45282d9eb22f,Buwal,283_begreen,vejeɗ vejeɗ,vejeɗ_vejeɗ,v e j e ɗ + v e j e ɗ,,viljoenproga,878,,^ v e j e ɗ _ v e j e ɗ $,default,(be) green,(être) vert
Cuvok-283_begreen-1,ac67dfa0-da13-4a13-a298-08ba64fb1eb0,Cuvok,283_begreen,magamslakgamslak,magamslakgamslak,m a g a m s l a k g a m s l a k,,ndokobaiproga,3356,,^ m a g a ms l a k g a ms l a k $,default,(be) green,(être) vert
Dugwor-283_begreen-1,fabb842d-da8d-4296-a73f-f31cb2d72883,Dugwor,283_begreen,slamba slamba,slamba_slamba,ɬ a m b a + ɬ a m b a,,gravina2004,7821,,^ sl a m b a _ sl a m b a $,default,(be) green,(être) vert
Gavar-283_begreen-1,1b1f7e53-4539-4b30-9a96-97764a633ca9,Gavar,283_begreen,leɗeŋɑleɗeŋ,leɗeŋɑleɗeŋ,l e ɗ e ŋ ɑ l e ɗ e ŋ,,viljoenprogb,16766,,^ l e ɗ e ŋ ɑ l e ɗ e ŋ $,default,(be) green,(être) vert
Gemzek-283_begreen-1,d57da350-d946-407b-b0a5-e60849d43c1f,Gemzek,283_begreen,mene zəbat zəbat,mene_zəbat_zəbat,m e n e + z ə b a t + z ə b a t,,gravinanda,12421,,^ m e n e _ z ə b a t _ z ə b a t $,default,(be) green,(être) vert
GizigaMarva-283_begreen-1,e7712633-990b-434c-87b6-f5137e413e3b,GizigaMarva,283_begreen,"alar, lar",alar,a l a r,,gravina2004,7725,,^ a l a r $,default,(be) green,(être) vert
Kanuri-283_begreen-1,ffa49b25-a7e2-45af-8447-4ad4e6f9383c,Kanuri,283_begreen,kə̀lî,kəlî,k ə l i,,,12297,,^ k ə l î $,default,(be) green,(être) vert
Lagwan-283_begreen-1,66c5784a-78f0-43bf-ae9c-4a0730102a24,Lagwan,283_begreen,katrapu; zlɨrɨkɨ,katrapu,k a t r a p u,,shryocknd,12297,,^ k a t r a p u $,default,(be) green,(être) vert
Malgbe-283_begreen-1,fd9457b2-c1c3-4cfd-987a-1cf1672869bc,Malgbe,283_begreen,ya slɨrgɨ,ya_slɨrgɨ,j a + ɬ ɨ r g ɨ,,allisonnd,12297,,^ y a _ sl ɨ r g ɨ $,default,(be) green,(être) vert
Mbudum-283_begreen-1,6be52824-a0e9-4f76-8f47-d99d47b786ed,Mbudum,283_begreen,navidiɗ,navidiɗ,n a v i d i ɗ,,ndokobaiprogb,11580,,^ n a v i d i ɗ $,default,(be) green,(être) vert
Merey-283_begreen-1,991f243b-9fd6-4f5c-80f5-c48f2bcbbd1e,Merey,283_begreen,zəɓat zəɓat,zəɓat_zəɓat,z ə ɓ a t + z ə ɓ a t,,gravinaetalprog,2099,,^ z ə ɓ a t _ z ə ɓ a t $,default,(be) green,(être) vert
Mpade-283_begreen-1,0a834a2a-0bfc-47f8-bff9-0e555664e6ea,Mpade,283_begreen,shirgɨ,shirgɨ,ʃ i r g ɨ,,allisonnd,12297,,^ sh i r g ɨ $,default,(be) green,(être) vert
Mser-283_begreen-1,84a7f7d7-b4dc-4385-9626-e55b676ab818,Mser,283_begreen,zɨrhɨ,zɨrhɨ,z ɨ rʱ ɨ,,allisonnd,12297,,^ z ɨ rh ɨ $,default,(be) green,(être) vert
Nyimatli-283_begreen-1,bf5ce98b-793e-4f2a-a18e-75784c32839a,Nyimatli,283_begreen,kharau,kharau,kʰ a r a u,,,9816,,^ kh a r a u $,default,(be) green,
ShoaArabic-283_begreen-1,417503e9-2c25-4641-9312-dc7a37f213ab,ShoaArabic,283_begreen,axadar,axadar,a x a d a r,,,12297,,^ a x a d a r $,default,(be) green,(être) vert
Zina-283_begreen-1,5b71e55d-5434-4c56-b524-7d4ac8c5d921,Zina,283_begreen,kàtráɓə̀,kàtráɓə,k a t r a ɓ ə,,schmidtetal2002,12297,,^ k à t r á ɓ ə $,default,(be) green,(être) vert
Afade-297_behard-1,950b9a16-9f8c-4d49-a510-78bc5549e285,Afade,297_behard,ngamdɨ,ngamdɨ,n g a m d ɨ,,allisonnd,5769,,^ n g a m d ɨ $,default,(be) hard,(être) dur
Buduma-297_behard-1,cd71deef-0361-4014-9b85-8f87e57d664f,Buduma,297_behard,kəlmay,kəlmay,k ə l m a j,,mckone2009,5769,,^ k ə l m a y $,default,(be) hard,(être) dur
Buwal-297_behard-1,b3f8e65d-2e93-4201-ab9f-4c021deb919a,Buwal,297_behard,ɓɑrɓɑr,ɓɑrɓɑr,ɓ ɑ r ɓ ɑ r,,viljoenproga,8289,,^ ɓ ɑ r ɓ ɑ r $,default,(be) hard,(être) dur
Cuvok-297_behard-1,d9bb9f03-43ad-4494-a6ca-02431c6e044f,Cuvok,297_behard,coŋcoŋ,coŋcoŋ,c o ŋ c o ŋ,,ndokobaiproga,6777,,^ c o ŋ c o ŋ $,default,(be) hard,(être) dur
Dugwor-297_behard-1,e849e0f8-9917-4260-85eb-4c3b6ae1945e,Dugwor,297_behard,tuɗo təɗo,tuɗo_təɗo,t u ɗ o + t ə ɗ o,,gravina2004,18541,,^ t u ɗ o _ t ə ɗ o $,default,(be) hard,(être) dur
Gavar-297_behard-1,337160d4-62f4-4692-b1b4-f9d20427b2f2,Gavar,297_behard,ɓərɓər,ɓərɓər,ɓ ə r ɓ ə r,,viljoenprogb,19519,,^ ɓ ə r ɓ ə r $,default,(be) hard,(être) dur
Gavar-297_behard-2,67a4d0d8-95e5-4aa1-b820-b59f2f4048a9,Gavar,297_behard,mgbeŋmgbeŋ,mgbeŋmgbeŋ,m g b e ŋ m g b e ŋ,,viljoenprogb,13106,,^ m g b e ŋ m g b e ŋ $,default,(be) hard,(être) dur
GizigaMarva-297_behard-1,d2d68a41-2756-494a-99a4-3a3a643421b7,GizigaMarva,297_behard,gidaŋ,gidaŋ,g i d a ŋ,,gravina2004,12473,,^ g i d a ŋ $,default,(be) hard,(être) dur
Kanuri-297_behard-1,aca98abb-0d36-496c-b97b-cdd58f64b7a1,Kanuri,297_behard,ngâmdə,ngâmdə,n g a m d ə,,,5769,,^ n g â m d ə $,default,(be) hard,(être) dur
Lagwan-297_behard-1,4dfc6c03-7601-4475-a0e0-dd8206e06880,Lagwan,297_behard,gɨdgale,gɨdgale,g ɨ d g a l e,,shryocknd,5769,,^ g ɨ d g a l e $,default,(be) hard,(être) dur
Malgbe-297_behard-1,bd2ebdfd-10bd-4c3f-976e-bcb2d4bc7844,Malgbe,297_behard,gbagba,gbagba,g b a g b a,,allisonnd,5769,,^ g b a g b a $,default,(be) hard,(être) dur
Mbudum-297_behard-1,7b7b9a64-e78b-46c1-9bb1-28678cb6553b,Mbudum,297_behard,tojtoj,tojtoj,t o j t o j,,ndokobaiprogb,20437,,^ t o j t o j $,default,(be) hard,(être) dur
Merey-297_behard-1,1ed842ff-7b5d-4992-86a4-0ff724effc7e,Merey,297_behard,sədar,sədar,s ə d a r,,gravinaetalprog,8292,,^ s ə d a r $,default,(be) hard,(être) dur
Mpade-297_behard-1,ca84d9ff-416f-477a-9d1c-53c872f8ad6d,Mpade,297_behard,ngámdɨ̀,ngámdɨ,n g a m d ɨ,,allisonnd,5769,,^ n g á m d ɨ $,default,(be) hard,(être) dur
Mser-297_behard-1,2a18cb81-d971-4069-b4ed-07b65906a492,Mser,297_behard,kɨrgale,kɨrgale,k ɨ r g a l e,,allisonnd,5769,,^ k ɨ r g a l e $,default,(be) hard,(être) dur
Nyimatli-297_behard-1,b6a15741-2ba7-4f24-9a0e-b38abcb3c0f4,Nyimatli,297_behard,kaakɨɗakh,kaakɨɗakh,k aː k ɨ ɗ a kʰ,,,8905,,^ k aa k ɨ ɗ a kh $,default,(be) hard,
Zina-297_behard-1,f3936322-2772-4f09-bdfd-34617fd58b32,Zina,297_behard,màlàhin,màlàhin,m a l a h i n,,schmidtetal2002,5769,,^ m à l àh i n $,default,(be) hard,(être) dur
Afade-306_beheavy-1,a6c6944a-7495-4496-b994-4b566caad44e,Afade,306_beheavy,kɨrkokɨ,kɨrkokɨ,k ɨ r k o k ɨ,,allisonnd,18515,,^ k ɨ r k o k ɨ $,default,(be) heavy,(être) lourd
Buwal-306_beheavy-1,6c5a0b01-3aa6-4575-9e74-07a795561bc2,Buwal,306_beheavy,ndeɓ ndeɓ,ndeɓ_ndeɓ,n d e ɓ + n d e ɓ,,viljoenproga,2169,,^ n d e ɓ _ n d e ɓ $,default,(be) heavy,(être) lourd
Buwal-306_beheavy-2,bec5c1ea-7da1-472b-a4d1-98e58831e533,Buwal,306_beheavy,ndeleh ndeleh,ndeleh_ndeleh,n d e l e h + n d e l e h,,viljoenproga,3720,,^ n d e l e h _ n d e l e h $,default,(be) heavy,(être) lourd
Cuvok-306_beheavy-1,0e143902-03e9-4b71-a0e7-0014c190c9e0,Cuvok,306_beheavy,azeɓ bay,azeɓ_bay,a z e ɓ + b a j,,ndokobaiproga,15465,,^ a z e ɓ _ b a y $,default,(be) heavy,(être) lourd
Dugwor-306_beheavy-1,a1e1ab89-4f0a-484f-94f3-39863e468924,Dugwor,306_beheavy,mabay,mabay,m a b a j,,gravina2004,2022,,^ m a b a y $,default,(be) heavy,(être) lourd
Gavar-306_beheavy-1,22f62b05-c7e6-45ca-af99-24470ba911d8,Gavar,306_beheavy,zəlzəl,zəlzəl,z ə l z ə l,,viljoenprogb,3150,,^ z ə l z ə l $,default,(be) heavy,(être) lourd
Gemzek-306_beheavy-1,bfc1e945-981f-43da-a704-7a21222a2172,Gemzek,306_beheavy,mebe dəzik dəzik,mebe_dəzik_dəzik,m e b e + d ə z i k + d ə z i k,,gravinanda,20435,,^ m e b e _ d ə z i k _ d ə z i k $,default,(be) heavy,(être) lourd
GizigaMarva-306_beheavy-1,dc891009-7f19-4e37-8afb-2f1d36cbbbfb,GizigaMarva,306_beheavy,dudok,dudok,d u d o k,,gravina2004,5786,,^ d u d o k $,default,(be) heavy,(être) lourd
Kanuri-306_beheavy-1,8c15dbfc-a0dc-4ed5-a2b5-549e67ad0598,Kanuri,306_beheavy,kùrwówù // kùrgógù,kùrwówù,k u r w o w u,,,18515,,^ k ù rw ów ù $,default,(be) heavy,(être) lourd
Lagwan-306_beheavy-1,be8d82b6-82b6-4ec5-b8ed-fd752ff80da8,Lagwan,306_beheavy,ghɨla,ghɨla,gʱ ɨ l a,,shryocknd,18515,,^ gh ɨ l a $,default,(be) heavy,(être) lourd
Malgbe-306_beheavy-1,691ea1e8-494e-4d5a-8ff9-d2ad6620b19c,Malgbe,306_beheavy,tɨɗisɨn,tɨɗisɨn,t ɨ ɗ i s ɨ n,,allisonnd,18515,,^ t ɨ ɗ i s ɨ n $,default,(be) heavy,(être) lourd
Mbudum-306_beheavy-1,a3affbd5-754e-44b1-8296-c3eb02ed1acc,Mbudum,306_beheavy,ndulndul,ndulndul,n d u l n d u l,,ndokobaiprogb,1941,,^ n d u l n d u l $,default,(be) heavy,(être) lourd
Merey-306_beheavy-1,fddfbc17-c6c7-40b0-821d-9f06dab9ef03,Merey,306_beheavy,dezik dezik,dezik_dezik,d e z i k + d e z i k,,gravinaetalprog,17156,,^ d e z i k _ d e z i k $,default,(be) heavy,(être) lourd
Mpade-306_beheavy-1,3ba09c58-3c7c-4e31-b485-9992316d065a,Mpade,306_beheavy,kɨ̀rkókɨ̀,kɨrkókɨ,k ɨ r k o k ɨ,,allisonnd,18515,,^ k ɨ r k ó k ɨ $,default,(be) heavy,(être) lourd
Mser-306_beheavy-1,e4659b1e-dc79-4e95-a0b9-07cc0be78d8d,Mser,306_beheavy,ɗesɨ,ɗesɨ,ɗ e s ɨ,,allisonnd,18515,,^ ɗ e s ɨ $,default,(be) heavy,(être) lourd
Nyimatli-306_beheavy-1,6d32cb06-4d48-47be-9d8d-028abcf5a633,Nyimatli,306_beheavy,taɗa,taɗa,t a ɗ a,,,13790,,^ t a ɗ a $,default,(be) heavy,
Zina-306_beheavy-1,998eb0a1-d51a-4b01-9bc9-19e16d4d7bbf,Zina,306_beheavy,dìnsu; ˈìsu,dìnsu,d i n s u,,schmidtetal2002,18515,,^ d ì ns u $,default,(be) heavy,(être) lourd
Afade-368_belightnotheavy-1,f67ab1f7-2f3b-48f9-937b-27273f05c005,Afade,368_belightnotheavy,kampoy,kampoy,k a m p o j,,allisonnd,5616,,^ k a m p o y $,default,(be) light (not heavy),(être) léger
Buwal-368_belightnotheavy-1,2750fd70-6099-4e6d-a928-28cd430cd4bf,Buwal,368_belightnotheavy,kef kef,kef_kef,k e f + k e f,,viljoenproga,4213,,^ k e f _ k e f $,default,(be) light (not heavy),(être) léger
Cuvok-368_belightnotheavy-1,538e6ff9-6ee5-43e0-97da-f12846029916,Cuvok,368_belightnotheavy,cecer,cecer,c e c e r,,ndokobaiproga,15446,,^ c e c e r $,default,(be) light (not heavy),(être) léger
Dugwor-368_belightnotheavy-1,9f2cd780-18c8-4066-a972-5faded6cc887,Dugwor,368_belightnotheavy,a biybay,a_biybay,a + b i j b a j,,gravina2004,4244,,^ a _ b i y b a y $,default,(be) light (not heavy),(être) léger
Gavar-368_belightnotheavy-1,338dba82-0993-4218-a7a9-1ed25b9b3ed6,Gavar,368_belightnotheavy,kefkef,kefkef,k e f k e f,,viljoenprogb,4338,,^ k e f k e f $,default,(be) light (not heavy),(être) léger
GizigaMarva-368_belightnotheavy-1,34b59f39-aacc-45a4-a772-dd122e68f26d,GizigaMarva,368_belightnotheavy,keftek,keftek,k e f t e k,,gravina2004,4256,,^ k e f t e k $,default,(be) light (not heavy),(être) léger
Kanuri-368_belightnotheavy-1,5c4c4482-8af6-4aa1-92a8-e1b9a7ca3d85,Kanuri,368_belightnotheavy,kambâi / mbá+; kàmbâi /// kāmpoi,kambâi,k a m b a i,,,5616,,^ k a m b â i $,default,(be) light (not heavy),(être) léger
Lagwan-368_belightnotheavy-1,3b76232e-01be-42e6-abf8-dbef06b827fe,Lagwan,368_belightnotheavy,kɨlahɨ,kɨlahɨ,k ɨ l a h ɨ,,shryocknd,5616,,^ k ɨ l a h ɨ $,default,(be) light (not heavy),(être) léger
Malgbe-368_belightnotheavy-1,0a90d048-2886-4b0b-a64e-ad6cb657a2a7,Malgbe,368_belightnotheavy,feydisɨn; feydi,feydisɨn,f e j d i s ɨ n,,allisonnd,5616,,^ f e y d i s ɨ n $,default,(be) light (not heavy),(être) léger
Mbudum-368_belightnotheavy-1,40d6ad27-d3f7-4468-84a0-aa4cd0e9d480,Mbudum,368_belightnotheavy,kəkefew,kəkefew,k ə k e f e w,,ndokobaiprogb,7742,,^ k ə k e f e w $,default,(be) light (not heavy),(être) léger
Merey-368_belightnotheavy-1,f2d55cb4-87ed-4ce8-b0e9-7bf13c3dbf38,Merey,368_belightnotheavy,tsefek tsefek,tsefek_tsefek,ts e f e k + ts e f e k,,gravinaetalprog,13389,,^ ts e f e k _ ts e f e k $,default,(be) light (not heavy),(être) léger
Mpade-368_belightnotheavy-1,7ecb052d-02ee-49bc-8613-6781f78f952d,Mpade,368_belightnotheavy,kampoy,kampoy,k a m p o j,,allisonnd,5616,,^ k a m p o y $,default,(be) light (not heavy),(être) léger
Mser-368_belightnotheavy-1,4b5e60fa-8020-44c1-ae36-1d691466c3c2,Mser,368_belightnotheavy,klaho,klaho,k l a h o,,allisonnd,5616,,^ k l a h o $,default,(be) light (not heavy),(être) léger
Nyimatli-368_belightnotheavy-1,cac14bfc-6131-4001-abfd-740d260a11ba,Nyimatli,368_belightnotheavy,laulau,laulau,l a u l a u,,,426,,^ l a u l a u $,default,(be) light (not heavy),
Zina-368_belightnotheavy-1,ce86eee1-1ee5-4994-ad30-a24e0afba3f5,Zina,368_belightnotheavy,kàfu,kàfu,k a f u,,schmidtetal2002,5616,,^ k à f u $,default,(be) light (not heavy),(être) léger
Afade-430_benew-1,c374bd70-2936-490c-933d-7b0f3fcdddf6,Afade,430_benew,bɨlin,bɨlin,b ɨ l i n,,allisonnd,9614,,^ b ɨ l i n $,default,(be) new,"(être) nouveau, neuf"
Buduma-430_benew-1,9cbd2094-aa86-45e5-9a23-70763f776f1a,Buduma,430_benew,bəlin,bəlin,b ə l i n,,mckone2009,9614,,^ b ə l i n $,default,(be) new,"(être) nouveau, neuf"
Buwal-430_benew-1,0766763c-c10c-4b38-ba38-fa5525d53e46,Buwal,430_benew,mewe,mewe,m e w e,,viljoenproga,13801,,^ m e w e $,default,(be) new,"(être) nouveau, neuf"
Cuvok-430_benew-1,98185e61-42b6-4885-b7ac-6215a590a611,Cuvok,430_benew,waya,waya,w a j a,,ndokobaiproga,10689,,^ w a y a $,default,(be) new,"(être) nouveau, neuf"
Dugwor-430_benew-1,82e338d3-7972-4b58-ad3f-efd1015a2bc7,Dugwor,430_benew,wuweɗaray,wuweɗaray,w u w e ɗ a r a j,,gravina2004,15957,,^ w u w e ɗ a r a y $,default,(be) new,"(être) nouveau, neuf"
Gavar-430_benew-1,5f7084d4-ca7b-4f4c-922a-beb3c7f58530,Gavar,430_benew,wiyə,wiyə,w i j ə,,viljoenprogb,3393,,^ w i y ə $,default,(be) new,"(être) nouveau, neuf"
GizigaMarva-430_benew-1,c1529eaf-593b-430e-bbf0-0cfa71116fbb,GizigaMarva,430_benew,nawayan,nawayan,n a w a j a n,,gravina2004,1608,,^ n a w a y a n $,default,(be) new,"(être) nouveau, neuf"
Kanuri-430_benew-1,ab385cb4-12ad-4fb0-99c1-2209c59b3d15,Kanuri,430_benew,"bəlîn /// bә́lìn, bә̀lîn",bəlîn,b ə l i n,,,9614,,^ b ə l î n $,default,(be) new,"(être) nouveau, neuf"
Lagwan-430_benew-1,5c2da3b2-29f5-47d9-9824-6d9266ca6baf,Lagwan,430_benew,ghuli e ge eni,ghuli_e_ge_eni,gʱ u l i + e + g e + e n i,,shryocknd,9614,,^ gh u l i _ e _ g e _ e n i $,default,(be) new,"(être) nouveau, neuf"
Malgbe-430_benew-1,acd9b419-71a8-4490-a2b6-ad75ef51e97e,Malgbe,430_benew,blin,blin,b l i n,,allisonnd,9614,,^ b l i n $,default,(be) new,"(être) nouveau, neuf"
Mazera-430_benew-1,b7ec9cb8-f418-440a-ac5f-a01c34e86d38,Mazera,430_benew,hahe,hahe,h a h e,,allisonnd,9614,,^ h a h e $,default,(be) new,"(être) nouveau, neuf"
Mbudum-430_benew-1,bc529f9b-2a3a-4372-b5b0-d7d9177e52ce,Mbudum,430_benew,lawajaŋ,lawajaŋ,l a w a j a ŋ,,ndokobaiprogb,9738,,^ l a w a j a ŋ $,default,(be) new,"(être) nouveau, neuf"
Mpade-430_benew-1,8929eb84-2343-4dc3-9e5f-a849158168b8,Mpade,430_benew,mblín,mblín,m b l i n,,allisonnd,9614,,^ m b l í n $,default,(be) new,"(être) nouveau, neuf"
Mser-430_benew-1,a4c86dd1-3f9d-48fc-96ee-03fb738012f0,Mser,430_benew,ten,ten,t e n,,allisonnd,9614,,^ t e n $,default,(be) new,"(être) nouveau, neuf"
Nyimatli-430_benew-1,51585797-4e8f-42cd-8ef1-1b29cad412e6,Nyimatli,430_benew,mewa,mewa,m e w a,,,6276,,^ m e w a $,default,(be) new,
Zina-430_benew-1,03b5e3da-29a0-4946-b224-bf833ca4acc1,Zina,430_benew,hàràmbwá,hàràmbwá,h a r a m bʷ a,,schmidtetal2002,9614,,^ h à r à m bw á $,default,(be) new,"(être) nouveau, neuf"
Buwal-571_besour-1,81b0d2d9-1935-4450-b7b6-28116fb076d6,Buwal,571_besour,kwɑytsɑlɑŋ,kwɑytsɑlɑŋ,kʷ ɑ j ts ɑ l ɑ ŋ,,viljoenproga,654,,^ kw ɑ y ts ɑ l ɑ ŋ $,default,(be) sour,"(être) acide, sûr, aigre"
Buwal-571_besour-2,bccb341c-fb48-49dd-a2f9-b396fc3bd743,Buwal,571_besour,kwɑylɑlɑŋ,kwɑylɑlɑŋ,kʷ ɑ j l ɑ l ɑ ŋ,,viljoenproga,20479,,^ kw ɑ y l ɑ l ɑ ŋ $,default,(be) sour,"(être) acide, sûr, aigre"
Buwal-571_besour-3,bf708d63-fa00-4a39-9358-78c057fbafce,Buwal,571_besour,ɗɑhɗɑh,ɗɑhɗɑh,ɗ ɑ h ɗ ɑ h,,viljoenproga,14535,,^ ɗ ɑ h ɗ ɑ h $,default,(be) sour,(être) aigre
Cuvok-571_besour-1,7361f8ee-ce80-474c-8c9b-5aa61c3099be,Cuvok,571_besour,kwakuryaŋ,kwakuryaŋ,kʷ a k u r j a ŋ,,ndokobaiproga,3303,,^ kw a k u r y a ŋ $,default,(be) sour,"(être) acide, sûr, aigre"
Dugwor-571_besour-1,6fc7ea79-fb83-4317-bb98-4e42b0a2e82a,Dugwor,571_besour,kurek keke,kurek_keke,k u r e k + k e k e,,gravina2004,9451,,^ k u r e k _ k e k e $,default,(be) sour,"(être) acide, sûr, aigre"
Gavar-571_besour-1,7c15aac7-04d4-4c64-84a3-54fa18b9829b,Gavar,571_besour,məsməs,məsməs,m ə s m ə s,,viljoenprogb,18863,,^ m ə s m ə s $,default,(be) sour,"(être) acide, sûr, aigre"
Gemzek-571_besour-1,6c6036d6-3076-4d3d-92d7-08af4f0ffac6,Gemzek,571_besour,guyamama,guyamama,g u j a m a m a,,gravinanda,14994,,^ g u y a m a m a $,default,(be) sour,"(être) acide, sûr, aigre"
GizigaMarva-571_besour-1,16cde772-0612-4751-abb2-476f90437589,GizigaMarva,571_besour,kwerek,kwerek,kʷ e r e k,,gravina2004,10371,,^ kw e r e k $,default,(be) sour,"(être) acide, sûr, aigre"
Kanuri-571_besour-1,c1b17712-26f0-4507-b4a2-2e3a46ed8ce0,Kanuri,571_besour,camcam,camcam,c a m c a m,,,1318,,^ c a m c a m $,default,(be) sour,"(être) acide, sur, aigre"
Lagwan-571_besour-1,19ec3b3d-5cc0-41a1-a42e-e25fe04f4381,Lagwan,571_besour,sˈemsˈem,sˈemsˈem,s ʔ e m s ʔ e m,,shryocknd,1318,,^ s ˈ e ms ˈ e m $,default,(be) sour,"(être) acide, sur, aigre"
Mbudum-571_besour-1,5138c1a0-4772-41fa-a958-b1e71744501f,Mbudum,571_besour,kukujiŋ,kukujiŋ,k u k u j i ŋ,,ndokobaiprogb,9507,,^ k u k u j i ŋ $,default,(be) sour,"(être) acide, sûr, aigre"
Merey-571_besour-1,b934b920-8cf1-4591-bc86-925650eeb46f,Merey,571_besour,guyomomo,guyomomo,g u j o m o m o,,gravinaetalprog,16420,,^ g u y o m o m o $,default,(be) sour,"(être) acide, sûr, aigre"
Merey-571_besour-2,bd461392-7de6-4caf-abde-2f9138b9db16,Merey,571_besour,guyomomo,guyomomo,g u j o m o m o,,gravinaetalprog,16420,,^ g u y o m o m o $,default,(be) sour,"(être) acide, sûr, aigre"
Mpade-571_besour-1,68a8ff22-7253-44ad-8757-09b39d60efb6,Mpade,571_besour,sˈemsˈem,sˈemsˈem,s ʔ e m s ʔ e m,,allisonnd,1318,,^ s ˈ e ms ˈ e m $,default,(be) sour,"(être) acide, sur, aigre"
Mpade-571_besour-2,97933ee9-47ad-4890-b4b9-6e3137c9b087,Mpade,571_besour,maɗal,maɗal,m a ɗ a l,,allisonnd,8329,,^ m a ɗ a l $,default,(be) sour,"(être) acide, sur, aigre"
Mser-571_besour-1,4d29378a-5717-47e8-856d-3ba9f7ffc1f4,Mser,571_besour,sˈemsˈem,sˈemsˈem,s ʔ e m s ʔ e m,,allisonnd,1318,,^ s ˈ e ms ˈ e m $,default,(be) sour,"(être) acide, sur, aigre"
Nyimatli-571_besour-1,04c297f0-95af-4cbf-94f1-8813445abf29,Nyimatli,571_besour,ɓeu,ɓeu,ɓ e u,,,18473,,^ ɓ e u $,default,(be) sour,
Zina-571_besour-1,1262ba86-f141-4632-9b47-ff761df1b02a,Zina,571_besour,jámjàmà,jámjàmà,j a m j a m a,,schmidtetal2002,1318,,^ j á m j à m à $,default,(be) sour,"(être) acide, sur, aigre"
Afade-622_bethin-1,6f8c53fd-7759-4823-ad4d-02faddac689a,Afade,622_bethin,sarsar,sarsar,s a r s a r,,allisonnd,11203,,^ s a rs a r $,default,(be) thin,(être) mince
